Annotator	Annotation date	Name	GBE ID	Field	BasketID	TableID	FieldID	QT_total_num	BIN_total_num	QT_index	BIN_index	coding_exclude	coding_QT	coding_binary_case	coding_binary_control	Participants	Stability	ValueType	Units	Strata	Sexed	Instances	Array	Coding	Link	Notes	Source_file
				Number of live births			2734									272933	Complete	Integer	children	Primary	Female	3	1	100584	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2734		ukb_20190406.tsv
				Age started hormone-replacement therapy (HRT)			3536									105260	Complete	Integer	years	Primary	Female	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3536		ukb_20190406.tsv
				Ever believed in an un-real conspiracy against self			20468									157356	Accruing	Categorical single		Primary	Unisex	1	1	502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20468		ukb_20190406.tsv
				Stronger worrying (than other people) during period of worst anxiety			20542									48775	Accruing	Categorical single		Primary	Unisex	1	1	502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20542		ukb_20190406.tsv
				Number of things worried about during worst period of anxiety			20543									48775	Accruing	Categorical single		Primary	Unisex	1	1	518	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20543		ukb_20190406.tsv
				Multiple worries during worst period of anxiety			20540									48775	Accruing	Categorical single		Primary	Unisex	1	1	502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20540		ukb_20190406.tsv
				Difficulty stopping worrying during worst period of anxiety			20541									48775	Accruing	Categorical single		Primary	Unisex	1	1	502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20541		ukb_20190406.tsv
				Age when first had unusual or psychotic experience			20461									7803	Accruing	Integer		Primary	Unisex	1	1	530	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20461		ukb_20190406.tsv
				Ever heard an un-real voice			20463									157356	Accruing	Categorical single		Primary	Unisex	1	1	502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20463		ukb_20190406.tsv
				Distress caused by unusual or psychotic experiences			20462									7803	Accruing	Categorical single		Primary	Unisex	1	1	531	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20462		ukb_20190406.tsv
				Number of times heard an un-real voice			20465									2777	Accruing	Integer		Primary	Unisex	1	1	528	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20465		ukb_20190406.tsv
				Frequency of unusual or psychotic experiences in past year			20467									7803	Accruing	Categorical single		Primary	Unisex	1	1	529	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20467		ukb_20190406.tsv
				Ever prescribed a medication for unusual or psychotic experiences			20466									7803	Accruing	Categorical single		Primary	Unisex	1	1	502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20466		ukb_20190406.tsv
				Recent feelings or nervousness or anxiety			20506									157356	Accruing	Categorical single		Primary	Unisex	1	1	504	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20506		ukb_20190406.tsv
				Birth weight of first child			2744									221496	Complete	Integer	pounds	Primary	Female	3	1	100585	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2744		ukb_20190406.tsv
				Substances taken for anxiety			20549									26505	Accruing	Categorical multiple		Primary	Unisex	1	3	1405	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20549		ukb_20190406.tsv
				OCT measured (left)			6072									95962	Complete	Categorical single		Primary	Unisex	2	1	100274	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6072		ukb_20190406.tsv
				Digits entered correctly			4259									70666	Complete	Categorical single		Primary	Unisex	3	16	29	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4259		ukb_20190406.tsv
				Number entered by participant			4258									70666	Complete	Text		Primary	Unisex	3	16		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4258		ukb_20190406.tsv
				Had menopause			2724									272935	Complete	Categorical single		Primary	Female	3	1	100579	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2724		ukb_20190406.tsv
				Average 24-hour sound level of noise pollution			24024									495155	Complete	Continuous	dB	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24024		ukb_20190406.tsv
				Target number to be memorised			4251									70679	Complete	Text		Auxiliary	Unisex	3	16		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4251		ukb_20190406.tsv
				Fundus retinal eye image (right)			21016									85246	Complete	Text		Derived	Unisex	2	2		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21016		ukb_20190406.tsv
				Fundus retinal eye image (left)			21015									84767	Complete	Text		Derived	Unisex	2	2		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21015		ukb_20190406.tsv
				FDS data file (right)			21014									83934	Complete	Text		Derived	Unisex	2	2		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21014		ukb_20190406.tsv
				FDA data file (right)			21013									85271	Complete	Text		Derived	Unisex	2	2		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21013		ukb_20190406.tsv
				Time first key touched			4254									70666	Complete	Integer	milliseconds	Auxiliary	Unisex	3	16		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4254		ukb_20190406.tsv
				FDA data file (left)			21011									84800	Complete	Text		Derived	Unisex	2	2		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21011		ukb_20190406.tsv
				Time elapsed			4256									70666	Complete	Integer	milliseconds	Supporting	Unisex	3	16		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4256		ukb_20190406.tsv
				Time when initial screen shown			4286									203821	Complete	Time		Primary	Unisex	3	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4286		ukb_20190406.tsv
				Number of times believed in an un-real conspiracy against self			20470									1262	Accruing	Integer		Primary	Unisex	1	1	528	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20470		ukb_20190406.tsv
				Ever seen an un-real vision			20471									157356	Accruing	Categorical single		Primary	Unisex	1	1	502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20471		ukb_20190406.tsv
				Number of times believed in un-real communications or signs			20476									1138	Accruing	Integer		Primary	Unisex	1	1	528	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20476		ukb_20190406.tsv
				Ever talked to a health professional about unusual or psychotic experiences			20477									7803	Accruing	Categorical single		Primary	Unisex	1	1	502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20477		ukb_20190406.tsv
				Ever believed in un-real communications or signs			20474									157356	Accruing	Categorical single		Primary	Unisex	1	1	502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20474		ukb_20190406.tsv
				Average daytime sound level of noise pollution			24020									495155	Complete	Continuous	dB	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24020		ukb_20190406.tsv
				Prospective memory result			20018									203821	Complete	Categorical single		Derived	Unisex	3	1	18	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20018		ukb_20190406.tsv
				Age last used hormone-replacement therapy (HRT)			3546									105260	Complete	Integer	years	Primary	Female	3	1	100598	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3546		ukb_20190406.tsv
				Reason for skipping OCT (right)			20061									3164	Complete	Categorical single		Derived	Unisex	1	1	54	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20061		ukb_20190406.tsv
				Reason for skipping OCT (left)			20062									3360	Complete	Categorical single		Derived	Unisex	1	1	54	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20062		ukb_20190406.tsv
				FDS data file (left)			21012									83455	Complete	Text		Derived	Unisex	2	2		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21012		ukb_20190406.tsv
				Average night-time sound level of noise pollution			24022									495155	Complete	Continuous	dB	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24022		ukb_20190406.tsv
				Screen layout			6334									20610	Accruing	Text		Primary	Unisex	1	3		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6334		ukb_20190406.tsv
				Item selected for each puzzle			6332									20366	Accruing	Categorical multiple		Primary	Unisex	1	15	6332	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6332		ukb_20190406.tsv
				Duration spent answering each puzzle			6333									20366	Accruing	Integer	deciseconds	Primary	Unisex	1	15		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6333		ukb_20190406.tsv
				Substance of prescription or over-the-counter medication addiction			20551									1319	Accruing	Categorical multiple		Primary	Unisex	1	3	1414	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20551		ukb_20190406.tsv
				Activities undertaken to treat anxiety			20550									24214	Accruing	Categorical multiple		Primary	Unisex	1	2	1406	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20550		ukb_20190406.tsv
				PWA start time			12671									29192	Accruing	Text		Auxiliary	Unisex	1	4		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12671		ukb_20190412.tsv
				Heart rate during PWA			12673									29186	Accruing	Integer	bpm	Primary	Unisex	1	4		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12673		ukb_20190412.tsv
				Systolic brachial blood pressure during PWA			12674									29010	Accruing	Integer	mmHg	Primary	Unisex	1	4		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12674		ukb_20190412.tsv
				Diastolic brachial blood pressure during PWA			12675									29010	Accruing	Integer	mmHg	Primary	Unisex	1	4		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12675		ukb_20190412.tsv
				Peripheral pulse pressure during PWA			12676									29006	Accruing	Integer	mmHg	Primary	Unisex	1	4		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12676		ukb_20190412.tsv
				Central systolic blood pressure during PWA			12677									29009	Accruing	Integer	mmHg	Primary	Unisex	1	4		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12677		ukb_20190412.tsv
				Central pulse pressure during PWA			12678									29006	Accruing	Integer	mmHg	Primary	Unisex	1	4		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12678		ukb_20190412.tsv
				Number of beats in waveform average for PWA			12679									29191	Accruing	Continuous	beats	Primary	Unisex	1	4		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12679		ukb_20190412.tsv
				Central augmentation pressure during PWA			12680									29001	Accruing	Continuous	mmHg	Primary	Unisex	1	4		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12680		ukb_20190412.tsv
				Augmentation index for PWA			12681									29186	Accruing	Continuous	percent	Derived	Unisex	1	4		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12681		ukb_20190412.tsv
				Cardiac output during PWA			12682									28488	Accruing	Continuous	litres/min	Primary	Unisex	1	4		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12682		ukb_20190412.tsv
				End systolic pressure during PWA			12683									28936	Accruing	Continuous	mmHg	Primary	Unisex	1	4		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12683		ukb_20190412.tsv
				End systolic pressure index during PWA			12684									28468	Accruing	Continuous		Primary	Unisex	1	4		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12684		ukb_20190412.tsv
				Total peripheral resistance during PWA			12685									28935	Accruing	Continuous	PRU	Primary	Unisex	1	4		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12685		ukb_20190412.tsv
				Stroke volume during PWA			12686									28493	Accruing	Integer	ml	Primary	Unisex	1	4		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12686		ukb_20190412.tsv
				Mean arterial pressure during PWA			12687									29009	Accruing	Integer	mmHg	Primary	Unisex	1	4		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12687		ukb_20190412.tsv
				Vicorder trace			12688									29456	Accruing	Compound		Auxiliary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12688		ukb_20190412.tsv
				Blood pressure test start time			12695									29359	Accruing	Text		Auxiliary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12695		ukb_20190412.tsv
				Systolic brachial blood pressure			12697									29353	Accruing	Integer	mmHg	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12697		ukb_20190412.tsv
				Diastolic brachial blood pressure			12698									29355	Accruing	Integer	mmHg	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12698		ukb_20190412.tsv
				Number of PWA tests performed			12699									29456	Accruing	Integer	tests	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12699		ukb_20190412.tsv
				Vicorder results plausible			12700									29456	Accruing	Categorical single		Primary	Unisex	1	1	7	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12700		ukb_20190412.tsv
				Cardiac index during PWA			12702									28012	Accruing	Continuous	litres/min/m2	Primary	Unisex	1	4		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12702		ukb_20190412.tsv
				Pancreatic fat - DICOM			20202									30713	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20202		ukb_20190412.tsv
				Liver images - gradient echo - DICOM			20203									10130	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20203		ukb_20190412.tsv
				Liver Imaging - T1 ShMoLLI - DICOM			20204									31363	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20204		ukb_20190412.tsv
				Measurements of pancreas volume - DICOM			20206									21734	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20206		ukb_20190412.tsv
				Liver images - IDEAL protocol - DICOM			20254									22916	Accruing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20254		ukb_20190412.tsv
				Pancreas Images - ShMoLLI - DICOM			20259									24228	Ongoing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20259		ukb_20190412.tsv
				Pancreas Images - gradient echo - DICOM			20260									24351	Ongoing	Text		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20260		ukb_20190412.tsv
				Liver iron (Fe)			22400									1112	Accruing	Continuous	mg/g	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22400		ukb_20190412.tsv
				Liver inflammation factor (LIF)			22401									1095	Accruing	Continuous	units	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22401		ukb_20190412.tsv
				Liver fat percentage			22402									4617	Accruing	Continuous	percent	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22402		ukb_20190412.tsv
				Anterior thigh lean muscle volume (right)			22403									5846	Accruing	Continuous	litres	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22403		ukb_20190412.tsv
				Posterior thigh lean muscle volume (right)			22404									5846	Accruing	Continuous	litres	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22404		ukb_20190412.tsv
				Anterior thigh lean muscle volume (left)			22405									5793	Accruing	Continuous	litres	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22405		ukb_20190412.tsv
				Posterior thigh lean muscle volume (left)			22406									5793	Accruing	Continuous	litres	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22406		ukb_20190412.tsv
				Visceral adipose tissue volume (VAT)			22407									5995	Accruing	Continuous	litres	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22407		ukb_20190412.tsv
				Abdominal subcutaneous adipose tissue volume (ASAT)			22408									5995	Accruing	Continuous	litres	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22408		ukb_20190412.tsv
				Total thigh muscle volume			22409									5741	Accruing	Continuous	litres	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22409		ukb_20190412.tsv
				Total trunk fat			22410									5995	Accruing	Continuous	litres	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22410		ukb_20190412.tsv
				VAT/ASAT error indicator			22411									25	Accruing	Categorical single		Derived	Unisex	1	1	403	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22411		ukb_20190412.tsv
				Thigh error indicator (left)			22412									228	Accruing	Categorical multiple		Derived	Unisex	1	2	401	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22412		ukb_20190412.tsv
				Thigh error indicator (right)			22413									175	Accruing	Categorical multiple		Derived	Unisex	1	2	401	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22413		ukb_20190412.tsv
				Image quality indicator			22414									82	Accruing	Categorical single		Derived	Unisex	1	2	400	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22414		ukb_20190412.tsv
				LV ejection fraction			22420									4711	Accruing	Integer	percent	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22420		ukb_20190412.tsv
				LV end diastolic volume			22421									4711	Accruing	Integer	ml	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22421		ukb_20190412.tsv
				LV end systolic volume			22422									4711	Accruing	Integer	ml	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22422		ukb_20190412.tsv
				LV stroke volume			22423									4711	Accruing	Integer	ml	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22423		ukb_20190412.tsv
				Cardiac output			22424									4711	Accruing	Continuous	litres/min	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22424		ukb_20190412.tsv
				Cardiac index			22425									4711	Accruing	Continuous	litres/min/m2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22425		ukb_20190412.tsv
				Average heart rate			22426									4711	Accruing	Integer	bpm	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22426		ukb_20190412.tsv
				Body surface area			22427									4711	Accruing	Continuous	m2	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22427		ukb_20190412.tsv
				1gG antigen for Herpes Simplex virus-1			23000									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23000		ukb_20190412.tsv
				2mgG unique antigen for Herpes Simplex virus-2			23001									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23001		ukb_20190412.tsv
				gE / gI antigen for Varicella Zoster Virus 			23002									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23002		ukb_20190412.tsv
				VCA p18 antigen for Epstein-Barr Virus			23003									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23003		ukb_20190412.tsv
				EBNA-1 antigen for Epstein-Barr Virus			23004									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23004		ukb_20190412.tsv
				ZEBRA antigen for Epstein-Barr Virus			23005									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23005		ukb_20190412.tsv
				EA-D antigen for Epstein-Barr Virus			23006									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23006		ukb_20190412.tsv
				pp150 Nter antigen for Human Cytomegalovirus			23007									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23007		ukb_20190412.tsv
				pp 52 antigen for Human Cytomegalovirus			23008									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23008		ukb_20190412.tsv
				pp 28 antigen for Human Cytomegalovirus			23009									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23009		ukb_20190412.tsv
				IE1A antigen for Human Herpesvirus-6			23010									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23010		ukb_20190412.tsv
				IE1B antigen for Human Herpesvirus-6			23011									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23011		ukb_20190412.tsv
				p101 k antigen for Human Herpesvirus-6			23012									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23012		ukb_20190412.tsv
				U14 antigen for Human Herpesvirus-7			23013									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23013		ukb_20190412.tsv
				LANA antigen for Kaposi's Sarcoma-Associated Herpesvirus			23014									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23014		ukb_20190412.tsv
				K8.1 antigen for Kaposi's Sarcoma-Associated Herpesvirus			23015									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23015		ukb_20190412.tsv
				HBc antigen for Hepatitis B Virus			23016									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23016		ukb_20190412.tsv
				HBe antigen for Hepatitis B Virus			23017									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23017		ukb_20190412.tsv
				Core antigen for Hepatitis C Virus			23018									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23018		ukb_20190412.tsv
				NS3 antigen for Hepatitis C Virus			23019									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23019		ukb_20190412.tsv
				p22 antigen for Toxoplasma gondii			23020									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23020		ukb_20190412.tsv
				sag1 antigen for Toxoplasma gondii			23021									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23021		ukb_20190412.tsv
				HTLV-1 gag antigen for Human T-Lymphotropic Virus 1			23022									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23022		ukb_20190412.tsv
				HTLV-1 env antigen for Human T-Lymphotropic Virus 1			23023									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23023		ukb_20190412.tsv
				HIV-1 gag antigen for Human Immunodeficiency Virus			23024									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23024		ukb_20190412.tsv
				HIV-1 env antigen for Human Immunodeficiency Virus			23025									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23025		ukb_20190412.tsv
				BK VP1 antigen for Human Polyomavirus BKV			23026									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23026		ukb_20190412.tsv
				JC VP1 antigen for Human Polyomavirus JCV			23027									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23027		ukb_20190412.tsv
				MC VP1 antigen for Merkel Cell Polyomavirus			23028									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23028		ukb_20190412.tsv
				L1 antigen for Human Papillomavirus type-16			23029									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23029		ukb_20190412.tsv
				E6 antigen for Human Papillomavirus type-16			23030									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23030		ukb_20190412.tsv
				E7 antigen for Human Papillomavirus type-16			23031									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23031		ukb_20190412.tsv
				L1 antigen for Human Papillomavirus type-18			23032									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23032		ukb_20190412.tsv
				momp D antigen for Chlamydia trachomatis			23033									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23033		ukb_20190412.tsv
				momp A antigen for Chlamydia trachomatis			23034									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23034		ukb_20190412.tsv
				tarp-D F1 antigen for Chlamydia trachomatis			23035									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23035		ukb_20190412.tsv
				tarp-D F2 antigen for Chlamydia trachomatis			23036									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23036		ukb_20190412.tsv
				PorB antigen for Chlamydia trachomatis			23037									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23037		ukb_20190412.tsv
				pGP3 antigen for Chlamydia trachomatis			23038									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23038		ukb_20190412.tsv
				CagA antigen for Helicobacter pylori			23039									4898	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23039		ukb_20190412.tsv
				VacA antigen for Helicobacter pylori			23040									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23040		ukb_20190412.tsv
				OMP antigen for Helicobacter pylori			23041									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23041		ukb_20190412.tsv
				GroEL antigen for Helicobacter pylori			23042									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23042		ukb_20190412.tsv
				Catalase antigen for Helicobacter pylori			23043									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23043		ukb_20190412.tsv
				UreA antigen for Helicobacter pylori			23044									9691	Accruing	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23044		ukb_20190412.tsv
				Antigen assay date			23048									9691	Accruing	Date		Auxiliary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23048		ukb_20190412.tsv
				Antigen assay QC indicator			23049									1586	Accruing	Categorical single		Auxiliary	Unisex	2	1	7618	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23049		ukb_20190412.tsv
