ICD10	Long descriptor of ICD	GBE Name	Controls	Cases	Source	Data field	Disease group	GBE ID
K22	other diseases of oesophagus 	TTE_other_diseases_of_oesophagus	485634	16910	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131586.0.0.phe	131586	Digestive system disorders	HC1081
K23	disorders of oesophagus in diseases classified elsewhere 	TTE_disorders_of_oesophagus_in_diseases_classified_elsewhere	502493	51	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131588.0.0.phe	131588	Digestive system disorders	HC1082
K25	gastric ulcer 	TTE_gastric_ulcer	492064	10480	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131590.0.0.phe	131590	Digestive system disorders	HC1083
K26	duodenal ulcer 	TTE_duodenal_ulcer	493877	8667	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131592.0.0.phe	131592	Digestive system disorders	HC1084
K27	peptic ulcer, site unspecified 	TTE_peptic_ulcer,_site_unspecified	500849	1695	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131594.0.0.phe	131594	Digestive system disorders	HC1085
K28	gastrojejunal ulcer 	TTE_gastrojejunal_ulcer	502434	110	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131596.0.0.phe	131596	Digestive system disorders	HC1086
K29	gastritis and duodenitis 	TTE_gastritis_and_duodenitis	454188	48356	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131598.0.0.phe	131598	Digestive system disorders	HC1087
K30	dyspepsia 	TTE_dyspepsia	484018	18526	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131600.0.0.phe	131600	Digestive system disorders	HC1088
K31	other diseases of stomach and duodenum 	TTE_other_diseases_of_stomach_and_duodenum	489490	13054	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131602.0.0.phe	131602	Digestive system disorders	HC1089
K35	acute appendicitis 	TTE_acute_appendicitis	498186	4358	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131604.0.0.phe	131604	Digestive system disorders	HC1090
K36	other appendicitis 	TTE_other_appendicitis	502376	168	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131606.0.0.phe	131606	Digestive system disorders	HC1091
K37	unspecified appendicitis 	TTE_unspecified_appendicitis	496522	6022	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131608.0.0.phe	131608	Digestive system disorders	HC1092
K38	other diseases of appendix 	TTE_other_diseases_of_appendix	502125	419	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131610.0.0.phe	131610	Digestive system disorders	HC1093
K40	inguinal hernia 	TTE_inguinal_hernia	475725	26819	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131612.0.0.phe	131612	Digestive system disorders	HC1094
K41	femoral hernia 	TTE_femoral_hernia	501325	1219	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131614.0.0.phe	131614	Digestive system disorders	HC1095
K42	umbilical hernia 	TTE_umbilical_hernia	495366	7178	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131616.0.0.phe	131616	Digestive system disorders	HC1096
K43	ventral hernia 	TTE_ventral_hernia	496439	6105	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131618.0.0.phe	131618	Digestive system disorders	HC1097
K44	diaphragmatic hernia 	TTE_diaphragmatic_hernia	457476	45068	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131620.0.0.phe	131620	Digestive system disorders	HC1098
K45	other abdominal hernia 	TTE_other_abdominal_hernia	502330	214	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131622.0.0.phe	131622	Digestive system disorders	HC1099
K46	unspecified abdominal hernia 	TTE_unspecified_abdominal_hernia	500682	1862	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131624.0.0.phe	131624	Digestive system disorders	HC1100
K50	crohn's disease [regional enteritis] 	TTE_crohn's_disease_[regional_enteritis]	499637	2907	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131626.0.0.phe	131626	Digestive system disorders	HC1101
K51	ulcerative colitis 	TTE_ulcerative_colitis	496930	5614	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131628.0.0.phe	131628	Digestive system disorders	HC1102
K52	other non-infective gastro-enteritis and colitis 	TTE_other_non-infective_gastro-enteritis_and_colitis	477415	25129	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131630.0.0.phe	131630	Digestive system disorders	HC1103
K55	vascular disorders of intestine 	TTE_vascular_disorders_of_intestine	500696	1848	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131632.0.0.phe	131632	Digestive system disorders	HC1104
K56	paralytic ileus and intestinal obstruction without hernia 	TTE_paralytic_ileus_and_intestinal_obstruction_without_hernia	495873	6671	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131634.0.0.phe	131634	Digestive system disorders	HC1105
K57	diverticular disease of intestine 	TTE_diverticular_disease_of_intestine	455715	46829	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131636.0.0.phe	131636	Digestive system disorders	HC1106
K58	irritable bowel syndrome 	TTE_irritable_bowel_syndrome	470520	32024	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131638.0.0.phe	131638	Digestive system disorders	HC1107
K59	other functional intestinal disorders 	TTE_other_functional_intestinal_disorders	479437	23107	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131640.0.0.phe	131640	Digestive system disorders	HC1108
K60	fissure and fistula of anal and rectal regions 	TTE_fissure_and_fistula_of_anal_and_rectal_regions	496204	6340	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131642.0.0.phe	131642	Digestive system disorders	HC1109
K61	abscess of anal and rectal regions 	TTE_abscess_of_anal_and_rectal_regions	499572	2972	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131644.0.0.phe	131644	Digestive system disorders	HC1110
K62	other diseases of anus and rectum 	TTE_other_diseases_of_anus_and_rectum	462725	39819	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131646.0.0.phe	131646	Digestive system disorders	HC1111
K63	other diseases of intestine 	TTE_other_diseases_of_intestine	478017	24527	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131648.0.0.phe	131648	Digestive system disorders	HC1112
K64	haemorrhoids and perianal venous thrombosis 	TTE_haemorrhoids_and_perianal_venous_thrombosis	468778	33766	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131650.0.0.phe	131650	Digestive system disorders	HC1113
K65	peritonitis 	TTE_peritonitis	499534	3010	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131652.0.0.phe	131652	Digestive system disorders	HC1114
K66	other disorders of peritoneum 	TTE_other_disorders_of_peritoneum	497356	5188	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131654.0.0.phe	131654	Digestive system disorders	HC1115
K67	disorders of peritoneum in infectious diseases classified elsewhere 	TTE_disorders_of_peritoneum_in_infectious_diseases_classified_elsewhere	502535	9	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131656.0.0.phe	131656	Digestive system disorders	HC1116
K70	alcoholic liver disease 	TTE_alcoholic_liver_disease	500886	1658	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131658.0.0.phe	131658	Digestive system disorders	HC1117
K71	toxic liver disease 	TTE_toxic_liver_disease	502401	143	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131660.0.0.phe	131660	Digestive system disorders	HC1118
K72	hepatic failure, not elsewhere classified 	TTE_hepatic_failure,_not_elsewhere_classified	501803	741	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131662.0.0.phe	131662	Digestive system disorders	HC1119
K73	chronic hepatitis, not elsewhere classified 	TTE_chronic_hepatitis,_not_elsewhere_classified	502243	301	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131664.0.0.phe	131664	Digestive system disorders	HC1120
K74	fibrosis and cirrhosis of liver 	TTE_fibrosis_and_cirrhosis_of_liver	500704	1840	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131666.0.0.phe	131666	Digestive system disorders	HC1121
K75	other inflammatory liver diseases 	TTE_other_inflammatory_liver_diseases	500515	2029	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131668.0.0.phe	131668	Digestive system disorders	HC1122
K76	other diseases of liver 	TTE_other_diseases_of_liver	493534	9010	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131670.0.0.phe	131670	Digestive system disorders	HC1123
K77	liver disorders in diseases classified elsewhere 	TTE_liver_disorders_in_diseases_classified_elsewhere	502512	32	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131672.0.0.phe	131672	Digestive system disorders	HC1124
K80	cholelithiasis 	TTE_cholelithiasis	474926	27618	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131674.0.0.phe	131674	Digestive system disorders	HC1125
K81	cholecystitis 	TTE_cholecystitis	497336	5208	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131676.0.0.phe	131676	Digestive system disorders	HC1126
K82	other diseases of gallbladder 	TTE_other_diseases_of_gallbladder	499350	3194	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131678.0.0.phe	131678	Digestive system disorders	HC1127
K83	other diseases of biliary tract 	TTE_other_diseases_of_biliary_tract	499190	3354	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131680.0.0.phe	131680	Digestive system disorders	HC1128
K85	acute pancreatitis 	TTE_acute_pancreatitis	498938	3606	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131682.0.0.phe	131682	Digestive system disorders	HC1129
K86	other diseases of pancreas 	TTE_other_diseases_of_pancreas	500511	2033	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131684.0.0.phe	131684	Digestive system disorders	HC1130
K87	disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere 	TTE_disorders_of_gallbladder,_biliary_tract_and_pancreas_in_diseases_classified_elsewhere	502539	5	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131686.0.0.phe	131686	Digestive system disorders	HC1131
K90	intestinal malabsorption 	TTE_intestinal_malabsorption	498441	4103	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131688.0.0.phe	131688	Digestive system disorders	HC1132
K91	postprocedural disorders of digestive system, not elsewhere classified 	TTE_postprocedural_disorders_of_digestive_system,_not_elsewhere_classified	500060	2484	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131690.0.0.phe	131690	Digestive system disorders	HC1133
K92	other diseases of digestive system 	TTE_other_diseases_of_digestive_system	485740	16804	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131692.0.0.phe	131692	Digestive system disorders	HC1134
K93	disorders of other digestive organs in diseases classified elsewhere 	TTE_disorders_of_other_digestive_organs_in_diseases_classified_elsewhere	502524	20	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131694.0.0.phe	131694	Digestive system disorders	HC1135
L00	staphylococcal scalded skin syndrome 	TTE_staphylococcal_scalded_skin_syndrome	502534	10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131696.0.0.phe	131696	Skin and subcutaneous tissue disorders	HC1136
L01	impetigo 	TTE_impetigo	501082	1462	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131698.0.0.phe	131698	Skin and subcutaneous tissue disorders	HC1137
L02	cutaneous abscess, furuncle and carbuncle 	TTE_cutaneous_abscess,_furuncle_and_carbuncle	490570	11974	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131700.0.0.phe	131700	Skin and subcutaneous tissue disorders	HC1138
L03	cellulitis 	TTE_cellulitis	473865	28679	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131702.0.0.phe	131702	Skin and subcutaneous tissue disorders	HC1139
L04	acute lymphadenitis 	TTE_acute_lymphadenitis	501790	754	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131704.0.0.phe	131704	Skin and subcutaneous tissue disorders	HC1140
L05	pilonidal cyst 	TTE_pilonidal_cyst	500985	1559	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131706.0.0.phe	131706	Skin and subcutaneous tissue disorders	HC1141
L08	other local infections of skin and subcutaneous tissue 	TTE_other_local_infections_of_skin_and_subcutaneous_tissue	488106	14438	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131708.0.0.phe	131708	Skin and subcutaneous tissue disorders	HC1142
L10	pemphigus 	TTE_pemphigus	502469	75	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131710.0.0.phe	131710	Skin and subcutaneous tissue disorders	HC1143
L11	other acantholytic disorders 	TTE_other_acantholytic_disorders	502447	97	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131712.0.0.phe	131712	Skin and subcutaneous tissue disorders	HC1144
L12	pemphigoid 	TTE_pemphigoid	502374	170	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131714.0.0.phe	131714	Skin and subcutaneous tissue disorders	HC1145
L13	other bullous disorders 	TTE_other_bullous_disorders	502414	130	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131716.0.0.phe	131716	Skin and subcutaneous tissue disorders	HC1146
L14	bullous disorders in diseases classified elsewhere 	TTE_bullous_disorders_in_diseases_classified_elsewhere	502543	1	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131718.0.0.phe	131718	Skin and subcutaneous tissue disorders	HC1147
L20	atopic dermatitis 	TTE_atopic_dermatitis	488721	13823	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131720.0.0.phe	131720	Skin and subcutaneous tissue disorders	HC1148
L21	seborrhoeic dermatitis 	TTE_seborrhoeic_dermatitis	492562	9982	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131722.0.0.phe	131722	Skin and subcutaneous tissue disorders	HC1149
L22	diaper [napkin] dermatitis 	TTE_diaper_[napkin]_dermatitis	502510	34	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131724.0.0.phe	131724	Skin and subcutaneous tissue disorders	HC1150
L23	allergic contact dermatitis 	TTE_allergic_contact_dermatitis	501650	894	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131726.0.0.phe	131726	Skin and subcutaneous tissue disorders	HC1151
L24	irritant contact dermatitis 	TTE_irritant_contact_dermatitis	502042	502	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131728.0.0.phe	131728	Skin and subcutaneous tissue disorders	HC1152
L25	unspecified contact dermatitis 	TTE_unspecified_contact_dermatitis	499372	3172	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131730.0.0.phe	131730	Skin and subcutaneous tissue disorders	HC1153
L26	exfoliative dermatitis 	TTE_exfoliative_dermatitis	502528	16	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131732.0.0.phe	131732	Skin and subcutaneous tissue disorders	HC1154
L27	dermatitis due to substances taken internally 	TTE_dermatitis_due_to_substances_taken_internally	501535	1009	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131734.0.0.phe	131734	Skin and subcutaneous tissue disorders	HC1155
L28	lichen simplex chronicus and prurigo 	TTE_lichen_simplex_chronicus_and_prurigo	500961	1583	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131736.0.0.phe	131736	Skin and subcutaneous tissue disorders	HC1156
L29	pruritus 	TTE_pruritus	490159	12385	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131738.0.0.phe	131738	Skin and subcutaneous tissue disorders	HC1157
L30	other dermatitis 	TTE_other_dermatitis	455438	47106	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131740.0.0.phe	131740	Skin and subcutaneous tissue disorders	HC1158
L40	psoriasis 	TTE_psoriasis	488464	14080	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131742.0.0.phe	131742	Skin and subcutaneous tissue disorders	HC1159
L41	parapsoriasis 	TTE_parapsoriasis	502424	120	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131744.0.0.phe	131744	Skin and subcutaneous tissue disorders	HC1160
L42	pityriasis rosea 	TTE_pityriasis_rosea	500927	1617	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131746.0.0.phe	131746	Skin and subcutaneous tissue disorders	HC1161
L43	lichen planus 	TTE_lichen_planus	500271	2273	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131748.0.0.phe	131748	Skin and subcutaneous tissue disorders	HC1162
L44	other papulosquamous disorders 	TTE_other_papulosquamous_disorders	502476	68	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131750.0.0.phe	131750	Skin and subcutaneous tissue disorders	HC1163
L50	urticaria 	TTE_urticaria	491600	10944	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131754.0.0.phe	131754	Skin and subcutaneous tissue disorders	HC1164
L51	erythema multiforme 	TTE_erythema_multiforme	502242	302	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131756.0.0.phe	131756	Skin and subcutaneous tissue disorders	HC1165
L52	erythema nodosum 	TTE_erythema_nodosum	502248	296	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131758.0.0.phe	131758	Skin and subcutaneous tissue disorders	HC1166
L53	other erythematous conditions 	TTE_other_erythematous_conditions	501373	1171	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131760.0.0.phe	131760	Skin and subcutaneous tissue disorders	HC1167
L54	erythema in diseases classified elsewhere 	TTE_erythema_in_diseases_classified_elsewhere	502542	2	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131762.0.0.phe	131762	Skin and subcutaneous tissue disorders	HC1168
L55	sunburn 	TTE_sunburn	502141	403	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131764.0.0.phe	131764	Skin and subcutaneous tissue disorders	HC1169
L56	other acute skin changes due to ultraviolet radiation 	TTE_other_acute_skin_changes_due_to_ultraviolet_radiation	501914	630	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131766.0.0.phe	131766	Skin and subcutaneous tissue disorders	HC1170
L57	skin changes due to chronic exposure to nonionising radiation 	TTE_skin_changes_due_to_chronic_exposure_to_nonionising_radiation	483761	18783	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131768.0.0.phe	131768	Skin and subcutaneous tissue disorders	HC1171
L58	radiodermatitis 	TTE_radiodermatitis	502521	23	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131770.0.0.phe	131770	Skin and subcutaneous tissue disorders	HC1172
L59	other disorders of skin and subcutaneous tissue related to radiation 	TTE_other_disorders_of_skin_and_subcutaneous_tissue_related_to_radiation	502480	64	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131772.0.0.phe	131772	Skin and subcutaneous tissue disorders	HC1173
L60	nail disorders 	TTE_nail_disorders	491357	11187	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131774.0.0.phe	131774	Skin and subcutaneous tissue disorders	HC1174
L62	nail disorders in diseases classified elsewhere 	TTE_nail_disorders_in_diseases_classified_elsewhere	502543	1	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131776.0.0.phe	131776	Skin and subcutaneous tissue disorders	HC1175
L63	alopecia areata 	TTE_alopecia_areata	501631	913	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131778.0.0.phe	131778	Skin and subcutaneous tissue disorders	HC1176
L64	androgenic alopecia 	TTE_androgenic_alopecia	502387	157	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131780.0.0.phe	131780	Skin and subcutaneous tissue disorders	HC1177
L65	other nonscarring hair loss 	TTE_other_nonscarring_hair_loss	499246	3298	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131782.0.0.phe	131782	Skin and subcutaneous tissue disorders	HC1178
L66	cicatricial alopecia [scarring hair loss] 	TTE_cicatricial_alopecia_[scarring_hair_loss]	502331	213	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131784.0.0.phe	131784	Skin and subcutaneous tissue disorders	HC1179
L67	hair colour and hair shaft abnormalities 	TTE_hair_colour_and_hair_shaft_abnormalities	502502	42	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131786.0.0.phe	131786	Skin and subcutaneous tissue disorders	HC1180
L68	hypertrichosis 	TTE_hypertrichosis	502009	535	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131788.0.0.phe	131788	Skin and subcutaneous tissue disorders	HC1181
L70	acne 	TTE_acne	496742	5802	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131790.0.0.phe	131790	Skin and subcutaneous tissue disorders	HC1182
L71	rosacea 	TTE_rosacea	496807	5737	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131792.0.0.phe	131792	Skin and subcutaneous tissue disorders	HC1183
L72	follicular cysts of skin and subcutaneous tissue 	TTE_follicular_cysts_of_skin_and_subcutaneous_tissue	487845	14699	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131794.0.0.phe	131794	Skin and subcutaneous tissue disorders	HC1184
L73	other follicular disorders 	TTE_other_follicular_disorders	498814	3730	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131796.0.0.phe	131796	Skin and subcutaneous tissue disorders	HC1185
L74	eccrine sweat disorders 	TTE_eccrine_sweat_disorders	501426	1118	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131798.0.0.phe	131798	Skin and subcutaneous tissue disorders	HC1186
L75	apocrine sweat disorders 	TTE_apocrine_sweat_disorders	502525	19	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131800.0.0.phe	131800	Skin and subcutaneous tissue disorders	HC1187
L80	vitiligo 	TTE_vitiligo	501423	1121	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131802.0.0.phe	131802	Skin and subcutaneous tissue disorders	HC1188
L81	other disorders of pigmentation 	TTE_other_disorders_of_pigmentation	498136	4408	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131804.0.0.phe	131804	Skin and subcutaneous tissue disorders	HC1189
L82	seborrhoeic keratosis 	TTE_seborrhoeic_keratosis	472683	29861	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131806.0.0.phe	131806	Skin and subcutaneous tissue disorders	HC1190
L83	acanthosis nigricans 	TTE_acanthosis_nigricans	502376	168	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131808.0.0.phe	131808	Skin and subcutaneous tissue disorders	HC1191
L84	corns and callosities 	TTE_corns_and_callosities	498788	3756	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131810.0.0.phe	131810	Skin and subcutaneous tissue disorders	HC1192
L85	other epidermal thickening 	TTE_other_epidermal_thickening	499105	3439	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131812.0.0.phe	131812	Skin and subcutaneous tissue disorders	HC1193
L86	keratoderma in diseases classified elsewhere 	TTE_keratoderma_in_diseases_classified_elsewhere	502543	1	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131814.0.0.phe	131814	Skin and subcutaneous tissue disorders	HC1194
