#GBE_ID	N_GBE	GBE_NAME	N_GBE	N_GBE	Y
MED1140868804	17	bonefos_400mg_capsule	17	17	Y
MED1140868808	1	sermorelin	1	1	Y
MED1140868810	0	geref_50_injection_(pdr_for_recon)+solvent	0	0	Y
MED1140868816	83	desmopressin	83	83	Y
MED1140868820	9	desmospray_10micrograms_nasal_spray	9	9	Y
MED1140868824	3	ddavp_100micrograms_tablet	3	3	Y
MED1140868836	0	terlipressin	0	0	Y
MED1140868838	0	glypressin_1mg_injection	0	0	Y
MED1140868842	1	vasopressin_product	1	1	Y
MED1140868844	0	pitressin_20iu/1ml_injection	0	0	Y
MED1140868848	7	calcitonin_product	7	7	Y
MED1140868850	0	calcitare_160iu_injection_(pdr_for_recon)+diluent	0	0	Y
MED1140868856	0	calsynar_100iu/1ml_injection	0	0	Y
MED1140868866	15	bromocriptine	15	15	Y
MED1140868868	0	parlodel_1mg_tablet	0	0	Y
MED1140868892	0	trilostane	0	0	Y
MED1140868894	1	modrenal_60mg_capsule	1	1	Y
MED1140868902	27	acarbose	27	27	Y
MED1140868908	6	glucobay_50mg_tablet	6	6	Y
MED1140868922	0	dinoprostone	0	0	Y
MED1140868924	2	prostin_e2_500micrograms_tablet	2	2	Y
MED1140868942	0	relefact_lh-rh_100micrograms/1ml_injection	0	0	Y
MED1140868962	1	protirelin	1	1	Y
MED1140868968	10	danazol	10	10	Y
MED1140868978	0	gestrinone	0	0	Y
MED1140868982	0	dimetriose_2.5mg_capsule	0	0	Y
MED1140868984	1	nafarelin	1	1	Y
MED1140869012	0	mifegyne_200mg_tablet	0	0	Y
MED1140869018	0	yutopar_10mg_tablet	0	0	Y
MED1140869032	1	dienoestrol	1	1	Y
MED1140869034	281	ortho-gynest_500micrograms_pessary	281	281	Y
MED1140869036	246	ovestin_0.1%_vaginal_cream	246	246	Y
MED1140869050	9	canesten_2%_vaginal_cream	9	9	Y
MED1140869056	0	canesten_duopack	0	0	Y
MED1140869058	2	canesten_1_pessary	2	2	Y
MED1140869100	41	alprostadil	41	41	Y
MED1140869102	0	prostin_vr_500mcg/1ml_infusion_concentrate	0	0	Y
MED1140869130	0	ecostatin_150mg_pessary	0	0	Y
MED1140869142	5	dalacin_2%_cream	5	5	Y
MED1140869162	79	marvelon_tablet	79	79	Y
MED1140869164	99	mercilon_tablet	99	99	Y
MED1140869166	0	ethinyloestradiol+desogestrel_20mcg/150mcg_tablet	0	0	Y
MED1140869180	490	microgynon_30_tablet	490	490	Y
MED1140869184	1	ovran_30_tablet	1	1	Y
MED1140869186	67	ovranette_tablet	67	67	Y
MED1140869188	1	schering_pc4_tablet	1	1	Y
MED1140869190	21	trinordiol_tablet	21	21	Y
MED1140869192	0	gyno-pevaryl_1_combipack	0	0	Y
MED1140869194	0	pevaryl_cream	0	0	Y
MED1140869196	0	ecostatin-1_150mg_pessary	0	0	Y
MED1140869206	1	gyno-daktarin_2%_vaginal_cream	1	1	Y
MED1140869208	0	gyno-daktarin_100mg_pessary	0	0	Y
MED1140869210	0	gyno-daktarin_combipack_pessary+cream	0	0	Y
MED1140869212	0	gyno-daktarin_1_ovule	0	0	Y
MED1140869218	0	femeron_soft_pessary	0	0	Y
MED1140869222	1	femeron_cream	1	1	Y
MED1140869226	0	nyspes_pessary	0	0	Y
MED1140869228	0	nystan_gel	0	0	Y
MED1140869230	0	nystan_vaginal_cream	0	0	Y
MED1140869232	0	nystan_pessary	0	0	Y
MED1140869240	0	sultrin_cream	0	0	Y
MED1140869242	0	sultrin_vaginal_tablet	0	0	Y
MED1140869248	0	ethinyloestradiol+levonorgestrel_30mcg/150mcg_tablet	0	0	Y
MED1140869260	14	norimin_tablet	14	14	Y
MED1140869262	12	ovysmen_tablet	12	12	Y
MED1140869264	2	synphase_tablet	2	2	Y
MED1140869266	31	trinovum_tablet	31	31	Y
MED1140869282	1	noristerat_200mg/1ml_oily_injection	1	1	Y
MED1140869324	148	loestrin_20_tablet	148	148	Y
MED1140869328	1	ethinyloestradiol+norethisterone_acetate_20mcg/1mg_tablet	1	1	Y
MED1140869332	0	minulet_tablet	0	0	Y
MED1140869334	44	femodene_tablet	44	44	Y
MED1140869338	0	tri-minulet_tablet	0	0	Y
MED1140869340	3	triadene_tablet	3	3	Y
MED1140869346	116	cilest_tablet	116	116	Y
MED1140869348	0	ethinyloestradiol+norgestimate_35mcg/250mcg_tablet	0	0	Y
MED1140869352	2	norinyl-1_tablet	2	2	Y
MED1140869354	0	ortho-novin_1/50_tablet	0	0	Y
MED1140869356	0	mestranol+norethisterone_50micrograms/1mg_tablet	0	0	Y
MED1140869360	0	ethynodiol_diacetate	0	0	Y
MED1140869362	274	femulen_tablet	274	274	Y
MED1140869366	17	levonorgestrel	17	17	Y
MED1140869368	4	microval_tablet	4	4	Y
MED1140869370	94	norgeston_tablet	94	94	Y
MED1140869392	0	myotonine_10mg_tablet	0	0	Y
MED1140869396	5	cystrin_3mg_tablet	5	5	Y
MED1140869408	6	effercitrate_soluble_tablet	6	6	Y
MED1140869420	0	cystemme_4g/sachet_granules	0	0	Y
MED1140869422	0	cystoleve_4g/sachet_powder	0	0	Y
MED1140869424	1	sodium_citrate_4g/sachet_powder	1	1	Y
MED1140869460	2	ubretid_5mg_tablet	2	2	Y
MED1140869480	3	urispas_100mg_tablet	3	3	Y
MED1140869482	3	urispas_200mg_tablet	3	3	Y
MED1140869518	0	prowess_capsule	0	0	Y
MED1140869524	0	estracyt_140mg_capsule	0	0	Y
MED1140869542	0	lomustine	0	0	Y
MED1140869544	0	ccnu_10mg_capsule	0	0	Y
MED1140869546	0	ccnu_40mg_capsule	0	0	Y
MED1140869552	1	melphalan	1	1	Y
MED1140869554	0	alkeran_2mg_tablet	0	0	Y
MED1140869566	0	mitobronitol	0	0	Y
MED1140869568	0	myelobromol_125mg_tablet	0	0	Y
MED1140869578	0	busulphan	0	0	Y
MED1140869580	0	myleran_500micrograms_tablet	0	0	Y
MED1140869594	4	chlorambucil	4	4	Y
MED1140869604	30	cyclophosphamide	30	30	Y
MED1140869636	0	treosulfan	0	0	Y
MED1140869668	0	zavedos_5mg_capsule	0	0	Y
MED1140869772	10	fluorouracil	10	10	Y
MED1140869774	2	fluoro-uracil_250mg_capsule	2	2	Y
MED1140869778	46	efudix_cream	46	46	Y
MED1140869832	6	fluorouracil_5%_cream	6	6	Y
MED1140869870	1	maxtrex_2.5mg_tablet	1	1	Y
MED1140869878	0	thioguanine	0	0	Y
MED1140869930	735	azathioprine	735	735	Y
MED1140869932	0	azamune_50mg_tablet	0	0	Y
MED1140869952	5	cyclosporin_product	5	5	Y
MED1140869978	16	hydroxyurea	16	16	Y
MED1140869998	1	procarbazine	1	1	Y
MED1140870016	0	sandimmun_25mg_capsule	0	0	Y
MED1140870052	0	honvan_100mg_tablet	0	0	Y
MED1140870070	1	stilboestrol	1	1	Y
MED1140870076	0	apstil_1mg_tablet	0	0	Y
MED1140870084	0	depostat_200mg/2ml_oily_injection	0	0	Y
MED1140870100	0	levamisole	0	0	Y
MED1140870102	7	interferons	7	7	Y
MED1140870104	1	introna-2b_3million_iu_injection_(pdr_for_recon)+diluent	1	1	Y
MED1140870106	0	introna-2b_5million_iu_injection_(pdr_for_recon)+diluent	0	0	Y
MED1140870108	0	introna-2b_10million_iu_injection_(pdr_for_recon)+diluent	0	0	Y
MED1140870110	0	introna-2b_30million_iu_injection_(pdr_for_recon)+diluent	0	0	Y
MED1140870112	0	roferon-a-2a_3million_iu_inj_(pdr_for_recon)+diluent+kit	0	0	Y
MED1140870114	0	roferon-a-2a_9million_iu_inj_(pdr_for_recon)+diluent+kit	0	0	Y
MED1140870116	0	roferon-a-2a_18million_iu_inj_(pdr_for_recon)+diluent+kit	0	0	Y
MED1140870118	0	wellferon_3million_units/1ml_injection	0	0	Y
MED1140870170	6	nolvadex_10mg_tablet	6	6	Y
MED1140870176	2	tamofen_10mg_tablet	2	2	Y
MED1140870194	38	goserelin	38	38	Y
MED1140870196	210	zoladex_3.6mg_implant	210	210	Y
MED1140870200	9	octreotide	9	9	Y
MED1140870208	8	sandostatin_50micrograms/1ml_injection	8	8	Y
MED1140870242	0	aminoglutethimide	0	0	Y
MED1140870244	0	orimeten_250mg_tablet	0	0	Y
MED1140870248	3	buserelin	3	3	Y
MED1140870260	4	cyprostat_50mg_tablet	4	4	Y
MED1140870284	55	prostap_sr_3.75mg_injection_(pdr_for_recon)+diluent+kit	55	55	Y
MED1140870306	218	iron+folic_acid	218	218	Y
MED1140870308	0	fefol_spansule	0	0	Y
MED1140870310	1	ferfolic_sv_tablet	1	1	Y
MED1140870312	0	ferrocap-f_350_m/r_capsule	0	0	Y
MED1140870314	0	ferrocontin_folic_continus_tablet	0	0	Y
MED1140870316	14	ferrograd_folic_filmtab	14	14	Y
MED1140870318	0	folex-350_tablet	0	0	Y
MED1140870320	1	galfer_fa_capsule	1	1	Y
MED1140870324	0	lexpec_with_iron_syrup	0	0	Y
MED1140870326	0	meterfolic_tablet	0	0	Y
MED1140870328	11	pregaday_tablet	11	11	Y
MED1140870354	5	fersaday_322mg_tablet	5	5	Y
MED1140870376	0	fergon_300mg_tablet	0	0	Y
MED1140870382	0	plesmet_syrup	0	0	Y
MED1140870410	19	ferrous_gluc+folic_acid+ascorbic_acid_250mg/5mg/10mg_tablet	19	19	Y
MED1140870412	0	polysaccharide_iron_complex	0	0	Y
MED1140870432	0	preconceive_400micrograms_tablet	0	0	Y
MED1140870436	6	folinic_acid_product	6	6	Y
MED1140870438	7	calcium_leucovorin_15mg_tablet	7	7	Y
MED1140870474	0	sodium_ironedetate	0	0	Y
MED1140870476	6	sytron_190mg/5ml_elixir	6	6	Y
MED1140870492	0	octovit_tablet	0	0	Y
MED1140870498	0	jectofer_injection	0	0	Y
MED1140870504	85	hydroxocobalamin_product	85	85	Y
MED1140870508	21	cobalin-h_1mg/1ml_injection	21	21	Y
MED1140870512	78	cyanocobalamin_product	78	78	Y
MED1140870516	7	cytacon_50micrograms_tablet	7	7	Y
MED1140870520	24	cytamen_1mg/1ml_injection	24	24	Y
MED1140870542	0	oxymetholone	0	0	Y
MED1140870544	1	anapolon-50_50mg_tablet	1	1	Y
MED1140870548	0	kay-cee-l_7.5%_syrup	0	0	Y
MED1140870550	0	kloref_500mg_effervescent_tablet	0	0	Y
MED1140870554	24	sando-k_effervescent_tablet	24	24	Y
MED1140870556	48	slow-k_600mg_m/r_tablet	48	48	Y
MED1140870568	7	erythropoietin_product	7	7	Y
MED1140870570	1126	vitamin_b12_preparation	1126	1126	Y
MED1140870574	7	calcium_resonium_powder	7	7	Y
MED1140870576	0	resonium_a_powder	0	0	Y
MED1140870596	3	slow_sodium_600mg_m/r_tablet	3	3	Y
MED1140870618	9	epoetin_beta	9	9	Y
MED1140870786	9	ketovite_tablet	9	9	Y
MED1140870788	2094	calcium_salts	2094	2094	Y
MED1140870796	7	calcium-sandoz_syrup	7	7	Y
MED1140870798	0	ossopan_830mg_tablet	0	0	Y
MED1140870800	55	sandocal_400_effervescent_tablet	55	55	Y
MED1140870840	8	solvazinc_200mg_effervescent_tablet	8	8	Y
MED1140870842	5	zincomed_220mg_capsule	5	5	Y
MED1140870844	0	z_span_61.8mg_spansule	0	0	Y
MED1140870860	6	calcidrink_2.52g/sachet_granules	6	6	Y
MED1140870862	337	calcichew_forte_2.5g_chewable_tablet	337	337	Y
MED1140870886	0	sodium_cellulose_phosphate	0	0	Y
MED1140870888	2	calcisorb_5g/sachet_powder	2	2	Y
MED1140870914	5	nicotinamide_product	5	5	Y
MED1140870926	3	benadon_20mg_tablet	3	3	Y
MED1140870930	0	comploment_continus_100mg_m/r_tablet	0	0	Y
MED1140870932	68	ascorbic_acid_product	68	68	Y
MED1140870946	19	redoxon_25mg_tablet	19	19	Y
MED1140870954	1385	vitamin_d_product	1385	1385	Y
MED1140870956	290	alfacalcidol	290	290	Y
MED1140870958	34	one-alpha_250nanograms_capsule	34	34	Y
MED1140870976	1	alfa-d_250nanograms_capsule	1	1	Y
MED1140871004	16	vitamins_b+c	16	16	Y
MED1140871008	0	potassium_aminobenzoate	0	0	Y
MED1140871012	2	potaba_500mg_tablet	2	2	Y
MED1140871024	2563	vitamin_b_compound_tablet	2563	2563	Y
MED1140871028	2	becosym_tablet	2	2	Y
MED1140871030	0	becosym_forte_tablet	0	0	Y
MED1140871034	1	vigranon_b_syrup	1	1	Y
MED1140871046	1	calciferol_7.5mg(300,000units)/1ml_injection	1	1	Y
MED1140871050	3374	calcichew_d3_tablet	3374	3374	Y
MED1140871052	136	calcium_carbonate+cholecalciferol_1.25g/5micrograms_tablet	136	136	Y
MED1140871054	0	dihydrotachysterol	0	0	Y
MED1140871056	0	at_10_250micrograms/ml_oral_solution	0	0	Y
MED1140871066	0	gentian_alkaline_mixture	0	0	Y
MED1140871070	0	trientine_dihydrochloride	0	0	Y
MED1140871092	0	salsalate	0	0	Y
MED1140871094	0	disalcid_500mg_capsule	0	0	Y
MED1140871100	2	azapropazone	2	2	Y
MED1140871102	1	rheumox_300mg_capsule	1	1	Y
MED1140871112	1284	vitamin_e_product	1284	1284	Y
MED1140871146	0	phytomenadione	0	0	Y
MED1140871168	359	voltarol_25mg_e/c_tablet	359	359	Y
MED1140871180	63	rhumalgan_25mg_e/c_tablet	63	63	Y
MED1140871188	256	etodolac	256	256	Y
MED1140871196	142	lodine_200mg_tablet	142	142	Y
MED1140871202	2	fenbufen	2	2	Y
MED1140871206	0	lederfen_300mg_tablet	0	0	Y
MED1140871218	0	fenbuzip_300mg_tablet	0	0	Y
MED1140871226	1	fenoprofen	1	1	Y
MED1140871228	2	fenopron_300mg_tablet	2	2	Y
MED1140871236	25	flurbiprofen	25	25	Y
MED1140871238	14	froben_50mg_tablet	14	14	Y
MED1140871248	1	volraman_25mg_e/c_tablet	1	1	Y
MED1140871256	0	valenac_25mg_e/c_tablet	0	0	Y
MED1140871260	0	diclozip-25_e/c_tablet	0	0	Y
MED1140871266	484	arthrotec_tablet	484	484	Y
MED1140871274	0	isclofen_50mg_e/c_tablet	0	0	Y
MED1140871276	4	flamrase_25mg_e/c_tablet	4	4	Y
MED1140871310	43920	ibuprofen	43920	43920	Y
MED1140871336	224	indomethacin	224	224	Y
MED1140871354	6	indocid_25mg_capsule	6	6	Y
MED1140871370	0	apsifen_200mg_tablet	0	0	Y
MED1140871374	62	brufen_200mg_tablet	62	62	Y
MED1140871386	0	ebufac_200mg_tablet	0	0	Y
MED1140871388	36	cuprofen_200mg_tablet	36	36	Y
MED1140871392	0	isisfen_400mg_tablet	0	0	Y
MED1140871394	1	fenbid_300mg_spansule	1	1	Y
MED1140871396	0	lidifen_200mg_tablet	0	0	Y
MED1140871406	0	motrin_200mg_tablet	0	0	Y
MED1140871416	0	rimafen_200mg_tablet	0	0	Y
MED1140871430	0	rimacid_25mg_capsule	0	0	Y
MED1140871434	0	indomod_25mg_m/r_capsule	0	0	Y
MED1140871442	0	indomax_25_capsule	0	0	Y
MED1140871450	0	dysman-250_capsule	0	0	Y
MED1140871454	0	contraflam_250mg_capsule	0	0	Y
MED1140871462	2582	naproxen	2582	2582	Y
MED1140871468	0	laraflex_250mg_tablet	0	0	Y
MED1140871472	230	naprosyn_250mg_tablet	230	230	Y
MED1140871482	0	rheuflex-250_tablet	0	0	Y
MED1140871484	0	valrox_250mg_tablet	0	0	Y
MED1140871490	0	pranoxen_continus_375mg_m/r_tablet	0	0	Y
MED1140871492	0	arthrosin_250_tablet	0	0	Y
MED1140871506	106	ketoprofen	106	106	Y
MED1140871522	9	oruvail_100_m/r_capsule	9	9	Y
MED1140871528	1	ketovail_100mg_m/r_capsule	1	1	Y
MED1140871542	360	mefenamic_acid	360	360	Y
MED1140871546	48	ponstan_250mg_capsule	48	48	Y
MED1140871564	0	rimoxyn_250mg_tablet	0	0	Y
MED1140871568	0	nycopren_250mg_e/c_tablet	0	0	Y
MED1140871578	1	larapam_10mg_capsule	1	1	Y
MED1140871582	0	pirozip_10_capsule	0	0	Y
MED1140871590	0	flamatrol_10mg_capsule	0	0	Y
MED1140871604	13	sulindac	13	13	Y
MED1140871606	0	clinoril_100mg_tablet	0	0	Y
MED1140871628	1	prosaid_250mg_tablet	1	1	Y
MED1140871660	0	butacote_100mg_e/c_tablet	0	0	Y
MED1140871662	0	butazone_100mg_tablet	0	0	Y
MED1140871666	124	piroxicam	124	124	Y
MED1140871680	153	tylex_capsule	153	153	Y
MED1140871682	55	solpadol_effervescent_tablet	55	55	Y
MED1140871684	33	remedeine_tablet	33	33	Y
MED1140871686	15	remedeine_forte_tablet	15	15	Y
MED1140871688	277	solpadol_caplet	277	277	Y
MED1140871692	207	morphine	207	207	Y
MED1140871700	22	sevredol_10mg_tablet	22	22	Y
MED1140871704	7	sevredol_20mg_tablet	7	7	Y
MED1140871708	3	mst_continus_200mg_m/r_tablet	3	3	Y
MED1140871712	9	oramorph_sr_10mg_m/r_tablet	9	9	Y
MED1140871716	1	oramorph_sr_30mg_m/r_tablet	1	1	Y
MED1140871720	1	oramorph_sr_60mg_m/r_tablet	1	1	Y
MED1140871722	0	mst_continus_60mg/sachet_granules_for_suspension	0	0	Y
MED1140871724	5	oramorph_sr_100mg_m/r_tablet	5	5	Y
MED1140871726	0	mst_continus_100mg/sachet_granules_for_suspension	0	0	Y
MED1140871728	7	mst_continus_5mg_m/r_tablet	7	7	Y
MED1140871762	0	sevredol_10mg_suppository	0	0	Y
MED1140871764	0	sevredol_20mg_suppository	0	0	Y
MED1140871766	0	cyclimorph_10_injection	0	0	Y
MED1140871768	0	sevredol_30mg_suppository	0	0	Y
MED1140871770	0	cyclimorph_15_injection	0	0	Y
MED1140871776	35	mst_continus_10mg_m/r_tablet	35	35	Y
MED1140871778	16	oramorph_10mg/5ml_oral_unit_dose_vial	16	16	Y
MED1140871780	40	mst_continus_30mg_m/r_tablet	40	40	Y
MED1140871782	4	mst_continus_60mg_m/r_tablet	4	4	Y
MED1140871784	0	oramorph_30mg/5ml_oral_unit_dose_vial	0	0	Y
MED1140871786	11	mst_continus_100mg_m/r_tablet	11	11	Y
MED1140871818	0	palfium_5mg_tablet	0	0	Y
MED1140871830	5	diconal_tablet	5	5	Y
MED1140871836	1	physeptone_5mg_tablet	1	1	Y
MED1140871838	0	physeptone_10mg/1ml_injection	0	0	Y
MED1140871850	0	nubain_20mg/2ml_injection	0	0	Y
MED1140871870	0	fortral_25mg_tablet	0	0	Y
MED1140871872	0	fortral_30mg/1ml_injection	0	0	Y
MED1140871874	0	fortral_60mg/2ml_injection	0	0	Y
MED1140871876	0	fortral_50mg_suppository	0	0	Y
MED1140871902	0	diagesil_5mg_injection_(pdr_for_recon)	0	0	Y
MED1140871904	0	diagesil_10mg_injection_(pdr_for_recon)	0	0	Y
MED1140871906	0	diagesil_30mg_injection_(pdr_for_recon)	0	0	Y
MED1140871908	0	diagesil_100mg_injection_(pdr_for_recon)	0	0	Y
MED1140871910	0	diagesil_500mg_injection_(pdr_for_recon)	0	0	Y
MED1140871920	22	dhc_continus_60mg_m/r_tablet	22	22	Y
MED1140871924	2	dhc_continus_90mg_m/r_tablet	2	2	Y
MED1140871926	5	dhc_continus_120mg_m/r_tablet	5	5	Y
MED1140871942	0	pamergan_p100_injection	0	0	Y
MED1140871948	0	narphen_5mg_tablet	0	0	Y
MED1140871956	1	ergotamine_tartrate+caffeine_1mg/100mg_tablet	1	1	Y
MED1140871966	10	midrid_capsule	10	10	Y
MED1140871968	1	isometheptene_mucate+paracetamol_65mg/325mg_capsule	1	1	Y
MED1140871984	89	dixarit_25mcg_tablet	89	89	Y
MED1140871986	73	clonidine_hydrochloride_25micrograms_tablet	73	73	Y
MED1140871990	3	deseril_1mg_tablet	3	3	Y
MED1140871996	55	sanomigran_500micrograms_tablet	55	55	Y
MED1140872026	40	migraleve_duopack_tablet	40	40	Y
MED1140872030	17	migraleve_yellow_tablet	17	17	Y
MED1140872032	0	migravess_effervescent_tablet	0	0	Y
MED1140872036	109	paramax_tablet	109	109	Y
MED1140872040	0	aspirin+metoclopramide_325mg/5mg_effervescent_tablet	0	0	Y
MED1140872044	8	paracetamol+metoclopramide_500mg/5mg_tablet	8	8	Y
MED1140872050	12	cafergot_tablet	12	12	Y
MED1140872054	0	lingraine_2mg_sublingual_tablet	0	0	Y
MED1140872056	0	medihaler-ergotamine_360micrograms_inhaler	0	0	Y
MED1140872058	81	migril_tablet	81	81	Y
MED1140872064	35	carbamazepine_product	35	35	Y
MED1140872072	748	tegretol_100mg_tablet	748	748	Y
MED1140872098	9	phenytoin_product	9	9	Y
MED1140872120	0	pentran_50mg_tablet	0	0	Y
MED1140872160	11	ethosuximide	11	11	Y
MED1140872162	0	emeside_250mg_capsule	0	0	Y
MED1140872164	2	zarontin_250mg_capsule	2	2	Y
MED1140872180	0	methylphenobarbitone_30mg_tablet	0	0	Y
MED1140872186	3	phenobarbitone_product	3	3	Y
MED1140872200	580	epilim_100mg_crushable_tablet	580	580	Y
MED1140872214	39	valproic_acid	39	39	Y
MED1140872216	1	convulex_150mg_e/c_capsule	1	1	Y
MED1140872228	1738	gabapentin	1738	1738	Y
MED1140872236	29	neurontin_100mg_capsule	29	29	Y
MED1140872268	3	orlept_200mg_e/c_tablet	3	3	Y
MED1140872290	427	lamotrigine	427	427	Y
MED1140872320	13	levodopa	13	13	Y
MED1140872330	1	brocadopa_125mg_capsule	1	1	Y
MED1140872336	2	larodopa_500mg_tablet	2	2	Y
MED1140872338	113	madopar_62.5_capsule	113	113	Y
MED1140872360	0	revanil_200micrograms_tablet	0	0	Y
MED1140872370	0	celance_50micrograms_tablet	0	0	Y
MED1140872378	0	artane_2mg_tablet	0	0	Y
MED1140872382	0	broflex_5mg/5ml_syrup	0	0	Y
MED1140872434	35	half-sinemet_cr_m/r_tablet	35	35	Y
MED1140872450	2	disipal_50mg_tablet	2	2	Y
MED1140872472	0	nimotop_30mg_tablet	0	0	Y
MED1140872492	134	nicotine_product	134	134	Y
MED1140872520	0	biperiden	0	0	Y
MED1140872522	0	akineton_2mg_tablet	0	0	Y
MED1140872532	0	tremonil_5mg_tablet	0	0	Y
MED1140872538	0	arpicolin_2.5mg/5ml_syrup	0	0	Y
MED1140872558	1	nitoman_25mg_tablet	1	1	Y
MED1140872578	0	britlofex_200micrograms_tablet	0	0	Y
MED1140872584	0	benzylpenicillin	0	0	Y
MED1140872586	0	crystapen_600mg_injection_(pdr_for_recon)	0	0	Y
MED1140872590	71	phenoxymethylpenicillin	71	71	Y
MED1140872596	3	floxapen_250mg_capsule	3	3	Y
MED1140872598	0	floxapen_500mg_capsule	0	0	Y
MED1140872600	0	floxapen_125mg/5ml_syrup	0	0	Y
MED1140872602	0	floxapen_forte_250mg/5ml_syrup	0	0	Y
MED1140872604	0	floxapen_250mg_injection_(pdr_for_recon)	0	0	Y
MED1140872606	0	floxapen_500mg_injection_(pdr_for_recon)	0	0	Y
MED1140872608	0	floxapen_1g_injection_(pdr_for_recon)	0	0	Y
MED1140872622	0	fluclomix_250_capsule	0	0	Y
MED1140872624	0	fluclomix_500_capsule	0	0	Y
MED1140872642	0	temopen_1g_injection_(pdr_for_recon)	0	0	Y
MED1140872646	41	amoxycillin	41	41	Y
MED1140872658	0	rimapen_250mg_tablet	0	0	Y
MED1140872660	0	distaquaine_v-k_250mg_tablet	0	0	Y
MED1140872664	0	stabillin_v-k_125mg/5ml_elixir	0	0	Y
MED1140872666	0	stabillin_v-k_250mg/5ml_elixir	0	0	Y
MED1140872668	0	procaine_penicillin	0	0	Y
MED1140872680	0	orbenin_250mg_injection_(pdr_for_recon)	0	0	Y
MED1140872682	0	orbenin_500mg_injection_(pdr_for_recon)	0	0	Y
MED1140872694	116	flucloxacillin	116	116	Y
MED1140872708	6	amoxil_250mg_capsule	6	6	Y
MED1140872720	0	amix_250_s/f_suspension	0	0	Y
MED1140872722	0	amoxil_125mg/1.25ml_paediatric_suspension	0	0	Y
MED1140872724	0	almodan_125mg/5ml_syrup	0	0	Y
MED1140872728	0	almodan_250mg/5ml_syrup	0	0	Y
MED1140872748	6	ampicillin	6	6	Y
MED1140872758	0	amfipen_250mg_capsule	0	0	Y
MED1140872760	0	amfipen_500mg_capsule	0	0	Y
MED1140872762	0	amfipen_125mg/5ml_syrup	0	0	Y
MED1140872764	0	amfipen_250mg/5ml_syrup	0	0	Y
MED1140872766	0	rimacillin_250mg_capsule	0	0	Y
MED1140872768	0	rimacillin_500mg_capsule	0	0	Y
MED1140872770	0	rimacillin_125mg/5ml_syrup	0	0	Y
MED1140872780	0	amrit_250mg/5ml_suspension	0	0	Y
MED1140872782	0	amoxil_3g/sachet_s/f_powder	0	0	Y
MED1140872784	0	amrit_250mg_capsule	0	0	Y
MED1140872786	0	amoxil_250mg_injection_(pdr_for_recon)	0	0	Y
MED1140872788	0	amrit_500mg_capsule	0	0	Y
MED1140872800	0	amopen_125mg/5ml_suspension	0	0	Y
MED1140872802	2	augmentin_375mg_s/f_dispersible_tablet	2	2	Y
MED1140872804	0	amopen_250mg/5ml_suspension	0	0	Y
MED1140872806	0	flemoxin_solutab_375mg_s/f_dispersible_tablet	0	0	Y
MED1140872808	2	augmentin_125mg/31mg/5ml_s/f_suspension	2	2	Y
MED1140872820	0	almodan_250mg_capsule	0	0	Y
MED1140872822	0	amoxil_fiztab_500mg_s/f_chewable_tablet	0	0	Y
MED1140872824	0	almodan_500mg_capsule	0	0	Y
MED1140872826	1	augmentin_250mg/62mg/5ml_s/f_suspension	1	1	Y
MED1140872840	1	penbritin_500mg_capsule	1	1	Y
MED1140872844	0	penbritin_125mg/5ml_syrup	0	0	Y
MED1140872846	0	penbritin_250mg/5ml_syrup	0	0	Y
MED1140872848	0	penbritin_125mg/1.25ml_paediatric_suspension	0	0	Y
MED1140872850	0	penbritin_250mg_injection_(pdr_for_recon)	0	0	Y
MED1140872852	0	piperacillin	0	0	Y
MED1140872860	0	pipril_4g_infusion_set	0	0	Y
MED1140872862	0	tazocin_2g/250mg_injection_(pdr_for_recon)	0	0	Y
MED1140872864	0	tazocin_4g/500mg_infusion_(pdr_for_recon)+kit	0	0	Y
MED1140872866	0	tazocin_4g/500mg_injection_(pdr_for_recon)	0	0	Y
MED1140872882	0	pivampicillin	0	0	Y
MED1140872884	0	pondocillin_500mg_tablet	0	0	Y
MED1140872886	0	miraxid_225mg_tablet	0	0	Y
MED1140872888	0	miraxid-450_tablet	0	0	Y
MED1140872896	0	amoram_250mg_capsule	0	0	Y
MED1140872900	0	amoram_125mg/5ml_s/f_suspension	0	0	Y
MED1140872902	0	amoram_250mg/5ml_s/f_suspension	0	0	Y
MED1140872904	0	penbritin_500mg_injection_(pdr_for_recon)	0	0	Y
MED1140872906	0	vidopen_250mg_capsule	0	0	Y
MED1140872908	0	vidopen_500mg_capsule	0	0	Y
MED1140872910	0	ampiclox_injection_(pdr_for_recon)	0	0	Y
MED1140872912	0	ampiclox_neonatal_s/f_suspension	0	0	Y
MED1140872914	0	ampiclox_neonatal_injection_(pdr_for_recon)	0	0	Y
MED1140872916	0	flu-amp_250/250mg_capsule	0	0	Y
MED1140872918	1	magnapen_capsule	1	1	Y
MED1140872920	0	magnapen_syrup	0	0	Y
MED1140872922	0	magnapen_500mg_injection_(pdr_for_recon)	0	0	Y
MED1140872924	0	magnapen_1g_injection_(pdr_for_recon)	0	0	Y
MED1140872934	0	ampiclox_500mg_capsule	0	0	Y
MED1140872936	0	ampiclox_250mg/5ml_syrup	0	0	Y
MED1140872952	1	ambaxin_400mg_tablet	1	1	Y
MED1140872970	0	galenamox_250mg/5ml_s/f_suspension	0	0	Y
MED1140872972	0	rimoxallin_125mg/5ml_syrup	0	0	Y
MED1140872974	0	rimoxallin_250mg_capsule	0	0	Y
