Annotator	Annotation date	Name	GBE ID	TableID	Field	FieldID	QT_total_num	BIN_total_num	QT_index	BIN_index	coding_exclude	coding_QT	coding_binary_case	coding_binary_control	Participants	Stability	ValueType	Units	Strata	Sexed	Instances	Array	Coding	Link	Note
Guhan	11/26/2018	Volume_of_peripheral_cortical_grey_matter_(normalised_for_head_size)	INI25001	9797	Volume of peripheral cortical grey matter (normalised for head size)	25001	1		1						21408	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25001	
Guhan	11/26/2018	Volume_of_peripheral_cortical_grey_matter	INI25002	9797	Volume of peripheral cortical grey matter	25002	1		1						21408	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25002	
Guhan	11/26/2018	Volume_of_ventricular_cerebrospinal_fluid_(normalised_for_head_size)	INI25003	9797	Volume of ventricular cerebrospinal fluid (normalised for head size)	25003	1		1						21408	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25003	
Guhan	11/26/2018	Volume_of_ventricular_cerebrospinal_fluid	INI25004	9797	Volume of ventricular cerebrospinal fluid	25004	1		1						21408	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25004	
Guhan	11/26/2018	Volume_of_grey_matter_(normalised_for_head_size)	INI25005	9797	Volume of grey matter (normalised for head size)	25005	1		1						21408	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25005	
Guhan	11/26/2018	Volume_of_grey_matter	INI25006	9797	Volume of grey matter	25006	1		1						21408	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25006	
Guhan	11/26/2018	Volume_of_white_matter_(normalised_for_head_size)	INI25007	9797	Volume of white matter (normalised for head size)	25007	1		1						21408	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25007	
Guhan	11/26/2018	Volume_of_white_matter	INI25008	9797	Volume of white matter	25008	1		1						21408	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25008	
Guhan	11/26/2018	Volume_of_brain,_grey+white_matter_(normalised_for_head_size)	INI25009	9797	Volume of brain, grey+white matter (normalised for head size)	25009	1		1						21408	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25009	
Guhan	11/26/2018	Volume_of_brain,_grey+white_matter	INI25010	9797	Volume of brain, grey+white matter	25010	1		1						21408	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25010	
Guhan	11/26/2018	Volume_of_thalamus_(left)	INI25011	9797	Volume of thalamus (left)	25011	1		1						21391	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25011	
Guhan	11/26/2018	Volume_of_thalamus_(right)	INI25012	9797	Volume of thalamus (right)	25012	1		1						21391	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25012	
Guhan	11/26/2018	Volume_of_caudate_(left)	INI25013	9797	Volume of caudate (left)	25013	1		1						21391	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25013	
Guhan	11/26/2018	Volume_of_caudate_(right)	INI25014	9797	Volume of caudate (right)	25014	1		1						21391	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25014	
Guhan	11/26/2018	Volume_of_putamen_(left)	INI25015	9797	Volume of putamen (left)	25015	1		1						21391	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25015	
Guhan	11/26/2018	Volume_of_putamen_(right)	INI25016	9797	Volume of putamen (right)	25016	1		1						21391	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25016	
Guhan	11/26/2018	Volume_of_pallidum_(left)	INI25017	9797	Volume of pallidum (left)	25017	1		1						21391	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25017	
Guhan	11/26/2018	Volume_of_pallidum_(right)	INI25018	9797	Volume of pallidum (right)	25018	1		1						21391	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25018	
Guhan	11/26/2018	Volume_of_hippocampus_(left)	INI25019	9797	Volume of hippocampus (left)	25019	1		1						21391	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25019	
Guhan	11/26/2018	Volume_of_hippocampus_(right)	INI25020	9797	Volume of hippocampus (right)	25020	1		1						21391	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25020	
Guhan	11/26/2018	Volume_of_amygdala_(left)	INI25021	9797	Volume of amygdala (left)	25021	1		1						21391	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25021	
Guhan	11/26/2018	Volume_of_amygdala_(right)	INI25022	9797	Volume of amygdala (right)	25022	1		1						21391	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25022	
Guhan	11/26/2018	Volume_of_accumbens_(left)	INI25023	9797	Volume of accumbens (left)	25023	1		1						21391	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25023	
Guhan	11/26/2018	Volume_of_accumbens_(right)	INI25024	9797	Volume of accumbens (right)	25024	1		1						21391	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25024	
Guhan	11/26/2018	Volume_of_brain_stem_+_4th_ventricle	INI25025	9797	Volume of brain stem + 4th ventricle	25025	1		1						21391	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25025	
Guhan	11/26/2018	Median_T2star_in_thalamus_(left)	INI25026	9797	Median T2star in thalamus (left)	25026	1		1						19665	Accruing	Continuous	ms	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25026	
Guhan	11/26/2018	Median_T2star_in_thalamus_(right)	INI25027	9797	Median T2star in thalamus (right)	25027	1		1						19665	Accruing	Continuous	ms	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25027	
Guhan	11/26/2018	Median_T2star_in_caudate_(left)	INI25028	9797	Median T2star in caudate (left)	25028	1		1						19665	Accruing	Continuous	ms	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25028	
Guhan	11/26/2018	Median_T2star_in_caudate_(right)	INI25029	9797	Median T2star in caudate (right)	25029	1		1						19665	Accruing	Continuous	ms	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25029	
Guhan	11/26/2018	Median_T2star_in_putamen_(left)	INI25030	9797	Median T2star in putamen (left)	25030	1		1						19665	Accruing	Continuous	ms	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25030	
Guhan	11/26/2018	Median_T2star_in_putamen_(right)	INI25031	9797	Median T2star in putamen (right)	25031	1		1						19665	Accruing	Continuous	ms	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25031	
Guhan	11/26/2018	Median_T2star_in_pallidum_(left)	INI25032	9797	Median T2star in pallidum (left)	25032	1		1						19665	Accruing	Continuous	ms	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25032	
Guhan	11/26/2018	Median_T2star_in_pallidum_(right)	INI25033	9797	Median T2star in pallidum (right)	25033	1		1						19665	Accruing	Continuous	ms	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25033	
Guhan	11/26/2018	Median_T2star_in_hippocampus_(left)	INI25034	9797	Median T2star in hippocampus (left)	25034	1		1						19665	Accruing	Continuous	ms	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25034	
Guhan	11/26/2018	Median_T2star_in_hippocampus_(right)	INI25035	9797	Median T2star in hippocampus (right)	25035	1		1						19665	Accruing	Continuous	ms	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25035	
Guhan	11/26/2018	Median_T2star_in_amygdala_(left)	INI25036	9797	Median T2star in amygdala (left)	25036	1		1						19665	Accruing	Continuous	ms	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25036	
Guhan	11/26/2018	Median_T2star_in_amygdala_(right)	INI25037	9797	Median T2star in amygdala (right)	25037	1		1						19665	Accruing	Continuous	ms	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25037	
Guhan	11/26/2018	Median_T2star_in_accumbens_(left)	INI25038	9797	Median T2star in accumbens (left)	25038	1		1						19665	Accruing	Continuous	ms	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25038	
Guhan	11/26/2018	Median_T2star_in_accumbens_(right)	INI25039	9797	Median T2star in accumbens (right)	25039	1		1						19665	Accruing	Continuous	ms	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25039	
Guhan	11/26/2018	Median_BOLD_effect_(in_group-defined_mask)_for_shapes_activation	INI25040	9797	Median BOLD effect (in group-defined mask) for shapes activation	25040	1		1						18664	Accruing	Continuous	percent	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25040	
Guhan	11/26/2018	Median_z-statistic_(in_group-defined_mask)_for_shapes_activation	INI25042	9797	Median z-statistic (in group-defined mask) for shapes activation	25042	1		1						18664	Accruing	Continuous	Z	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25042	
Guhan	11/26/2018	Median_BOLD_effect_(in_group-defined_mask)_for_faces_activation	INI25044	9797	Median BOLD effect (in group-defined mask) for faces activation	25044	1		1						18664	Accruing	Continuous	percent	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25044	
Guhan	11/26/2018	Median_z-statistic_(in_group-defined_mask)_for_faces_activation	INI25046	9797	Median z-statistic (in group-defined mask) for faces activation	25046	1		1						18664	Accruing	Continuous	Z	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25046	
Guhan	11/26/2018	Median_BOLD_effect_(in_group-defined_mask)_for_faces-shapes_contrast	INI25048	9797	Median BOLD effect (in group-defined mask) for faces-shapes contrast	25048	1		1						18664	Accruing	Continuous	percent	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25048	
Guhan	11/26/2018	Median_z-statistic_(in_group-defined_mask)_for_faces-shapes_contrast	INI25050	9797	Median z-statistic (in group-defined mask) for faces-shapes contrast	25050	1		1						18664	Accruing	Continuous	Z	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25050	
Guhan	11/26/2018	Median_BOLD_effect_(in_group-defined_amygdala_activation_mask)_for_faces-shapes_contrast	INI25052	9797	Median BOLD effect (in group-defined amygdala activation mask) for faces-shapes contrast	25052	1		1						18664	Accruing	Continuous	percent	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25052	
Guhan	11/26/2018	Median_z-statistic_(in_group-defined_amygdala_activation_mask)_for_faces-shapes_contrast	INI25054	9797	Median z-statistic (in group-defined amygdala activation mask) for faces-shapes contrast	25054	1		1						18664	Accruing	Continuous	Z	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25054	
Guhan	11/26/2018	Mean_FA_in_middle_cerebellar_peduncle_on_FA_skeleton	INI25056	9797	Mean FA in middle cerebellar peduncle on FA skeleton	25056	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25056	
Guhan	11/26/2018	Mean_FA_in_pontine_crossing_tract_on_FA_skeleton	INI25057	9797	Mean FA in pontine crossing tract on FA skeleton	25057	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25057	
Guhan	11/26/2018	Mean_FA_in_genu_of_corpus_callosum_on_FA_skeleton	INI25058	9797	Mean FA in genu of corpus callosum on FA skeleton	25058	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25058	
Guhan	11/26/2018	Mean_FA_in_body_of_corpus_callosum_on_FA_skeleton	INI25059	9797	Mean FA in body of corpus callosum on FA skeleton	25059	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25059	
Guhan	11/26/2018	Mean_FA_in_splenium_of_corpus_callosum_on_FA_skeleton	INI25060	9797	Mean FA in splenium of corpus callosum on FA skeleton	25060	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25060	
Guhan	11/26/2018	Mean_FA_in_fornix_on_FA_skeleton	INI25061	9797	Mean FA in fornix on FA skeleton	25061	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25061	
Guhan	11/26/2018	Mean_FA_in_corticospinal_tract_on_FA_skeleton_(right)	INI25062	9797	Mean FA in corticospinal tract on FA skeleton (right)	25062	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25062	
Guhan	11/26/2018	Mean_FA_in_corticospinal_tract_on_FA_skeleton_(left)	INI25063	9797	Mean FA in corticospinal tract on FA skeleton (left)	25063	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25063	
Guhan	11/26/2018	Mean_FA_in_medial_lemniscus_on_FA_skeleton_(right)	INI25064	9797	Mean FA in medial lemniscus on FA skeleton (right)	25064	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25064	
Guhan	11/26/2018	Mean_FA_in_medial_lemniscus_on_FA_skeleton_(left)	INI25065	9797	Mean FA in medial lemniscus on FA skeleton (left)	25065	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25065	
Guhan	11/26/2018	Mean_FA_in_inferior_cerebellar_peduncle_on_FA_skeleton_(right)	INI25066	9797	Mean FA in inferior cerebellar peduncle on FA skeleton (right)	25066	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25066	
Guhan	11/26/2018	Mean_FA_in_inferior_cerebellar_peduncle_on_FA_skeleton_(left)	INI25067	9797	Mean FA in inferior cerebellar peduncle on FA skeleton (left)	25067	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25067	
Guhan	11/26/2018	Mean_FA_in_superior_cerebellar_peduncle_on_FA_skeleton_(right)	INI25068	9797	Mean FA in superior cerebellar peduncle on FA skeleton (right)	25068	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25068	
Guhan	11/26/2018	Mean_FA_in_superior_cerebellar_peduncle_on_FA_skeleton_(left)	INI25069	9797	Mean FA in superior cerebellar peduncle on FA skeleton (left)	25069	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25069	
Guhan	11/26/2018	Mean_FA_in_cerebral_peduncle_on_FA_skeleton_(right)	INI25070	9797	Mean FA in cerebral peduncle on FA skeleton (right)	25070	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25070	
Guhan	11/26/2018	Mean_FA_in_cerebral_peduncle_on_FA_skeleton_(left)	INI25071	9797	Mean FA in cerebral peduncle on FA skeleton (left)	25071	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25071	
Guhan	11/26/2018	Mean_FA_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(right)	INI25072	9797	Mean FA in anterior limb of internal capsule on FA skeleton (right)	25072	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25072	
Guhan	11/26/2018	Mean_FA_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(left)	INI25073	9797	Mean FA in anterior limb of internal capsule on FA skeleton (left)	25073	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25073	
Guhan	11/26/2018	Mean_FA_in_posterior_limb_of_internal_capsule_on_FA_skeleton_(right)	INI25074	9797	Mean FA in posterior limb of internal capsule on FA skeleton (right)	25074	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25074	
Guhan	11/26/2018	Mean_FA_in_posterior_limb_of_internal_capsule_on_FA_skeleton_(left)	INI25075	9797	Mean FA in posterior limb of internal capsule on FA skeleton (left)	25075	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25075	
Guhan	11/26/2018	Mean_FA_in_retrolenticular_part_of_internal_capsule_on_FA_skeleton_(right)	INI25076	9797	Mean FA in retrolenticular part of internal capsule on FA skeleton (right)	25076	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25076	
Guhan	11/26/2018	Mean_FA_in_retrolenticular_part_of_internal_capsule_on_FA_skeleton_(left)	INI25077	9797	Mean FA in retrolenticular part of internal capsule on FA skeleton (left)	25077	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25077	
Guhan	11/26/2018	Mean_FA_in_anterior_corona_radiata_on_FA_skeleton_(right)	INI25078	9797	Mean FA in anterior corona radiata on FA skeleton (right)	25078	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25078	
Guhan	11/26/2018	Mean_FA_in_anterior_corona_radiata_on_FA_skeleton_(left)	INI25079	9797	Mean FA in anterior corona radiata on FA skeleton (left)	25079	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25079	
Guhan	11/26/2018	Mean_FA_in_superior_corona_radiata_on_FA_skeleton_(right)	INI25080	9797	Mean FA in superior corona radiata on FA skeleton (right)	25080	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25080	
Guhan	11/26/2018	Mean_FA_in_superior_corona_radiata_on_FA_skeleton_(left)	INI25081	9797	Mean FA in superior corona radiata on FA skeleton (left)	25081	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25081	
Guhan	11/26/2018	Mean_FA_in_posterior_corona_radiata_on_FA_skeleton_(right)	INI25082	9797	Mean FA in posterior corona radiata on FA skeleton (right)	25082	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25082	
Guhan	11/26/2018	Mean_FA_in_posterior_corona_radiata_on_FA_skeleton_(left)	INI25083	9797	Mean FA in posterior corona radiata on FA skeleton (left)	25083	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25083	
Guhan	11/26/2018	Mean_FA_in_posterior_thalamic_radiation_on_FA_skeleton_(right)	INI25084	9797	Mean FA in posterior thalamic radiation on FA skeleton (right)	25084	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25084	
Guhan	11/26/2018	Mean_FA_in_posterior_thalamic_radiation_on_FA_skeleton_(left)	INI25085	9797	Mean FA in posterior thalamic radiation on FA skeleton (left)	25085	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25085	
Guhan	11/26/2018	Mean_FA_in_sagittal_stratum_on_FA_skeleton_(right)	INI25086	9797	Mean FA in sagittal stratum on FA skeleton (right)	25086	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25086	
Guhan	11/26/2018	Mean_FA_in_sagittal_stratum_on_FA_skeleton_(left)	INI25087	9797	Mean FA in sagittal stratum on FA skeleton (left)	25087	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25087	
Guhan	11/26/2018	Mean_FA_in_external_capsule_on_FA_skeleton_(right)	INI25088	9797	Mean FA in external capsule on FA skeleton (right)	25088	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25088	
Guhan	11/26/2018	Mean_FA_in_external_capsule_on_FA_skeleton_(left)	INI25089	9797	Mean FA in external capsule on FA skeleton (left)	25089	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25089	
Guhan	11/26/2018	Mean_FA_in_cingulum_cingulate_gyrus_on_FA_skeleton_(right)	INI25090	9797	Mean FA in cingulum cingulate gyrus on FA skeleton (right)	25090	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25090	
Guhan	11/26/2018	Mean_FA_in_cingulum_cingulate_gyrus_on_FA_skeleton_(left)	INI25091	9797	Mean FA in cingulum cingulate gyrus on FA skeleton (left)	25091	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25091	
Guhan	11/26/2018	Mean_FA_in_cingulum_hippocampus_on_FA_skeleton_(right)	INI25092	9797	Mean FA in cingulum hippocampus on FA skeleton (right)	25092	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25092	
Guhan	11/26/2018	Mean_FA_in_cingulum_hippocampus_on_FA_skeleton_(left)	INI25093	9797	Mean FA in cingulum hippocampus on FA skeleton (left)	25093	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25093	
Guhan	11/26/2018	Mean_FA_in_fornix_cres+stria_terminalis_on_FA_skeleton_(right)	INI25094	9797	Mean FA in fornix cres+stria terminalis on FA skeleton (right)	25094	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25094	
Guhan	11/26/2018	Mean_FA_in_fornix_cres+stria_terminalis_on_FA_skeleton_(left)	INI25095	9797	Mean FA in fornix cres+stria terminalis on FA skeleton (left)	25095	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25095	
Guhan	11/26/2018	Mean_FA_in_superior_longitudinal_fasciculus_on_FA_skeleton_(right)	INI25096	9797	Mean FA in superior longitudinal fasciculus on FA skeleton (right)	25096	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25096	
Guhan	11/26/2018	Mean_FA_in_superior_longitudinal_fasciculus_on_FA_skeleton_(left)	INI25097	9797	Mean FA in superior longitudinal fasciculus on FA skeleton (left)	25097	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25097	
Guhan	11/26/2018	Mean_FA_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(right)	INI25098	9797	Mean FA in superior fronto-occipital fasciculus on FA skeleton (right)	25098	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25098	
Guhan	11/26/2018	Mean_FA_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(left)	INI25099	9797	Mean FA in superior fronto-occipital fasciculus on FA skeleton (left)	25099	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25099	
Guhan	11/26/2018	Mean_FA_in_uncinate_fasciculus_on_FA_skeleton_(right)	INI25100	9797	Mean FA in uncinate fasciculus on FA skeleton (right)	25100	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25100	
Guhan	11/26/2018	Mean_FA_in_uncinate_fasciculus_on_FA_skeleton_(left)	INI25101	9797	Mean FA in uncinate fasciculus on FA skeleton (left)	25101	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25101	
Guhan	11/26/2018	Mean_FA_in_tapetum_on_FA_skeleton_(right)	INI25102	9797	Mean FA in tapetum on FA skeleton (right)	25102	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25102	
Guhan	11/26/2018	Mean_FA_in_tapetum_on_FA_skeleton_(left)	INI25103	9797	Mean FA in tapetum on FA skeleton (left)	25103	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25103	
Guhan	11/26/2018	Mean_ICVF_in_middle_cerebellar_peduncle_on_FA_skeleton	INI25344	9797	Mean ICVF in middle cerebellar peduncle on FA skeleton	25344	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25344	
Guhan	11/26/2018	Mean_ICVF_in_pontine_crossing_tract_on_FA_skeleton	INI25345	9797	Mean ICVF in pontine crossing tract on FA skeleton	25345	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25345	
Guhan	11/26/2018	Mean_ICVF_in_genu_of_corpus_callosum_on_FA_skeleton	INI25346	9797	Mean ICVF in genu of corpus callosum on FA skeleton	25346	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25346	
