filename|controls|cases|phenotypename|icd10
coxnet_status_f.131890.0.0.csv|337031|121|polyarteritis nodosa and related conditions|M30
coxnet_status_f.131808.0.0.csv|337031|121|acanthosis nigricans|L83
coxnet_status_f.132502.0.0.csv|337032|120|congenital malformations of oesophagus|Q39
coxnet_status_f.132246.0.0.csv|337033|119|failed induction of labour|O61
coxnet_status_f.130728.0.0.csv|337034|118|cushing's syndrome|E24
coxnet_status_f.132520.0.0.csv|337035|117|other congenital malformations of female genitalia|Q52
coxnet_status_f.130330.0.0.csv|337037|115|sequelae of poliomyelitis|B91
coxnet_status_f.130970.0.0.csv|337039|113|pervasive developmental disorders|F84
coxnet_status_f.130636.0.0.csv|337039|113|other hereditary haemolytic anaemias|D58
coxnet_status_f.131714.0.0.csv|337042|110|pemphigoid|L12
coxnet_status_f.130628.0.0.csv|337042|110|other nutritional anaemias|D53
coxnet_status_f.131908.0.0.csv|337043|109|spinal osteochondrosis|M42
coxnet_status_f.131448.0.0.csv|337043|109|pneumonia due to haemophilus influenzae|J14
coxnet_status_f.130632.0.0.csv|337043|109|thalassaemia|D56
coxnet_status_f.130900.0.0.csv|337046|106|other mood [affective] disorders|F38
coxnet_status_f.132526.0.0.csv|337047|105|other congenital malformations of male genital organs|Q55
coxnet_status_f.132026.0.0.csv|337047|105|other renal tubulo-interstitial diseases|N15
coxnet_status_f.131606.0.0.csv|337047|105|other appendicitis|K36
coxnet_status_f.130988.0.0.csv|337047|105|other behavioural and emotional disorders with onset usually occurring in childhood and adolescence|F98
coxnet_status_f.132226.0.0.csv|337048|104|polyhydramnios|O40
coxnet_status_f.131966.0.0.csv|337048|104|osteoporosis in diseases classified elsewhere|M82
coxnet_status_f.132576.0.0.csv|337049|103|congenital malformations of breast|Q83
coxnet_status_f.132534.0.0.csv|337050|102|congenital obstructive defects of renal pelvis and congenital malformations of ureter|Q62
coxnet_status_f.132290.0.0.csv|337050|102|venous complications in the puerperium|O87
coxnet_status_f.132566.0.0.csv|337051|101|other osteochondrodysplasias|Q78
coxnet_status_f.131268.0.0.csv|337052|100|postprocedural disorders of ear and mastoid process, not elsewhere classified|H95
coxnet_status_f.132448.0.0.csv|337053|99|congenital malformations of eyelid, lachrymal apparatus and orbit|Q10
coxnet_status_f.131218.0.0.csv|337054|98|other disorders of eye and adnexa in diseases classified elsewhere|H58
coxnet_status_f.132258.0.0.csv|337058|94|labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified|O67
coxnet_status_f.131434.0.0.csv|337058|94|acute obstructive laryngitis [croup] and epiglottitis|J05
coxnet_status_f.131028.0.0.csv|337058|94|other degenerative diseases of basal ganglia|G23
coxnet_status_f.131372.0.0.csv|337059|93|occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction|I66
coxnet_status_f.130948.0.0.csv|337059|93|unspecified disorder of adult personality and behaviour|F69
coxnet_status_f.132446.0.0.csv|337060|92|other congenital malformations of nervous system|Q07
coxnet_status_f.132198.0.0.csv|337060|92|venous complications in pregnancy|O22
coxnet_status_f.130732.0.0.csv|337061|91|hyperaldosteronism|E26
coxnet_status_f.132208.0.0.csv|337062|90|abnormal findings on antenatal screening of mother|O28
coxnet_status_f.131716.0.0.csv|337062|90|other bullous disorders|L13
coxnet_status_f.131156.0.0.csv|337063|89|disorders of sclera and cornea in diseases classified elsewhere|H19
coxnet_status_f.131068.0.0.csv|337063|89|cranial nerve disorders in diseases classified elsewhere|G53
coxnet_status_f.130822.0.0.csv|337064|88|cystic fibrosis|E84
coxnet_status_f.131660.0.0.csv|337065|87|toxic liver disease|K71
coxnet_status_f.130060.0.0.csv|337065|87|diphtheria|A36
coxnet_status_f.132428.0.0.csv|337066|86|foetal death of unspecified cause|P95
coxnet_status_f.131780.0.0.csv|337066|86|androgenic alopecia|L64
coxnet_status_f.131460.0.0.csv|337067|85|acute bronchiolitis|J21
coxnet_status_f.131558.0.0.csv|337068|84|other diseases of hard tissues of teeth|K03
coxnet_status_f.131146.0.0.csv|337068|84|disorders of conjunctiva in diseases classified elsewhere|H13
coxnet_status_f.131024.0.0.csv|337068|84|secondary parkinsonism|G21
coxnet_status_f.130790.0.0.csv|337068|84|localised adiposity|E65
coxnet_status_f.132462.0.0.csv|337069|83|other congenital malformations of ear|Q17
coxnet_status_f.130058.0.0.csv|337069|83|other tetanus|A35
coxnet_status_f.131744.0.0.csv|337070|82|parapsoriasis|L41
coxnet_status_f.130684.0.0.csv|337070|82|other immunodeficiencies|D84
coxnet_status_f.132048.0.0.csv|337071|81|small kidney of unknown cause|N27
coxnet_status_f.132570.0.0.csv|337073|79|congenital ichthyosis|Q80
coxnet_status_f.130026.0.0.csv|337073|79|tuberculosis of other organs|A18
coxnet_status_f.131486.0.0.csv|337074|78|simple and mucopurulent chronic bronchitis|J41
coxnet_status_f.131394.0.0.csv|337074|78|disorders of arteries, arterioles and capillaries in diseases classified elsewhere|I79
coxnet_status_f.130652.0.0.csv|337074|78|hereditary factor viii deficiency|D66
coxnet_status_f.131520.0.0.csv|337076|76|respiratory conditions due to other external agents|J70
coxnet_status_f.130978.0.0.csv|337076|76|conduct disorders|F91
coxnet_status_f.131596.0.0.csv|337077|75|gastrojejunal ulcer|K28
coxnet_status_f.130066.0.0.csv|337078|74|meningococcal infection|A39
coxnet_status_f.130672.0.0.csv|337079|73|certain diseases involving lymphoreticular tissue and reticulohistiocytic system|D76
coxnet_status_f.132578.0.0.csv|337080|72|other congenital malformations of integument|Q84
coxnet_status_f.131526.0.0.csv|337080|72|pulmonary eosinophilia, not elsewhere classified|J82
coxnet_status_f.132180.0.0.csv|337081|71|pre-existing hypertension complicating pregnancy, childbirth and the puerperium|O10
coxnet_status_f.130012.0.0.csv|337081|71|amoebiasis|A06
coxnet_status_f.130002.0.0.csv|337081|71|typhoid and paratyphoid fevers|A01
coxnet_status_f.132484.0.0.csv|337082|70|congenital malformations of nose|Q30
coxnet_status_f.131116.0.0.csv|337083|69|other disorders of brain in diseases classified elsewhere|G94
coxnet_status_f.131968.0.0.csv|337085|67|adult osteomalacia|M83
coxnet_status_f.131712.0.0.csv|337085|67|other acantholytic disorders|L11
coxnet_status_f.132546.0.0.csv|337086|66|other congenital musculoskeletal deformities|Q68
coxnet_status_f.132190.0.0.csv|337086|66|eclampsia|O15
coxnet_status_f.131312.0.0.csv|337088|64|other diseases of pulmonary vessels|I28
coxnet_status_f.130050.0.0.csv|337089|63|infection due to other mycobacteria|A31
coxnet_status_f.130692.0.0.csv|337090|62|iodine-deficiency-related thyroid disorders and allied conditions|E01
coxnet_status_f.130280.0.0.csv|337090|62|schistosomiasis [bilharziasis]|B65
coxnet_status_f.131452.0.0.csv|337091|61|pneumonia due to other infectious organisms, not elsewhere classified|J16
coxnet_status_f.130694.0.0.csv|337092|60|subclinical iodine-deficiency hypothyroidism|E02
coxnet_status_f.130274.0.0.csv|337092|60|pneumocystosis|B59
coxnet_status_f.131284.0.0.csv|337093|59|other rheumatic heart diseases|I09
coxnet_status_f.131302.0.0.csv|337095|57|certain current complications following acute myocardial infarction|I23
coxnet_status_f.131134.0.0.csv|337095|57|disorders of eyelid in diseases classified elsewhere|H03
coxnet_status_f.130146.0.0.csv|337096|56|unspecified viral encephalitis|A86
coxnet_status_f.132218.0.0.csv|337097|55|maternal care for known or suspected disproportion|O33
coxnet_status_f.131278.0.0.csv|337097|55|rheumatic aortic valve diseases|I06
coxnet_status_f.130996.0.0.csv|337097|55|meningitis in other infectious and parasitic diseases classified elsewhere|G02
coxnet_status_f.130960.0.0.csv|337097|55|unspecified mental retardation|F79
coxnet_status_f.130808.0.0.csv|337097|55|disorders of sphingolipid metabolism and other lipid storage disorders|E75
coxnet_status_f.130316.0.0.csv|337097|55|other helminthiases|B83
coxnet_status_f.130256.0.0.csv|337097|55|plasmodium falciparum malaria|B50
coxnet_status_f.132286.0.0.csv|337098|54|puerperal sepsis|O85
coxnet_status_f.131854.0.0.csv|337099|53|juvenile arthritis|M08
coxnet_status_f.131002.0.0.csv|337099|53|encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere|G05
coxnet_status_f.130102.0.0.csv|337099|53|trichomoniasis|A59
coxnet_status_f.130314.0.0.csv|337100|52|unspecified intestinal parasitism|B82
coxnet_status_f.130864.0.0.csv|337101|51|mental and behavioural disorders due to use of other stimulants, including caffeine|F15
coxnet_status_f.130334.0.0.csv|337101|51|sequelae of other and unspecified infectious and parasitic diseases|B94
coxnet_status_f.131008.0.0.csv|337103|49|intracranial and intraspinal phlebitis and thrombophlebitis|G08
coxnet_status_f.130802.0.0.csv|337103|49|other disorders of amino-acid metabolism|E72
coxnet_status_f.130164.0.0.csv|337103|49|yellow fever|A95
coxnet_status_f.132310.0.0.csv|337105|47|maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium|O98
coxnet_status_f.131818.0.0.csv|337105|47|pyoderma gangrenosum|L88
coxnet_status_f.132178.0.0.csv|337106|46|complications following abortion and ectopic and molar pregnancy|O08
coxnet_status_f.131010.0.0.csv|337106|46|sequelae of inflammatory diseases of central nervous system|G09
coxnet_status_f.131750.0.0.csv|337107|45|other papulosquamous disorders|L44
coxnet_status_f.131710.0.0.csv|337107|45|pemphigus|L10
coxnet_status_f.131334.0.0.csv|337107|45|acute myocarditis|I40
coxnet_status_f.132158.0.0.csv|337108|44|complications associated with artificial fertilisation|N98
coxnet_status_f.132440.0.0.csv|337109|43|other congenital malformations of brain|Q04
coxnet_status_f.131932.0.0.csv|337109|43|calcification and ossification of muscle|M61
coxnet_status_f.132460.0.0.csv|337110|42|congenital malformations of ear causing impairment of hearing|Q16
coxnet_status_f.130096.0.0.csv|337110|42|other sexually transmitted chlamydial diseases|A56
coxnet_status_f.130798.0.0.csv|337111|41|disorders of aromatic amino-acid metabolism|E70
coxnet_status_f.130650.0.0.csv|337111|41|disseminated intravascular coagulation [defibrination syndrome]|D65
coxnet_status_f.132514.0.0.csv|337112|40|other congenital malformations of digestive system|Q45
coxnet_status_f.132486.0.0.csv|337112|40|congenital malformations of larynx|Q31
coxnet_status_f.132470.0.0.csv|337112|40|congenital malformations of pulmonary and tricuspid valves|Q22
coxnet_status_f.132236.0.0.csv|337112|40|premature separation of placenta [abruptio placentae]|O45
coxnet_status_f.132024.0.0.csv|337113|39|drug- and heavy-metal-induced tubulo-interstitial and tubular conditions|N14
coxnet_status_f.132454.0.0.csv|337114|38|congenital malformations of anterior segment of eye|Q13
coxnet_status_f.131226.0.0.csv|337114|38|disorders of external ear in diseases classified elsewhere|H62
coxnet_status_f.131376.0.0.csv|337115|37|cerebrovascular disorders in diseases classified elsewhere|I68
coxnet_status_f.130994.0.0.csv|337115|37|meningitis in bacterial diseases classified elsewhere|G01
coxnet_status_f.130938.0.0.csv|337115|37|habit and impulse disorders|F63
coxnet_status_f.132490.0.0.csv|337116|36|congenital malformations of lung|Q33
coxnet_status_f.132254.0.0.csv|337116|36|obstructed labour due to maternal pelvic abnormality|O65
coxnet_status_f.132458.0.0.csv|337117|35|other congenital malformations of eye|Q15
coxnet_status_f.131508.0.0.csv|337117|35|unspecified pneumoconiosis|J64
coxnet_status_f.131772.0.0.csv|337118|34|other disorders of skin and subcutaneous tissue related to radiation|L59
coxnet_status_f.131588.0.0.csv|337118|34|disorders of oesophagus in diseases classified elsewhere|K23
coxnet_status_f.131340.0.0.csv|337119|33|cardiomyopathy in diseases classified elsewhere|I43
coxnet_status_f.130136.0.0.csv|337119|33|atypical virus infections of central nervous system|A81
coxnet_status_f.132364.0.0.csv|337120|32|bacterial sepsis of newborn|P36
coxnet_status_f.130862.0.0.csv|337120|32|mental and behavioural disorders due to use of cocaine|F14
coxnet_status_f.130046.0.0.csv|337120|32|other zoonotic bacterial diseases, not elsewhere classified|A28
coxnet_status_f.132604.0.0.csv|337121|31|other chromosome abnormalities, not elsewhere classified|Q99
coxnet_status_f.132550.0.0.csv|337121|31|syndactyly|Q70
coxnet_status_f.131842.0.0.csv|337122|30|direct infections of joint in infectious and parasitic diseases classified elsewhere|M01
coxnet_status_f.130986.0.0.csv|337122|30|tic disorders|F95
coxnet_status_f.132554.0.0.csv|337124|28|reduction defects of lower limb|Q72
coxnet_status_f.131786.0.0.csv|337124|28|hair colour and hair shaft abnormalities|L67
coxnet_status_f.131012.0.0.csv|337124|28|huntington's disease|G10
coxnet_status_f.130680.0.0.csv|337124|28|immunodeficiency associated with other major defects|D82
coxnet_status_f.130272.0.0.csv|337124|28|toxoplasmosis|B58
coxnet_status_f.132498.0.0.csv|337125|27|cleft palate with cleft lip|Q37
coxnet_status_f.132052.0.0.csv|337125|27|other disorders of kidney and ureter in diseases classified elsewhere|N29
coxnet_status_f.131724.0.0.csv|337125|27|diaper [napkin] dermatitis|L22
coxnet_status_f.131292.0.0.csv|337125|27|hypertensive heart and renal disease|I13
coxnet_status_f.130976.0.0.csv|337125|27|hyperkinetic disorders|F90
coxnet_status_f.130950.0.0.csv|337125|27|mild mental retardation|F70
coxnet_status_f.132588.0.0.csv|337126|26|down's syndrome|Q90
coxnet_status_f.132214.0.0.csv|337126|26|complications specific to multiple gestation|O31
coxnet_status_f.131020.0.0.csv|337126|26|postpolio syndrome|G14
coxnet_status_f.130682.0.0.csv|337126|26|common variable immunodeficiency|D83
coxnet_status_f.130786.0.0.csv|337127|25|other nutritional deficiencies|E63
coxnet_status_f.130716.0.0.csv|337127|25|nondiabetic hypoglycaemic coma|E15
coxnet_status_f.130204.0.0.csv|337127|25|human immunodeficiency virus [hiv] disease resulting in infectious and parasitic diseases|B20
coxnet_status_f.132564.0.0.csv|337128|24|osteochondrodysplasia with defects of growth of tubular bones and spine|Q77
coxnet_status_f.132444.0.0.csv|337128|24|other congenital malformations of spinal cord|Q06
coxnet_status_f.132094.0.0.csv|337128|24|disorders of male genital organs in diseases classified elsewhere|N51
coxnet_status_f.132028.0.0.csv|337128|24|renal tubulo-interstitial disorders in diseases classified elsewhere|N16
coxnet_status_f.131500.0.0.csv|337128|24|coalworker's pneumoconiosis|J60
coxnet_status_f.131170.0.0.csv|337128|24|cataract and other disorders of lens in diseases classified elsewhere|H28
coxnet_status_f.131162.0.0.csv|337128|24|disorders of iris and ciliary body in diseases classified elsewhere|H22
coxnet_status_f.130936.0.0.csv|337128|24|enduring personality changes, not attributable to brain damage and disease|F62
coxnet_status_f.130866.0.0.csv|337128|24|mental and behavioural disorders due to use of hallucinogens|F16
coxnet_status_f.130152.0.0.csv|337128|24|unspecified viral infection of central nervous system|A89
coxnet_status_f.130140.0.0.csv|337128|24|mosquito-borne viral encephalitis|A83
coxnet_status_f.132560.0.0.csv|337129|23|other congenital malformations of skull and face bones|Q75
coxnet_status_f.132494.0.0.csv|337129|23|cleft palate|Q35
coxnet_status_f.132272.0.0.csv|337129|23|complications of anaesthesia during labour and delivery|O74
coxnet_status_f.130766.0.0.csv|337129|23|thiamine deficiency|E51
coxnet_status_f.130634.0.0.csv|337129|23|sickle-cell disorders|D57
coxnet_status_f.130120.0.0.csv|337129|23|chlamydia psittaci infection|A70
coxnet_status_f.131044.0.0.csv|337130|22|other acute disseminated demyelination|G36
coxnet_status_f.130942.0.0.csv|337130|22|disorders of sexual preference|F65
coxnet_status_f.132478.0.0.csv|337131|21|congenital malformations of great veins|Q26
coxnet_status_f.132438.0.0.csv|337131|21|congenital hydrocephalus|Q03
coxnet_status_f.130730.0.0.csv|337131|21|adrenogenital disorders|E25
coxnet_status_f.132450.0.0.csv|337132|20|anophthalmos, microphthalmos and macrophthalmos|Q11
coxnet_status_f.130778.0.0.csv|337132|20|dietary calcium deficiency|E58
coxnet_status_f.130036.0.0.csv|337132|20|brucellosis|A23
coxnet_status_f.132294.0.0.csv|337133|19|complications of anaesthesia during the puerperium|O89
coxnet_status_f.131272.0.0.csv|337133|19|rheumatic fever with heart involvement|I01
coxnet_status_f.130302.0.0.csv|337133|19|hookworm diseases|B76
coxnet_status_f.130122.0.0.csv|337133|19|trachoma|A71
coxnet_status_f.130044.0.0.csv|337133|19|leptospirosis|A27
coxnet_status_f.132572.0.0.csv|337134|18|epidermolysis bullosa|Q81
coxnet_status_f.132154.0.0.csv|337134|18|habitual aborter|N96
coxnet_status_f.131902.0.0.csv|337134|18|systemic disorders of connective tissue in diseases classified elsewhere|M36
coxnet_status_f.131506.0.0.csv|337134|18|pneumoconiosis due to other inorganic dusts|J63
coxnet_status_f.131098.0.0.csv|337134|18|disorders of myoneural junction and muscle in diseases classified elsewhere|G73
coxnet_status_f.130168.0.0.csv|337134|18|dengue|A97
coxnet_status_f.130000.0.0.csv|337134|18|cholera|A00
coxnet_status_f.132508.0.0.csv|337135|17|congenital absence, atresia and stenosis of large intestine|Q42
coxnet_status_f.131516.0.0.csv|337135|17|respiratory conditions due to inhalation of chemicals, gases, fumes and vapours|J68
coxnet_status_f.131274.0.0.csv|337135|17|rheumatic chorea|I02
coxnet_status_f.131040.0.0.csv|337135|17|other degenerative disorders of nervous system in diseases classified elsewhere|G32
coxnet_status_f.131018.0.0.csv|337135|17|systemic atrophies primarily affecting central nervous system in diseases classified elsewhere|G13
coxnet_status_f.130940.0.0.csv|337135|17|gender identity disorders|F64
coxnet_status_f.130742.0.0.csv|337135|17|polyglandular dysfunction|E31
coxnet_status_f.130124.0.0.csv|337135|17|other diseases caused by chlamydiae|A74
coxnet_status_f.132552.0.0.csv|337136|16|reduction defects of upper limb|Q71
coxnet_status_f.132326.0.0.csv|337136|16|disorders related to short gestation and low birth weight, not elsewhere classified|P07
coxnet_status_f.132182.0.0.csv|337136|16|pre-existing hypertensive disorder with superimposed proteinuria|O11
coxnet_status_f.131672.0.0.csv|337136|16|liver disorders in diseases classified elsewhere|K77
coxnet_status_f.130934.0.0.csv|337136|16|mixed and other personality disorders|F61
coxnet_status_f.130662.0.0.csv|337136|16|functional disorders of polymorphonuclear neutrophils|D71
coxnet_status_f.130252.0.0.csv|337136|16|other mycoses, not elsewhere classified|B48
coxnet_status_f.130210.0.0.csv|337136|16|human immunodeficiency virus [hiv] disease resulting in other conditions|B23
coxnet_status_f.130192.0.0.csv|337136|16|unspecified viral infection characterised by skin and mucous membrane lesions|B09
coxnet_status_f.130150.0.0.csv|337136|16|other viral infections of central nervous system, not elsewhere classified|A88
coxnet_status_f.132598.0.0.csv|337137|15|turner's syndrome|Q96
coxnet_status_f.132284.0.0.csv|337137|15|multiple delivery|O84
coxnet_status_f.131770.0.0.csv|337137|15|radiodermatitis|L58
coxnet_status_f.130740.0.0.csv|337137|15|disorders of puberty, not elsewhere classified|E30
coxnet_status_f.130258.0.0.csv|337137|15|plasmodium vivax malaria|B51
coxnet_status_f.132368.0.0.csv|337138|14|omphalitis of newborn with or without mild haemorrhage|P38
coxnet_status_f.132176.0.0.csv|337138|14|failed attempted abortion|O07
coxnet_status_f.130982.0.0.csv|337138|14|emotional disorders with onset specific to childhood|F93
coxnet_status_f.130782.0.0.csv|337138|14|dietary zinc deficiency|E60
coxnet_status_f.130328.0.0.csv|337138|14|sequelae of tuberculosis|B90
coxnet_status_f.130128.0.0.csv|337138|14|spotted fever [tick-borne rickettsioses]|A77
coxnet_status_f.132466.0.0.csv|337139|13|congenital malformations of cardiac chambers and connexions|Q20
coxnet_status_f.132390.0.0.csv|337139|13|neonatal jaundice from other and unspecified causes|P59
coxnet_status_f.132114.0.0.csv|337139|13|female pelvic inflammatory disorders in diseases classified elsewhere|N74
coxnet_status_f.131504.0.0.csv|337139|13|pneumoconiosis due to dust containing silica|J62
coxnet_status_f.130966.0.0.csv|337139|13|specific developmental disorder of motor function|F82
coxnet_status_f.130772.0.0.csv|337139|13|ascorbic acid deficiency|E54
coxnet_status_f.130744.0.0.csv|337139|13|diseases of thymus|E32
coxnet_status_f.130312.0.0.csv|337139|13|other intestinal helminthiases, not elsewhere classified|B81
coxnet_status_f.130138.0.0.csv|337139|13|rabies|A82
coxnet_status_f.130088.0.0.csv|337139|13|late syphilis|A52
coxnet_status_f.132370.0.0.csv|337140|12|other infections specific to the perinatal period|P39
coxnet_status_f.132282.0.0.csv|337140|12|other assisted single delivery|O83
coxnet_status_f.131800.0.0.csv|337140|12|apocrine sweat disorders|L75
coxnet_status_f.131732.0.0.csv|337140|12|exfoliative dermatitis|L26
coxnet_status_f.130946.0.0.csv|337140|12|other disorders of adult personality and behaviour|F68
coxnet_status_f.130876.0.0.csv|337140|12|schizotypal disorder|F21
coxnet_status_f.130812.0.0.csv|337140|12|disorders of glycoprotein metabolism|E77
coxnet_status_f.130654.0.0.csv|337140|12|hereditary factor ix deficiency|D67
coxnet_status_f.130180.0.0.csv|337140|12|smallpox|B03
coxnet_status_f.132548.0.0.csv|337141|11|polydactyly|Q69
coxnet_status_f.132362.0.0.csv|337141|11|congenital viral diseases|P35
coxnet_status_f.132340.0.0.csv|337141|11|other birth injuries|P15
coxnet_status_f.132338.0.0.csv|337141|11|birth injury to peripheral nervous system|P14
coxnet_status_f.132292.0.0.csv|337141|11|obstetric embolism|O88
coxnet_status_f.131838.0.0.csv|337141|11|other disorders of skin and subcutaneous tissue in diseases classified elsewhere|L99
coxnet_status_f.131816.0.0.csv|337141|11|transepidermal elimination disorders|L87
coxnet_status_f.131438.0.0.csv|337141|11|influenza due to certain identified influenza virus|J09
coxnet_status_f.130928.0.0.csv|337141|11|abuse of non-dependence-producing substances|F55
coxnet_status_f.130678.0.0.csv|337141|11|combined immunodeficiencies|D81
coxnet_status_f.130250.0.0.csv|337141|11|mycetoma|B47
coxnet_status_f.130112.0.0.csv|337141|11|yaws|A66
coxnet_status_f.130090.0.0.csv|337141|11|other and unspecified syphilis|A53
coxnet_status_f.130024.0.0.csv|337141|11|tuberculosis of nervous system|A17
coxnet_status_f.132602.0.0.csv|337142|10|other sex chromosome abnormalities, male phenotype, not elsewhere classified|Q98
coxnet_status_f.132488.0.0.csv|337142|10|congenital malformations of trachea and bronchus|Q32
coxnet_status_f.132366.0.0.csv|337142|10|other congenital infectious and parasitic diseases|P37
coxnet_status_f.132358.0.0.csv|337142|10|other respiratory conditions originating in the perinatal period|P28
coxnet_status_f.132000.0.0.csv|337142|10|rapidly progressive nephritic syndrome|N01
coxnet_status_f.131318.0.0.csv|337142|10|pericarditis in diseases classified elsewhere|I32
coxnet_status_f.131200.0.0.csv|337142|10|disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere|H48
coxnet_status_f.130952.0.0.csv|337142|10|moderate mental retardation|F71
coxnet_status_f.130794.0.0.csv|337142|10|other hyperalimentation|E67
coxnet_status_f.130296.0.0.csv|337142|10|onchocerciasis|B73
coxnet_status_f.132422.0.0.csv|337143|9|feeding problems of newborn|P92
coxnet_status_f.132382.0.0.csv|337143|9|haemolytic disease of foetus and newborn|P55
coxnet_status_f.131194.0.0.csv|337143|9|disorders of vitreous body and globe in diseases classified elsewhere|H45
coxnet_status_f.131112.0.0.csv|337143|9|toxic encephalopathy|G92
coxnet_status_f.130844.0.0.csv|337143|9|organic amnesic syndrome, not induced by alcohol and other psychoactive substances|F04
coxnet_status_f.130640.0.0.csv|337143|9|acquired pure red cell aplasia [erythroblastopenia]|D60
coxnet_status_f.130304.0.0.csv|337143|9|ascariasis|B77
coxnet_status_f.130144.0.0.csv|337143|9|other viral encephalitis, not elsewhere classified|A85
coxnet_status_f.130086.0.0.csv|337143|9|early syphilis|A51
coxnet_status_f.130052.0.0.csv|337143|9|listeriosis|A32
coxnet_status_f.132434.0.0.csv|337144|8|encephalocele|Q01
coxnet_status_f.132416.0.0.csv|337144|8|other conditions of integument specific to foetus and newborn|P83
coxnet_status_f.132360.0.0.csv|337144|8|cardiovascular disorders originating in the perinatal period|P29
coxnet_status_f.132010.0.0.csv|337144|8|isolated proteinuria with specified morphological lesion|N06
coxnet_status_f.131696.0.0.csv|337144|8|staphylococcal scalded skin syndrome|L00
coxnet_status_f.131266.0.0.csv|337144|8|other disorders of ear in diseases classified elsewhere|H94
coxnet_status_f.130234.0.0.csv|337144|8|histoplasmosis|B39
coxnet_status_f.130206.0.0.csv|337144|8|human immunodeficiency virus [hiv] disease resulting in malignant neoplasms|B21
coxnet_status_f.130130.0.0.csv|337144|8|q fever|A78
coxnet_status_f.130028.0.0.csv|337144|8|miliary tuberculosis|A19
coxnet_status_f.132592.0.0.csv|337145|7|other trisomies and partial trisomies of the autosomes, not elsewhere classified|Q92
coxnet_status_f.132556.0.0.csv|337145|7|reduction defects of unspecified limb|Q73
coxnet_status_f.132496.0.0.csv|337145|7|cleft lip|Q36
coxnet_status_f.130752.0.0.csv|337145|7|nutritional marasmus|E41
coxnet_status_f.130292.0.0.csv|337145|7|other cestode infections|B71
coxnet_status_f.130208.0.0.csv|337145|7|human immunodeficiency virus [hiv] disease resulting in other specified diseases|B22
coxnet_status_f.130158.0.0.csv|337145|7|other mosquito-borne viral fevers|A92
coxnet_status_f.130084.0.0.csv|337145|7|congenital syphilis|A50
coxnet_status_f.132594.0.0.csv|337146|6|monosomies and deletions from the autosomes, not elsewhere classified|Q93
coxnet_status_f.132590.0.0.csv|337146|6|edwards' syndrome and patau's syndrome|Q91
coxnet_status_f.132324.0.0.csv|337146|6|slow foetal growth and foetal malnutrition|P05
coxnet_status_f.132060.0.0.csv|337146|6|bladder disorders in diseases classified elsewhere|N33
coxnet_status_f.131332.0.0.csv|337146|6|endocarditis and heart valve disorders in diseases classified elsewhere|I39
coxnet_status_f.131232.0.0.csv|337146|6|otitis media in diseases classified elsewhere|H67
coxnet_status_f.130886.0.0.csv|337146|6|other nonorganic psychotic disorders|F28
coxnet_status_f.130800.0.0.csv|337146|6|disorders of branched-chain amino-acid metabolism and fatty-acid metabolism|E71
coxnet_status_f.130756.0.0.csv|337146|6|unspecified severe protein-energy malnutrition|E43
coxnet_status_f.130630.0.0.csv|337146|6|anaemia due to enzyme disorders|D55
coxnet_status_f.130286.0.0.csv|337146|6|taeniasis|B68
coxnet_status_f.130284.0.0.csv|337146|6|echinococcosis|B67
coxnet_status_f.130266.0.0.csv|337146|6|leishmaniasis|B55
coxnet_status_f.130042.0.0.csv|337146|6|erysipeloid|A26
coxnet_status_f.132600.0.0.csv|337147|5|other sex chromosome abnormalities, female phenotype, not elsewhere classified|Q97
coxnet_status_f.132394.0.0.csv|337147|5|other perinatal haematological disorders|P61
coxnet_status_f.132380.0.0.csv|337147|5|other neonatal haemorrhages|P54
coxnet_status_f.132374.0.0.csv|337147|5|umbilical haemorrhage of newborn|P51
coxnet_status_f.132328.0.0.csv|337147|5|disorders related to long gestation and high birth weight|P08
coxnet_status_f.132318.0.0.csv|337147|5|foetus and newborn affected by complications of placenta, cord and membranes|P02
coxnet_status_f.132172.0.0.csv|337147|5|other abortion|O05
coxnet_status_f.131694.0.0.csv|337147|5|disorders of other digestive organs in diseases classified elsewhere|K93
coxnet_status_f.131176.0.0.csv|337147|5|chorioretinal disorders in diseases classified elsewhere|H32
coxnet_status_f.130926.0.0.csv|337147|5|psychological and behavioural factors associated with disorders or diseases classified elsewhere|F54
coxnet_status_f.130870.0.0.csv|337147|5|mental and behavioural disorders due to use of volatile solvents|F18
coxnet_status_f.130154.0.0.csv|337147|5|dengue fever [classical dengue]|A90
coxnet_status_f.130142.0.0.csv|337147|5|tick-borne viral encephalitis|A84
coxnet_status_f.130114.0.0.csv|337147|5|pinta [carate]|A67
coxnet_status_f.132492.0.0.csv|337148|4|other congenital malformations of respiratory system|Q34
coxnet_status_f.132342.0.0.csv|337148|4|intra-uterine hypoxia|P20
coxnet_status_f.132336.0.0.csv|337148|4|birth injury to skeleton|P13
coxnet_status_f.132314.0.0.csv|337148|4|foetus and newborn affected by maternal conditions that may be unrelated to present pregnancy|P00
coxnet_status_f.132068.0.0.csv|337148|4|urethral disorders in diseases classified elsewhere|N37
