#GBE_ID	GBE_NAME	FIELD	TABLE	BASKET	APP_ID	N	N_GBE	N_NBW	N_AFR	N_EAS	N_SAS	N_SMR	N_OTH	SOURCE	DATE	PATH
HC653	TTE_nondiabetic_hypoglycaemic_coma	NA	NA	NA	24983	13	6	0	0	0	0	3	2	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC653.phe
HC654	TTE_other_disorders_of_pancreatic_internal_secretion	NA	NA	NA	24983	1149	769	57	28	2	35	106	70	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC654.phe
HC655	TTE_hypoparathyroidism	NA	NA	NA	24983	66	43	3	2	0	0	8	2	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC655.phe
HC656	TTE_hyperparathyroidism_and_other_disorders_of_parathyroid_gland	NA	NA	NA	24983	731	503	35	10	1	11	66	38	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC656.phe
HC657	TTE_hyperfunction_of_pituitary_gland	NA	NA	NA	24983	315	206	19	3	2	10	30	20	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC657.phe
HC658	TTE_hypofunction_and_other_disorders_of_pituitary_gland	NA	NA	NA	24983	433	277	27	7	2	12	56	21	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC658.phe
HC659	TTE_cushing's_syndrome	NA	NA	NA	24983	67	43	5	1	1	2	5	7	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC659.phe
HC66	myelofibrosis	NA	NA	NA	24983	36	30	0	1	0	0	0	2	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC66.phe
HC660	TTE_adrenogenital_disorders	NA	NA	NA	24983	12	10	0	0	0	0	0	2	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC660.phe
HC661	TTE_hyperaldosteronism	NA	NA	NA	24983	58	35	7	3	0	0	2	2	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC661.phe
HC662	TTE_other_disorders_of_adrenal_gland	NA	NA	NA	24983	366	233	17	7	2	6	41	23	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC662.phe
HC663	TTE_ovarian_dysfunction	NA	NA	NA	24983	929	576	69	17	1	30	75	90	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC663.phe
HC664	TTE_testicular_dysfunction	NA	NA	NA	24983	188	130	6	2	0	6	19	7	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC664.phe
HC665	TTE_disorders_of_puberty,_not_elsewhere_classified	NA	NA	NA	24983	13	10	0	1	0	0	1	0	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC665.phe
HC666	TTE_polyglandular_dysfunction	NA	NA	NA	24983	8	7	0	0	0	0	0	0	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC666.phe
HC667	TTE_diseases_of_thymus	NA	NA	NA	24983	7	4	1	0	0	0	2	0	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC667.phe
HC668	TTE_other_endocrine_disorders	NA	NA	NA	24983	148	106	13	2	0	1	9	4	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC668.phe
HC669	TTE_disorders_of_endocrine_glands_in_diseases_classified_elsewhere	NA	NA	NA	24983	0	0	0	0	0	0	0	0	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC669.phe
HC67	hepatitis_b	NA	NA	NA	24983	132	58	13	8	4	6	15	19	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC67.phe
HC670	TTE_nutritional_marasmus	NA	NA	NA	24983	6	4	0	0	0	0	1	1	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC670.phe
HC671	TTE_unspecified_severe_protein-energy_malnutrition	NA	NA	NA	24983	2	2	0	0	0	0	0	0	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC671.phe
HC672	TTE_protein-energy_malnutrition_of_moderate_and_mild_degree	NA	NA	NA	24983	1	0	0	0	0	0	0	0	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC672.phe
HC673	TTE_retarded_development_following_protein-energy_malnutrition	NA	NA	NA	24983	1	1	0	0	0	0	0	0	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC673.phe
HC674	TTE_unspecified_protein-energy_malnutrition	NA	NA	NA	24983	114	84	3	0	0	3	4	6	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC674.phe
HC675	TTE_vitamin_a_deficiency	NA	NA	NA	24983	5	2	0	0	0	1	0	0	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC675.phe
HC676	TTE_thiamine_deficiency	NA	NA	NA	24983	14	9	0	0	0	0	4	0	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC676.phe
HC677	TTE_niacin_deficiency_[pellagra]	NA	NA	NA	24983	1	1	0	0	0	0	0	0	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC677.phe
HC678	TTE_deficiency_of_other_b_group_vitamins	NA	NA	NA	24983	932	629	41	6	0	61	77	50	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC678.phe
HC679	TTE_ascorbic_acid_deficiency	NA	NA	NA	24983	8	5	0	1	0	0	0	2	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC679.phe
HC68	disorder_of_adrenal_gland	NA	NA	NA	24983	441	277	23	12	2	7	46	29	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC68.phe
HC680	TTE_vitamin_d_deficiency	NA	NA	NA	24983	923	496	61	33	0	88	87	95	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC680.phe
HC681	TTE_other_vitamin_deficiencies	NA	NA	NA	24983	144	68	11	9	0	14	12	20	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC681.phe
HC682	TTE_dietary_calcium_deficiency	NA	NA	NA	24983	11	6	1	1	1	1	0	1	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC682.phe
HC683	TTE_dietary_selenium_deficiency	NA	NA	NA	24983	2	2	0	0	0	0	0	0	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC683.phe
HC684	TTE_dietary_zinc_deficiency	NA	NA	NA	24983	9	4	2	1	0	1	0	0	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC684.phe
HC685	TTE_deficiency_of_other_nutrient_elements	NA	NA	NA	24983	289	189	12	3	1	15	22	21	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC685.phe
HC686	TTE_other_nutritional_deficiencies	NA	NA	NA	24983	12	6	2	0	0	0	3	1	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC686.phe
HC687	TTE_sequelae_of_malnutrition_and_other_nutritional_deficiencies	NA	NA	NA	24983	2	1	0	0	0	1	0	0	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC687.phe
HC688	TTE_localised_adiposity	NA	NA	NA	24983	53	40	2	2	0	1	5	1	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC688.phe
HC689	TTE_obesity	NA	NA	NA	24983	13208	9136	562	230	6	226	1324	725	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC689.phe
HC69	polycythaemia_vera	NA	NA	NA	24983	336	233	17	0	2	6	30	18	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC69.phe
HC690	TTE_other_hyperalimentation	NA	NA	NA	24983	5	5	0	0	0	0	0	0	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC690.phe
HC691	TTE_sequelae_of_hyperalimentation	NA	NA	NA	24983	0	0	0	0	0	0	0	0	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC691.phe
HC692	TTE_disorders_of_aromatic_amino-acid_metabolism	NA	NA	NA	24983	25	16	2	0	0	1	2	1	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC692.phe
HC693	TTE_disorders_of_branched-chain_amino-acid_metabolism_and_fatty-acid_metabolism	NA	NA	NA	24983	3	2	1	0	0	0	0	0	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC693.phe
HC694	TTE_other_disorders_of_amino-acid_metabolism	NA	NA	NA	24983	30	15	1	1	0	1	6	2	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC694.phe
HC695	TTE_lactose_intolerance	NA	NA	NA	24983	159	91	18	7	1	6	10	14	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC695.phe
HC696	TTE_other_disorders_of_carbohydrate_metabolism	NA	NA	NA	24983	158	105	5	6	0	3	15	14	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC696.phe
HC697	TTE_disorders_of_sphingolipid_metabolism_and_other_lipid_storage_disorders	NA	NA	NA	24983	43	26	3	0	0	3	5	4	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC697.phe
HC698	TTE_disorders_of_glycosaminoglycan_metabolism	NA	NA	NA	24983	7	4	1	0	0	0	2	0	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC698.phe
HC699	TTE_disorders_of_glycoprotein_metabolism	NA	NA	NA	24983	9	6	0	0	0	0	1	1	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC699.phe
HC7	back_pain	NA	NA	NA	24983	6684	4420	348	133	9	183	626	455	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC7.phe
HC70	aortic_valve_disease	NA	NA	NA	24983	45	21	10	1	0	2	4	5	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC70.phe
HC700	TTE_disorders_of_lipoprotein_metabolism_and_other_lipidaemias	NA	NA	NA	24983	41248	27999	1948	486	75	1160	3964	2501	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC700.phe
HC701	TTE_disorders_of_purine_and_pyrimidine_metabolism	NA	NA	NA	24983	217	148	10	1	1	3	28	6	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC701.phe
HC702	TTE_disorders_of_porphyrin_and_bilirubin_metabolism	NA	NA	NA	24983	631	440	27	2	0	10	64	35	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC702.phe
HC703	TTE_disorders_of_mineral_metabolism	NA	NA	NA	24983	1764	1217	95	26	3	34	158	91	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC703.phe
HC704	TTE_cystic_fibrosis	NA	NA	NA	24983	62	48	4	0	0	1	5	4	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC704.phe
HC705	TTE_amyloidosis	NA	NA	NA	24983	104	70	6	3	1	4	10	3	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC705.phe
HC706	TTE_volume_depletion	NA	NA	NA	24983	1876	1307	89	29	3	35	172	98	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC706.phe
HC707	TTE_other_disorders_of_fluid,_electrolyte_and_acid-base_balance	NA	NA	NA	24983	4411	2995	220	60	4	118	418	233	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC707.phe
HC708	TTE_other_metabolic_disorders	NA	NA	NA	24983	368	247	14	8	0	11	38	24	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC708.phe
HC709	TTE_postprocedural_endocrine_and_metabolic_disorders,_not_elsewhere_classified	NA	NA	NA	24983	904	618	51	14	4	20	78	52	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC709.phe
HC71	microscopic_polyarteritis	NA	NA	NA	24983	17	10	2	0	1	0	1	1	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC71.phe
HC710	TTE_dementia_in_alzheimer's_disease	NA	NA	NA	24983	217	153	12	0	0	2	23	13	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC710.phe
HC711	TTE_vascular_dementia	NA	NA	NA	24983	253	174	12	8	0	4	21	16	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC711.phe
HC712	TTE_dementia_in_other_diseases_classified_elsewhere	NA	NA	NA	24983	112	79	5	0	0	0	12	6	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC712.phe
HC713	TTE_unspecified_dementia	NA	NA	NA	24983	474	326	26	13	0	7	41	27	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC713.phe
HC714	TTE_organic_amnesic_syndrome,_not_induced_by_alcohol_and_other_psychoactive_substances	NA	NA	NA	24983	7	2	1	0	0	0	1	2	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC714.phe
HC715	TTE_delirium,_not_induced_by_alcohol_and_other_psychoactive_substances	NA	NA	NA	24983	626	440	32	5	0	6	68	32	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC715.phe
HC716	TTE_other_mental_disorders_due_to_brain_damage_and_dysfunction_and_to_physica	NA	NA	NA	24983	274	179	18	6	0	6	34	7	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC716.phe
HC717	TTE_personality_and_behavioural_disorders_due_to_brain_disease,_damage_and_dysfunction	NA	NA	NA	24983	81	60	9	1	0	1	5	3	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC717.phe
HC718	TTE_unspecified_organic_or_symptomatic_mental_disorder	NA	NA	NA	24983	211	146	9	4	0	3	16	12	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC718.phe
HC719	TTE_mental_and_behavioural_disorders_due_to_use_of_alcohol	NA	NA	NA	24983	3623	2468	233	27	3	36	375	220	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC719.phe
HC72	chronic_fatigue_syndrome	NA	NA	NA	24983	918	656	40	5	0	3	85	51	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC72.phe
HC720	TTE_mental_and_behavioural_disorders_due_to_use_of_opioids	NA	NA	NA	24983	103	54	12	3	0	1	12	14	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC720.phe
HC721	TTE_mental_and_behavioural_disorders_due_to_use_of_cannabinoids	NA	NA	NA	24983	115	54	12	7	0	2	9	15	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC721.phe
HC722	TTE_mental_and_behavioural_disorders_due_to_use_of_sedatives_or_hypnotics	NA	NA	NA	24983	104	68	5	0	0	0	14	7	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC722.phe
HC723	TTE_mental_and_behavioural_disorders_due_to_use_of_cocaine	NA	NA	NA	24983	19	8	2	1	0	0	2	4	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC723.phe
HC724	TTE_mental_and_behavioural_disorders_due_to_use_of_other_stimulants,_including_caffeine	NA	NA	NA	24983	25	20	3	0	0	0	2	0	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC724.phe
HC725	TTE_mental_and_behavioural_disorders_due_to_use_of_hallucinogens	NA	NA	NA	24983	17	11	0	1	0	0	2	2	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC725.phe
HC726	TTE_mental_and_behavioural_disorders_due_to_use_of_tobacco	NA	NA	NA	24983	15508	10411	881	194	23	230	1495	998	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC726.phe
HC727	TTE_mental_and_behavioural_disorders_due_to_use_of_volatile_solvents	NA	NA	NA	24983	2	2	0	0	0	0	0	0	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC727.phe
HC728	TTE_mental_and_behavioural_disorders_due_to_multiple_drug_use_and_use_o	NA	NA	NA	24983	95	56	6	3	0	1	15	12	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC728.phe
HC729	TTE_schizophrenia	NA	NA	NA	24983	445	226	38	29	3	21	44	49	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC729.phe
HC73	dermatopolymyositis	NA	NA	NA	24983	39	28	0	0	0	2	1	3	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC73.phe
HC730	TTE_schizotypal_disorder	NA	NA	NA	24983	11	6	1	0	0	0	1	2	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC730.phe
HC731	TTE_persistent_delusional_disorders	NA	NA	NA	24983	166	84	12	8	0	6	17	24	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC731.phe
HC732	TTE_acute_and_transient_psychotic_disorders	NA	NA	NA	24983	110	64	9	2	1	4	11	9	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC732.phe
HC733	TTE_induced_delusional_disorder	NA	NA	NA	24983	2	2	0	0	0	0	0	0	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC733.phe
HC734	TTE_schizoaffective_disorders	NA	NA	NA	24983	122	66	7	9	1	4	11	18	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC734.phe
HC735	TTE_other_nonorganic_psychotic_disorders	NA	NA	NA	24983	3	2	0	0	0	0	1	0	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC735.phe
HC736	TTE_unspecified_nonorganic_psychosis	NA	NA	NA	24983	173	96	16	8	1	5	15	15	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC736.phe
HC737	TTE_manic_episode	NA	NA	NA	24983	186	120	10	6	0	6	17	14	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC737.phe
HC738	TTE_bipolar_affective_disorder	NA	NA	NA	24983	684	448	48	8	0	12	63	57	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC738.phe
HC739	TTE_depressive_episode	NA	NA	NA	24983	21095	14711	1044	161	19	250	1956	1310	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC739.phe
HC74	female_infertility	NA	NA	NA	24983	840	540	46	27	4	23	57	81	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC74.phe
HC740	TTE_recurrent_depressive_disorder	NA	NA	NA	24983	1508	1029	90	15	1	18	123	99	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC740.phe
HC741	TTE_persistent_mood_[affective]_disorders	NA	NA	NA	24983	334	251	15	0	0	1	21	18	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC741.phe
HC742	TTE_other_mood_[affective]_disorders	NA	NA	NA	24983	69	50	1	1	0	1	8	3	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC742.phe
HC743	TTE_unspecified_mood_[affective]_disorder	NA	NA	NA	24983	365	257	13	1	0	4	33	19	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC743.phe
HC744	TTE_phobic_anxiety_disorders	NA	NA	NA	24983	1246	896	53	13	1	11	100	70	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC744.phe
HC745	TTE_other_anxiety_disorders	NA	NA	NA	24983	9398	6545	442	87	12	138	874	529	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC745.phe
HC746	TTE_obsessive-compulsive_disorder	NA	NA	NA	24983	339	239	22	1	1	5	30	22	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC746.phe
HC747	TTE_reaction_to_severe_stress,_and_adjustment_disorders	NA	NA	NA	24983	6131	4260	284	78	7	94	587	335	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC747.phe
HC748	TTE_dissociative_[conversion]_disorders	NA	NA	NA	24983	120	80	2	4	0	1	11	13	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC748.phe
HC749	TTE_somatoform_disorders	NA	NA	NA	24983	1268	887	63	11	1	22	110	69	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC749.phe
HC75	alpha-1_antitrypsin_deficiency	NA	NA	NA	24983	13	9	0	0	0	0	2	2	cdeboever/justesen	2020-06-18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/v2_2020/phe/HC75.phe
