GBE_category	GBE_ID	GBE_N	GBE_NAME	GBE_short_name	GBE_short_name_len	Units_of_measurement
HC	HC536	16	TTE_unspecified_viral_infection_characterised_by_skin_and_mucous_membrane_lesions	TTE unspecified viral infection characterised by skin and mucous membrane lesions	81	
HC	HC537	742	TTE_acute_hepatitis_a	TTE acute hepatitis a	21	
HC	HC538	129	TTE_acute_hepatitis_b	TTE acute hepatitis b	21	
HC	HC539	149	TTE_other_acute_viral_hepatitis	TTE other acute viral hepatitis	31	
HC	HC54	726	peptic_ulcer	Peptic ulcer	12	
HC	HC540	313	TTE_chronic_viral_hepatitis	TTE chronic viral hepatitis	27	
HC	HC541	822	TTE_unspecified_viral_hepatitis	TTE unspecified viral hepatitis	31	
HC	HC542	25	TTE_human_immunodeficiency_virus_[hiv]_disease_resulting_in_infectious_and_parasitic_diseases	TTE human immunodeficiency virus [hiv] disease resulting in infectious and parasitic diseases	93	
HC	HC543	8	TTE_human_immunodeficiency_virus_[hiv]_disease_resulting_in_malignant_neoplasms	TTE human immunodeficiency virus [hiv] disease resulting in malignant neoplasms	79	
HC	HC544	7	TTE_human_immunodeficiency_virus_[hiv]_disease_resulting_in_other_specified_diseases	TTE human immunodeficiency virus [hiv] disease resulting in other specified diseases	84	
HC	HC545	16	TTE_human_immunodeficiency_virus_[hiv]_disease_resulting_in_other_conditions	TTE human immunodeficiency virus [hiv] disease resulting in other conditions	76	
HC	HC546	259	TTE_unspecified_human_immunodeficiency_virus_[hiv]_disease	TTE unspecified human immunodeficiency virus [hiv] disease	58	
HC	HC547	133	TTE_cytomegaloviral_disease	TTE cytomegaloviral disease	27	
HC	HC548	4012	TTE_mumps	TTE mumps	9	
HC	HC549	2373	TTE_infectious_mononucleosis	TTE infectious mononucleosis	28	
HC	HC55	4000	hyperthyroidism/thyrotoxicosis	Hyperthyroidism/thyrotoxicosis	30	
HC	HC550	130	TTE_viral_conjunctivitis	TTE viral conjunctivitis	24	
HC	HC551	160	TTE_other_viral_diseases,_not_elsewhere_classified	TTE other viral diseases, not elsewhere classified	50	
HC	HC552	7418	TTE_viral_infection_of_unspecified_site	TTE viral infection of unspecified site	39	
HC	HC553	22218	TTE_dermatophytosis	TTE dermatophytosis	19	
HC	HC554	3687	TTE_other_superficial_mycoses	TTE other superficial mycoses	29	
HC	HC555	6541	TTE_candidiasis	TTE candidiasis	15	
HC	HC556	1	TTE_coccidioidomycosis	TTE coccidioidomycosis	22	
HC	HC557	8	TTE_histoplasmosis	TTE histoplasmosis	18	
HC	HC558	1	TTE_blastomycosis	TTE blastomycosis	17	
HC	HC559	1	TTE_sporotrichosis	TTE sporotrichosis	18	
HC	HC56	308	monoclonal_gammopathy/not_myeloma	Monoclonal gammopathy/not myeloma	33	
HC	HC560	1	TTE_chromomycosis_and_phaeomycotic_abscess	TTE chromomycosis and phaeomycotic abscess	42	
HC	HC561	209	TTE_aspergillosis	TTE aspergillosis	17	
HC	HC562	3	TTE_cryptococcosis	TTE cryptococcosis	18	
HC	HC563	2	TTE_zygomycosis	TTE zygomycosis	15	
HC	HC564	11	TTE_mycetoma	TTE mycetoma	12	
HC	HC565	16	TTE_other_mycoses,_not_elsewhere_classified	TTE other mycoses, not elsewhere classified	43	
HC	HC566	302	TTE_unspecified_mycosis	TTE unspecified mycosis	23	
HC	HC567	55	TTE_plasmodium_falciparum_malaria	TTE plasmodium falciparum malaria	33	
HC	HC568	15	TTE_plasmodium_vivax_malaria	TTE plasmodium vivax malaria	28	
HC	HC569	2	TTE_plasmodium_malariae_malaria	TTE plasmodium malariae malaria	31	
HC	HC57	5235	fracture_radius	Fracture radius	15	
HC	HC570	2	TTE_other_parasitologically_confirmed_malaria	TTE other parasitologically confirmed malaria	45	
HC	HC571	482	TTE_unspecified_malaria	TTE unspecified malaria	23	
HC	HC572	6	TTE_leishmaniasis	TTE leishmaniasis	17	
HC	HC573	1	TTE_chagas'_disease	TTE chagas' disease	19	
HC	HC574	28	TTE_toxoplasmosis	TTE toxoplasmosis	17	
HC	HC575	60	TTE_pneumocystosis	TTE pneumocystosis	18	
HC	HC576	4	TTE_other_protozoal_diseases,_not_elsewhere_classified	TTE other protozoal diseases, not elsewhere classified	54	
HC	HC577	62	TTE_schistosomiasis_[bilharziasis]	TTE schistosomiasis [bilharziasis]	34	
HC	HC578	1	TTE_other_fluke_infections	TTE other fluke infections	26	
HC	HC579	6	TTE_echinococcosis	TTE echinococcosis	18	
HC	HC58	2527	benign_breast_lump	Benign breast lump	18	
HC	HC580	6	TTE_taeniasis	TTE taeniasis	13	
HC	HC581	4	TTE_cysticercosis	TTE cysticercosis	17	
HC	HC582	7	TTE_other_cestode_infections	TTE other cestode infections	28	
HC	HC583	10	TTE_onchocerciasis	TTE onchocerciasis	18	
HC	HC584	3	TTE_filariasis	TTE filariasis	14	
HC	HC585	1	TTE_trichinellosis	TTE trichinellosis	18	
HC	HC586	19	TTE_hookworm_diseases	TTE hookworm diseases	21	
HC	HC587	9	TTE_ascariasis	TTE ascariasis	14	
HC	HC588	2	TTE_strongyloidiasis	TTE strongyloidiasis	20	
HC	HC589	1	TTE_trichuriasis	TTE trichuriasis	16	
HC	HC59	509	thyroiditis	Thyroiditis	11	
HC	HC590	477	TTE_enterobiasis	TTE enterobiasis	16	
HC	HC591	13	TTE_other_intestinal_helminthiases,_not_elsewhere_classified	TTE other intestinal helminthiases, not elsewhere classified	60	
HC	HC592	52	TTE_unspecified_intestinal_parasitism	TTE unspecified intestinal parasitism	37	
HC	HC593	55	TTE_other_helminthiases	TTE other helminthiases	23	
HC	HC594	207	TTE_pediculosis_and_phthiriasis	TTE pediculosis and phthiriasis	31	
HC	HC595	1633	TTE_scabies	TTE scabies	11	
HC	HC596	4	TTE_myiasis	TTE myiasis	11	
HC	HC597	124	TTE_other_infestations	TTE other infestations	22	
HC	HC598	3	TTE_unspecified_parasitic_disease	TTE unspecified parasitic disease	33	
HC	HC599	14	TTE_sequelae_of_tuberculosis	TTE sequelae of tuberculosis	28	
HC	HC6	2777	eye/eyelid_problem	Eye/eyelid problem	18	
HC	HC60	11447	oesophagitis/barretts_oesophagus	Oesophagitis/barretts oesophagus	32	
HC	HC600	115	TTE_sequelae_of_poliomyelitis	TTE sequelae of poliomyelitis	29	
HC	HC601	51	TTE_sequelae_of_other_and_unspecified_infectious_and_parasitic_diseases	TTE sequelae of other and unspecified infectious and parasitic diseases	71	
HC	HC602	4050	TTE_streptococcus_and_staphylococcus_as_the_cause_of_diseases_classified_to_other_chapters	TTE streptococcus and staphylococcus as the cause of diseases classified to other chapters	90	
HC	HC603	8318	TTE_other_bacterial_agents_as_the_cause_of_diseases_classified_to_other_chapters	TTE other bacterial agents as the cause of diseases classified to other chapters	80	
HC	HC604	537	TTE_viral_agents_as_the_cause_of_diseases_classified_to_other_chapters	TTE viral agents as the cause of diseases classified to other chapters	70	
HC	HC605	2115	TTE_other_specified_infectious_agents_as_the_cause_of_diseases_classified_to_other	TTE other specified infectious agents as the cause of diseases classified to other	82	
HC	HC606	489	TTE_other_and_unspecified_infectious_diseases	TTE other and unspecified infectious diseases	45	
HC	HC607	13973	TTE_iron_deficiency_anaemia	TTE iron deficiency anaemia	27	
HC	HC608	2170	TTE_vitamin_b12_deficiency_anaemia	TTE vitamin b12 deficiency anaemia	34	
HC	HC609	328	TTE_folate_deficiency_anaemia	TTE folate deficiency anaemia	29	
HC	HC61	21887	haemorrhoids_/_piles	Haemorrhoids / piles	20	
HC	HC610	110	TTE_other_nutritional_anaemias	TTE other nutritional anaemias	30	
HC	HC611	6	TTE_anaemia_due_to_enzyme_disorders	TTE anaemia due to enzyme disorders	35	
HC	HC612	109	TTE_thalassaemia	TTE thalassaemia	16	
HC	HC613	23	TTE_sickle-cell_disorders	TTE sickle-cell disorders	25	
HC	HC614	113	TTE_other_hereditary_haemolytic_anaemias	TTE other hereditary haemolytic anaemias	40	
HC	HC615	173	TTE_acquired_haemolytic_anaemia	TTE acquired haemolytic anaemia	31	
HC	HC616	9	TTE_acquired_pure_red_cell_aplasia_[erythroblastopenia]	TTE acquired pure red cell aplasia [erythroblastopenia]	55	
HC	HC617	636	TTE_other_aplastic_anaemias	TTE other aplastic anaemias	27	
HC	HC618	238	TTE_acute_posthaemorrhagic_anaemia	TTE acute posthaemorrhagic anaemia	34	
HC	HC619	767	TTE_anaemia_in_chronic_diseases_classified_elsewhere	TTE anaemia in chronic diseases classified elsewhere	52	
HC	HC62	1804	tuberculosis_(tb)	Tuberculosis (tb)	17	
HC	HC620	14332	TTE_other_anaemias	TTE other anaemias	18	
HC	HC621	41	TTE_disseminated_intravascular_coagulation_[defibrination_syndrome]	TTE disseminated intravascular coagulation [defibrination syndrome]	67	
HC	HC622	79	TTE_hereditary_factor_viii_deficiency	TTE hereditary factor viii deficiency	37	
HC	HC623	12	TTE_hereditary_factor_ix_deficiency	TTE hereditary factor ix deficiency	35	
HC	HC624	1448	TTE_other_coagulation_defects	TTE other coagulation defects	29	
HC	HC625	2464	TTE_purpura_and_other_haemorrhagic_conditions	TTE purpura and other haemorrhagic conditions	45	
HC	HC626	3553	TTE_agranulocytosis	TTE agranulocytosis	19	
HC	HC627	16	TTE_functional_disorders_of_polymorphonuclear_neutrophils	TTE functional disorders of polymorphonuclear neutrophils	57	
HC	HC628	652	TTE_other_disorders_of_white_blood_cells	TTE other disorders of white blood cells	40	
HC	HC629	529	TTE_diseases_of_spleen	TTE diseases of spleen	22	
HC	HC63	224	pituitary_adenoma/tumour	Pituitary adenoma/tumour	24	
HC	HC630	3	TTE_methaemoglobinaemia	TTE methaemoglobinaemia	23	
HC	HC631	1367	TTE_other_diseases_of_blood_and_blood-forming_organs	TTE other diseases of blood and blood-forming organs	52	
HC	HC632	73	TTE_certain_diseases_involving_lymphoreticular_tissue_and_reticulohistiocytic_system	TTE certain diseases involving lymphoreticular tissue and reticulohistiocytic system	84	
HC	HC633	3	TTE_other_disorders_of_blood_and_blood-forming_organs_in_diseases_classified_elsewhere	TTE other disorders of blood and blood-forming organs in diseases classified elsewhere	86	
HC	HC634	196	TTE_immunodeficiency_with_predominantly_antibody_defects	TTE immunodeficiency with predominantly antibody defects	56	
HC	HC635	11	TTE_combined_immunodeficiencies	TTE combined immunodeficiencies	31	
HC	HC636	28	TTE_immunodeficiency_associated_with_other_major_defects	TTE immunodeficiency associated with other major defects	56	
HC	HC637	26	TTE_common_variable_immunodeficiency	TTE common variable immunodeficiency	36	
HC	HC638	82	TTE_other_immunodeficiencies	TTE other immunodeficiencies	28	
HC	HC639	1167	TTE_sarcoidosis	TTE sarcoidosis	15	
HC	HC64	12722	irritable_bowel_syndrome	Irritable bowel syndrome	24	
HC	HC640	388	TTE_other_disorders_involving_the_immune_mechanism,_not_elsewhere_classified	TTE other disorders involving the immune mechanism, not elsewhere classified	76	
HC	HC641	62	TTE_iodine-deficiency-related_thyroid_disorders_and_allied_conditions	TTE iodine-deficiency-related thyroid disorders and allied conditions	69	
HC	HC642	60	TTE_subclinical_iodine-deficiency_hypothyroidism	TTE subclinical iodine-deficiency hypothyroidism	48	
HC	HC643	22830	TTE_other_hypothyroidism	TTE other hypothyroidism	24	
HC	HC644	3011	TTE_other_non-toxic_goitre	TTE other non-toxic goitre	26	
HC	HC645	4705	TTE_thyrotoxicosis_[hyperthyroidism]	TTE thyrotoxicosis [hyperthyroidism]	36	
HC	HC646	808	TTE_thyroiditis	TTE thyroiditis	15	
HC	HC647	1415	TTE_other_disorders_of_thyroid	TTE other disorders of thyroid	30	
HC	HC648	2783	TTE_insulin-dependent_diabetes_mellitus	TTE insulin-dependent diabetes mellitus	39	
HC	HC649	20550	TTE_non-insulin-dependent_diabetes_mellitus	TTE non-insulin-dependent diabetes mellitus	43	
HC	HC65	0	hepatitis_d	Hepatitis d	11	
HC	HC650	3	TTE_malnutrition-related_diabetes_mellitus	TTE malnutrition-related diabetes mellitus	42	
HC	HC651	205	TTE_other_specified_diabetes_mellitus	TTE other specified diabetes mellitus	37	
HC	HC652	14855	TTE_unspecified_diabetes_mellitus	TTE unspecified diabetes mellitus	33	
HC	HC653	25	TTE_nondiabetic_hypoglycaemic_coma	TTE nondiabetic hypoglycaemic coma	34	
HC	HC654	1937	TTE_other_disorders_of_pancreatic_internal_secretion	TTE other disorders of pancreatic internal secretion	52	
HC	HC655	124	TTE_hypoparathyroidism	TTE hypoparathyroidism	22	
HC	HC656	1171	TTE_hyperparathyroidism_and_other_disorders_of_parathyroid_gland	TTE hyperparathyroidism and other disorders of parathyroid gland	64	
HC	HC657	500	TTE_hyperfunction_of_pituitary_gland	TTE hyperfunction of pituitary gland	36	
HC	HC658	697	TTE_hypofunction_and_other_disorders_of_pituitary_gland	TTE hypofunction and other disorders of pituitary gland	55	
HC	HC659	118	TTE_cushing's_syndrome	TTE cushing's syndrome	22	
HC	HC66	76	myelofibrosis	Myelofibrosis	13	
HC	HC660	21	TTE_adrenogenital_disorders	TTE adrenogenital disorders	27	
HC	HC661	91	TTE_hyperaldosteronism	TTE hyperaldosteronism	22	
HC	HC662	611	TTE_other_disorders_of_adrenal_gland	TTE other disorders of adrenal gland	36	
HC	HC663	1400	TTE_ovarian_dysfunction	TTE ovarian dysfunction	23	
HC	HC664	325	TTE_testicular_dysfunction	TTE testicular dysfunction	26	
HC	HC665	15	TTE_disorders_of_puberty,_not_elsewhere_classified	TTE disorders of puberty, not elsewhere classified	50	
HC	HC666	17	TTE_polyglandular_dysfunction	TTE polyglandular dysfunction	29	
HC	HC667	13	TTE_diseases_of_thymus	TTE diseases of thymus	22	
HC	HC668	252	TTE_other_endocrine_disorders	TTE other endocrine disorders	29	
HC	HC669	1	TTE_disorders_of_endocrine_glands_in_diseases_classified_elsewhere	TTE disorders of endocrine glands in diseases classified elsewhere	66	
HC	HC67	127	hepatitis_b	Hepatitis b	11	
HC	HC670	7	TTE_nutritional_marasmus	TTE nutritional marasmus	24	
HC	HC671	6	TTE_unspecified_severe_protein-energy_malnutrition	TTE unspecified severe protein-energy malnutrition	50	
HC	HC672	3	TTE_protein-energy_malnutrition_of_moderate_and_mild_degree	TTE protein-energy malnutrition of moderate and mild degree	59	
HC	HC673	1	TTE_retarded_development_following_protein-energy_malnutrition	TTE retarded development following protein-energy malnutrition	62	
HC	HC674	217	TTE_unspecified_protein-energy_malnutrition	TTE unspecified protein-energy malnutrition	43	
HC	HC675	3	TTE_vitamin_a_deficiency	TTE vitamin a deficiency	24	
HC	HC676	23	TTE_thiamine_deficiency	TTE thiamine deficiency	23	
HC	HC677	3	TTE_niacin_deficiency_[pellagra]	TTE niacin deficiency [pellagra]	32	
HC	HC678	1621	TTE_deficiency_of_other_b_group_vitamins	TTE deficiency of other b group vitamins	40	
HC	HC679	13	TTE_ascorbic_acid_deficiency	TTE ascorbic acid deficiency	28	
HC	HC68	734	disorder_of_adrenal_gland	Disorder of adrenal gland	25	
HC	HC680	1227	TTE_vitamin_d_deficiency	TTE vitamin d deficiency	24	
HC	HC681	142	TTE_other_vitamin_deficiencies	TTE other vitamin deficiencies	30	
HC	HC682	20	TTE_dietary_calcium_deficiency	TTE dietary calcium deficiency	30	
HC	HC683	2	TTE_dietary_selenium_deficiency	TTE dietary selenium deficiency	31	
HC	HC684	14	TTE_dietary_zinc_deficiency	TTE dietary zinc deficiency	27	
HC	HC685	519	TTE_deficiency_of_other_nutrient_elements	TTE deficiency of other nutrient elements	41	
HC	HC686	25	TTE_other_nutritional_deficiencies	TTE other nutritional deficiencies	34	
HC	HC687	1	TTE_sequelae_of_malnutrition_and_other_nutritional_deficiencies	TTE sequelae of malnutrition and other nutritional deficiencies	63	
HC	HC688	84	TTE_localised_adiposity	TTE localised adiposity	23	
HC	HC689	22666	TTE_obesity	TTE obesity	11	
HC	HC69	573	polycythaemia_vera	Polycythaemia vera	18	
HC	HC690	10	TTE_other_hyperalimentation	TTE other hyperalimentation	27	
HC	HC691	1	TTE_sequelae_of_hyperalimentation	TTE sequelae of hyperalimentation	33	
HC	HC692	41	TTE_disorders_of_aromatic_amino-acid_metabolism	TTE disorders of aromatic amino-acid metabolism	47	
HC	HC693	6	TTE_disorders_of_branched-chain_amino-acid_metabolism_and_fatty-acid_metabolism	TTE disorders of branched-chain amino-acid metabolism and fatty-acid metabolism	79	
HC	HC694	49	TTE_other_disorders_of_amino-acid_metabolism	TTE other disorders of amino-acid metabolism	44	
HC	HC695	214	TTE_lactose_intolerance	TTE lactose intolerance	23	
HC	HC696	264	TTE_other_disorders_of_carbohydrate_metabolism	TTE other disorders of carbohydrate metabolism	46	
HC	HC697	55	TTE_disorders_of_sphingolipid_metabolism_and_other_lipid_storage_disorders	TTE disorders of sphingolipid metabolism and other lipid storage disorders	74	
HC	HC698	4	TTE_disorders_of_glycosaminoglycan_metabolism	TTE disorders of glycosaminoglycan metabolism	45	
HC	HC699	12	TTE_disorders_of_glycoprotein_metabolism	TTE disorders of glycoprotein metabolism	40	
HC	HC7	10264	back_pain	Back pain	9	
HC	HC70	42	aortic_valve_disease	Aortic valve disease	20	
HC	HC700	69232	TTE_disorders_of_lipoprotein_metabolism_and_other_lipidaemias	TTE disorders of lipoprotein metabolism and other lipidaemias	61	
HC	HC701	355	TTE_disorders_of_purine_and_pyrimidine_metabolism	TTE disorders of purine and pyrimidine metabolism	49	
HC	HC702	1058	TTE_disorders_of_porphyrin_and_bilirubin_metabolism	TTE disorders of porphyrin and bilirubin metabolism	51	
HC	HC703	2928	TTE_disorders_of_mineral_metabolism	TTE disorders of mineral metabolism	35	
HC	HC704	88	TTE_cystic_fibrosis	TTE cystic fibrosis	19	
HC	HC705	151	TTE_amyloidosis	TTE amyloidosis	15	
HC	HC706	3381	TTE_volume_depletion	TTE volume depletion	20	
HC	HC707	7718	TTE_other_disorders_of_fluid,_electrolyte_and_acid-base_balance	TTE other disorders of fluid, electrolyte and acid-base balance	63	
HC	HC708	643	TTE_other_metabolic_disorders	TTE other metabolic disorders	29	
HC	HC709	1490	TTE_postprocedural_endocrine_and_metabolic_disorders,_not_elsewhere_classified	TTE postprocedural endocrine and metabolic disorders, not elsewhere classified	78	
HC	HC71	18	microscopic_polyarteritis	Microscopic polyarteritis	25	
HC	HC710	404	TTE_dementia_in_alzheimer's_disease	TTE dementia in alzheimer's disease	35	
HC	HC711	462	TTE_vascular_dementia	TTE vascular dementia	21	
HC	HC712	205	TTE_dementia_in_other_diseases_classified_elsewhere	TTE dementia in other diseases classified elsewhere	51	
HC	HC713	897	TTE_unspecified_dementia	TTE unspecified dementia	24	
HC	HC714	9	TTE_organic_amnesic_syndrome,_not_induced_by_alcohol_and_other_psychoactive_substances	TTE organic amnesic syndrome, not induced by alcohol and other psychoactive substances	86	
HC	HC715	1075	TTE_delirium,_not_induced_by_alcohol_and_other_psychoactive_substances	TTE delirium, not induced by alcohol and other psychoactive substances	70	
HC	HC716	496	TTE_other_mental_disorders_due_to_brain_damage_and_dysfunction_and_to_physica	TTE other mental disorders due to brain damage and dysfunction and to physica	77	
HC	HC717	141	TTE_personality_and_behavioural_disorders_due_to_brain_disease,_damage_and_dysfunction	TTE personality and behavioural disorders due to brain disease, damage and dysfunction	86	
HC	HC718	330	TTE_unspecified_organic_or_symptomatic_mental_disorder	TTE unspecified organic or symptomatic mental disorder	54	
HC	HC719	6462	TTE_mental_and_behavioural_disorders_due_to_use_of_alcohol	TTE mental and behavioural disorders due to use of alcohol	58	
HC	HC72	1598	chronic_fatigue_syndrome	Chronic fatigue syndrome	24	
HC	HC720	145	TTE_mental_and_behavioural_disorders_due_to_use_of_opioids	TTE mental and behavioural disorders due to use of opioids	58	
HC	HC721	154	TTE_mental_and_behavioural_disorders_due_to_use_of_cannabinoids	TTE mental and behavioural disorders due to use of cannabinoids	63	
HC	HC722	169	TTE_mental_and_behavioural_disorders_due_to_use_of_sedatives_or_hypnotics	TTE mental and behavioural disorders due to use of sedatives or hypnotics	73	
HC	HC723	32	TTE_mental_and_behavioural_disorders_due_to_use_of_cocaine	TTE mental and behavioural disorders due to use of cocaine	58	
HC	HC724	51	TTE_mental_and_behavioural_disorders_due_to_use_of_other_stimulants,_including_caffeine	TTE mental and behavioural disorders due to use of other stimulants, including caffeine	87	
HC	HC725	24	TTE_mental_and_behavioural_disorders_due_to_use_of_hallucinogens	TTE mental and behavioural disorders due to use of hallucinogens	64	
HC	HC726	25647	TTE_mental_and_behavioural_disorders_due_to_use_of_tobacco	TTE mental and behavioural disorders due to use of tobacco	58	
HC	HC727	5	TTE_mental_and_behavioural_disorders_due_to_use_of_volatile_solvents	TTE mental and behavioural disorders due to use of volatile solvents	68	
HC	HC728	149	TTE_mental_and_behavioural_disorders_due_to_multiple_drug_use_and_use_o	TTE mental and behavioural disorders due to multiple drug use and use o	71	
HC	HC729	626	TTE_schizophrenia	TTE schizophrenia	17	
HC	HC73	78	dermatopolymyositis	Dermatopolymyositis	19	
HC	HC730	12	TTE_schizotypal_disorder	TTE schizotypal disorder	24	
HC	HC731	252	TTE_persistent_delusional_disorders	TTE persistent delusional disorders	35	
HC	HC732	151	TTE_acute_and_transient_psychotic_disorders	TTE acute and transient psychotic disorders	43	
HC	HC733	2	TTE_induced_delusional_disorder	TTE induced delusional disorder	31	
HC	HC734	176	TTE_schizoaffective_disorders	TTE schizoaffective disorders	29	
HC	HC735	6	TTE_other_nonorganic_psychotic_disorders	TTE other nonorganic psychotic disorders	40	
HC	HC736	257	TTE_unspecified_nonorganic_psychosis	TTE unspecified nonorganic psychosis	36	
HC	HC737	279	TTE_manic_episode	TTE manic episode	17	
HC	HC738	1083	TTE_bipolar_affective_disorder	TTE bipolar affective disorder	30	
HC	HC739	35451	TTE_depressive_episode	TTE depressive episode	22	
HC	HC74	1219	female_infertility	Female infertility	18	
HC	HC740	2464	TTE_recurrent_depressive_disorder	TTE recurrent depressive disorder	33	
HC	HC741	602	TTE_persistent_mood_[affective]_disorders	TTE persistent mood [affective] disorders	41	
HC	HC742	106	TTE_other_mood_[affective]_disorders	TTE other mood [affective] disorders	36	
HC	HC743	625	TTE_unspecified_mood_[affective]_disorder	TTE unspecified mood [affective] disorder	41	
HC	HC744	2061	TTE_phobic_anxiety_disorders	TTE phobic anxiety disorders	28	
HC	HC745	15540	TTE_other_anxiety_disorders	TTE other anxiety disorders	27	
HC	HC746	566	TTE_obsessive-compulsive_disorder	TTE obsessive-compulsive disorder	33	
HC	HC747	9682	TTE_reaction_to_severe_stress,_and_adjustment_disorders	TTE reaction to severe stress, and adjustment disorders	55	
HC	HC748	188	TTE_dissociative_[conversion]_disorders	TTE dissociative [conversion] disorders	39	
HC	HC749	2020	TTE_somatoform_disorders	TTE somatoform disorders	24	
HC	HC75	20	alpha-1_antitrypsin_deficiency	Alpha-1 antitrypsin deficiency	30	
HC	HC750	249	TTE_other_neurotic_disorders	TTE other neurotic disorders	28	
HC	HC751	615	TTE_eating_disorders	TTE eating disorders	20	
HC	HC752	341	TTE_nonorganic_sleep_disorders	TTE nonorganic sleep disorders	30	
HC	HC753	1405	TTE_sexual_dysfunction,_not_caused_by_organic_disorder_or_disease	TTE sexual dysfunction, not caused by organic disorder or disease	65	
HC	HC754	879	TTE_mental_and_behavioural_disorders_associated_with_the_puerperium,_not_elsewhere_classified	TTE mental and behavioural disorders associated with the puerperium, not elsewhere classified	93	
HC	HC755	5	TTE_psychological_and_behavioural_factors_associated_with_disorders_or_diseases_classified_elsewhere	TTE psychological and behavioural factors associated with disorders or diseases classified elsewhere	100	
HC	HC756	11	TTE_abuse_of_non-dependence-producing_substances	TTE abuse of non-dependence-producing substances	48	
HC	HC757	2	TTE_unspecified_behavioural_syndromes_associated_with_physiological_disturbances_and_physical_factors	TTE unspecified behavioural syndromes associated with physiological disturbances and physical factors	101	
HC	HC758	420	TTE_specific_personality_disorders	TTE specific personality disorders	34	
HC	HC759	16	TTE_mixed_and_other_personality_disorders	TTE mixed and other personality disorders	41	
HC	HC76	1460	fracture_foot	Fracture foot	13	
HC	HC760	24	TTE_enduring_personality_changes,_not_attributable_to_brain_damage_and_disease	TTE enduring personality changes, not attributable to brain damage and disease	78	
HC	HC761	37	TTE_habit_and_impulse_disorders	TTE habit and impulse disorders	31	
HC	HC762	17	TTE_gender_identity_disorders	TTE gender identity disorders	29	
HC	HC763	22	TTE_disorders_of_sexual_preference	TTE disorders of sexual preference	34	
HC	HC764	269	TTE_psychological_and_behavioural_disorders_associated_with_sexual_development_and_orientation	TTE psychological and behavioural disorders associated with sexual development and orientation	94	
HC	HC765	12	TTE_other_disorders_of_adult_personality_and_behaviour	TTE other disorders of adult personality and behaviour	54	
HC	HC766	93	TTE_unspecified_disorder_of_adult_personality_and_behaviour	TTE unspecified disorder of adult personality and behaviour	59	
HC	HC767	27	TTE_mild_mental_retardation	TTE mild mental retardation	27	
HC	HC768	10	TTE_moderate_mental_retardation	TTE moderate mental retardation	31	
HC	HC769	3	TTE_severe_mental_retardation	TTE severe mental retardation	29	
HC	HC77	3877	allergy_or_anaphylactic_reaction_to_drug	Allergy or anaphylactic reaction to drug	40	
HC	HC770	3	TTE_other_mental_retardation	TTE other mental retardation	28	
HC	HC771	55	TTE_unspecified_mental_retardation	TTE unspecified mental retardation	34	
HC	HC772	146	TTE_specific_developmental_disorders_of_speech_and_language	TTE specific developmental disorders of speech and language	59	
HC	HC773	205	TTE_specific_developmental_disorders_of_scholastic_skills	TTE specific developmental disorders of scholastic skills	57	
HC	HC774	13	TTE_specific_developmental_disorder_of_motor_function	TTE specific developmental disorder of motor function	53	
HC	HC775	113	TTE_pervasive_developmental_disorders	TTE pervasive developmental disorders	37	
HC	HC776	1	TTE_other_disorders_of_psychological_development	TTE other disorders of psychological development	48	
HC	HC777	2	TTE_unspecified_disorder_of_psychological_development	TTE unspecified disorder of psychological development	53	
HC	HC778	27	TTE_hyperkinetic_disorders	TTE hyperkinetic disorders	26	
HC	HC779	76	TTE_conduct_disorders	TTE conduct disorders	21	
HC	HC78	20199	arthritis_(nos)	Arthritis (nos)	15	
HC	HC780	3	TTE_mixed_disorders_of_conduct_and_emotions	TTE mixed disorders of conduct and emotions	43	
HC	HC781	14	TTE_emotional_disorders_with_onset_specific_to_childhood	TTE emotional disorders with onset specific to childhood	56	
HC	HC782	1	TTE_disorders_of_social_functioning_with_onset_specific_to_childhood_and_adolescence	TTE disorders of social functioning with onset specific to childhood and adolescence	84	
HC	HC783	30	TTE_tic_disorders	TTE tic disorders	17	
HC	HC784	105	TTE_other_behavioural_and_emotional_disorders_with_onset_usually_occurring_in_childhood_an	TTE other behavioural and emotional disorders with onset usually occurring in childhood an	90	
HC	HC785	215	TTE_mental_disorder,_not_otherwise_specified	TTE mental disorder, not otherwise specified	44	
HC	HC786	131	TTE_bacterial_meningitis,_not_elsewhere_classified	TTE bacterial meningitis, not elsewhere classified	50	
HC	HC787	37	TTE_meningitis_in_bacterial_diseases_classified_elsewhere	TTE meningitis in bacterial diseases classified elsewhere	57	
HC	HC788	55	TTE_meningitis_in_other_infectious_and_parasitic_diseases_classified_elsewhere	TTE meningitis in other infectious and parasitic diseases classified elsewhere	78	
HC	HC789	1617	TTE_meningitis_due_to_other_and_unspecified_causes	TTE meningitis due to other and unspecified causes	50	
HC	HC79	6404	appendicitis	Appendicitis	12	
HC	HC790	457	TTE_encephalitis,_myelitis_and_encephalomyelitis	TTE encephalitis, myelitis and encephalomyelitis	48	
HC	HC791	53	TTE_encephalitis,_myelitis_and_encephalomyelitis_in_diseases_classified_elsewhere	TTE encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere	81	
HC	HC792	179	TTE_intracranial_and_intraspinal_abscess_and_granuloma	TTE intracranial and intraspinal abscess and granuloma	54	
