Annotator	Annotation date	Name	GBE ID	TableID	Field	FieldID	QT_total_num	BIN_total_num	QT_index	BIN_index	coding_exclude	coding_QT	coding_binary_case	coding_binary_control	Participants	Stability	ValueType	Units	Strata	Sexed	Instances	Array	Coding	Link
					Mean ICVF in medial lemniscus on FA skeleton (left)	25353									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25353
					Mean ICVF in inferior cerebellar peduncle on FA skeleton (right)	25354									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25354
					Mean ICVF in inferior cerebellar peduncle on FA skeleton (left)	25355									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25355
					Mean ICVF in superior cerebellar peduncle on FA skeleton (right)	25356									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25356
					Mean ICVF in superior cerebellar peduncle on FA skeleton (left)	25357									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25357
					Mean ICVF in cerebral peduncle on FA skeleton (right)	25358									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25358
					Mean ICVF in cerebral peduncle on FA skeleton (left)	25359									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25359
					Mean ICVF in anterior limb of internal capsule on FA skeleton (right)	25360									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25360
					Mean ICVF in anterior limb of internal capsule on FA skeleton (left)	25361									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25361
					Mean ICVF in posterior limb of internal capsule on FA skeleton (right)	25362									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25362
					Mean ICVF in posterior limb of internal capsule on FA skeleton (left)	25363									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25363
					Mean ICVF in retrolenticular part of internal capsule on FA skeleton (right)	25364									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25364
					Mean ICVF in retrolenticular part of internal capsule on FA skeleton (left)	25365									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25365
					Mean ICVF in anterior corona radiata on FA skeleton (right)	25366									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25366
					Mean ICVF in anterior corona radiata on FA skeleton (left)	25367									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25367
					Mean ICVF in superior corona radiata on FA skeleton (right)	25368									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25368
					Mean ICVF in superior corona radiata on FA skeleton (left)	25369									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25369
					Mean ICVF in posterior corona radiata on FA skeleton (right)	25370									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25370
					Mean ICVF in posterior corona radiata on FA skeleton (left)	25371									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25371
					Mean ICVF in posterior thalamic radiation on FA skeleton (right)	25372									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25372
					Mean ICVF in posterior thalamic radiation on FA skeleton (left)	25373									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25373
					Mean ICVF in sagittal stratum on FA skeleton (right)	25374									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25374
					Mean ICVF in sagittal stratum on FA skeleton (left)	25375									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25375
					Mean ICVF in external capsule on FA skeleton (right)	25376									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25376
					Mean ICVF in external capsule on FA skeleton (left)	25377									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25377
					Mean ICVF in cingulum cingulate gyrus on FA skeleton (right)	25378									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25378
					Mean ICVF in cingulum cingulate gyrus on FA skeleton (left)	25379									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25379
					Mean ICVF in cingulum hippocampus on FA skeleton (right)	25380									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25380
					Mean ICVF in cingulum hippocampus on FA skeleton (left)	25381									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25381
					Mean ICVF in fornix cres+stria terminalis on FA skeleton (right)	25382									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25382
					Mean ICVF in fornix cres+stria terminalis on FA skeleton (left)	25383									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25383
					Mean ICVF in superior longitudinal fasciculus on FA skeleton (right)	25384									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25384
					Mean ICVF in superior longitudinal fasciculus on FA skeleton (left)	25385									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25385
					Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (right)	25386									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25386
					Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (left)	25387									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25387
					Mean ICVF in uncinate fasciculus on FA skeleton (right)	25388									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25388
					Mean ICVF in uncinate fasciculus on FA skeleton (left)	25389									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25389
					Mean ICVF in tapetum on FA skeleton (right)	25390									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25390
					Mean ICVF in tapetum on FA skeleton (left)	25391									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25391
					Mean ISOVF in middle cerebellar peduncle on FA skeleton	25440									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25440
					Mean ISOVF in pontine crossing tract on FA skeleton	25441									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25441
					Mean ISOVF in genu of corpus callosum on FA skeleton	25442									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25442
					Mean ISOVF in body of corpus callosum on FA skeleton	25443									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25443
					Mean ISOVF in splenium of corpus callosum on FA skeleton	25444									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25444
					Mean ISOVF in fornix on FA skeleton	25445									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25445
					Mean ISOVF in corticospinal tract on FA skeleton (right)	25446									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25446
					Mean ISOVF in corticospinal tract on FA skeleton (left)	25447									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25447
					Mean ISOVF in medial lemniscus on FA skeleton (right)	25448									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25448
					Mean ISOVF in medial lemniscus on FA skeleton (left)	25449									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25449
					Mean ISOVF in inferior cerebellar peduncle on FA skeleton (right)	25450									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25450
					Mean ISOVF in inferior cerebellar peduncle on FA skeleton (left)	25451									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25451
					Mean ISOVF in superior cerebellar peduncle on FA skeleton (right)	25452									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25452
					Mean ISOVF in superior cerebellar peduncle on FA skeleton (left)	25453									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25453
					Mean ISOVF in cerebral peduncle on FA skeleton (right)	25454									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25454
					Mean ISOVF in cerebral peduncle on FA skeleton (left)	25455									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25455
					Mean ISOVF in anterior limb of internal capsule on FA skeleton (right)	25456									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25456
					Mean ISOVF in anterior limb of internal capsule on FA skeleton (left)	25457									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25457
					Mean ISOVF in posterior limb of internal capsule on FA skeleton (right)	25458									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25458
					Mean ISOVF in posterior limb of internal capsule on FA skeleton (left)	25459									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25459
					Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (right)	25460									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25460
					Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (left)	25461									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25461
					Mean ISOVF in anterior corona radiata on FA skeleton (right)	25462									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25462
					Mean ISOVF in anterior corona radiata on FA skeleton (left)	25463									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25463
					Mean ISOVF in superior corona radiata on FA skeleton (right)	25464									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25464
					Mean ISOVF in superior corona radiata on FA skeleton (left)	25465									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25465
					Mean ISOVF in posterior corona radiata on FA skeleton (right)	25466									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25466
					Mean ISOVF in posterior corona radiata on FA skeleton (left)	25467									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25467
					Mean ISOVF in posterior thalamic radiation on FA skeleton (right)	25468									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25468
					Mean ISOVF in posterior thalamic radiation on FA skeleton (left)	25469									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25469
					Mean ISOVF in sagittal stratum on FA skeleton (right)	25470									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25470
					Mean ISOVF in sagittal stratum on FA skeleton (left)	25471									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25471
					Mean ISOVF in external capsule on FA skeleton (right)	25472									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25472
					Mean ISOVF in external capsule on FA skeleton (left)	25473									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25473
					Mean ISOVF in cingulum cingulate gyrus on FA skeleton (right)	25474									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25474
					Mean ISOVF in cingulum cingulate gyrus on FA skeleton (left)	25475									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25475
					Mean ISOVF in cingulum hippocampus on FA skeleton (right)	25476									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25476
					Mean ISOVF in cingulum hippocampus on FA skeleton (left)	25477									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25477
					Mean ISOVF in fornix cres+stria terminalis on FA skeleton (right)	25478									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25478
					Mean ISOVF in fornix cres+stria terminalis on FA skeleton (left)	25479									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25479
					Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (right)	25482									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25482
					Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (left)	25483									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25483
					Weighted-mean FA in tract acoustic radiation (left)	25488									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25488
					Weighted-mean FA in tract acoustic radiation (right)	25489									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25489
					Weighted-mean FA in tract anterior thalamic radiation (left)	25490									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25490
					Weighted-mean FA in tract anterior thalamic radiation (right)	25491									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25491
					Weighted-mean FA in tract cingulate gyrus part of cingulum (left)	25492									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25492
					Weighted-mean FA in tract cingulate gyrus part of cingulum (right)	25493									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25493
					Weighted-mean FA in tract parahippocampal part of cingulum (left)	25494									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25494
					Weighted-mean FA in tract parahippocampal part of cingulum (right)	25495									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25495
					Weighted-mean FA in tract corticospinal tract (left)	25496									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25496
					Weighted-mean FA in tract corticospinal tract (right)	25497									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25497
					Weighted-mean FA in tract forceps major	25498									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25498
					Weighted-mean FA in tract forceps minor	25499									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25499
					Weighted-mean FA in tract inferior fronto-occipital fasciculus (left)	25500									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25500
					Weighted-mean FA in tract inferior fronto-occipital fasciculus (right)	25501									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25501
					Weighted-mean FA in tract inferior longitudinal fasciculus (left)	25502									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25502
					Weighted-mean FA in tract inferior longitudinal fasciculus (right)	25503									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25503
					Weighted-mean FA in tract middle cerebellar peduncle	25504									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25504
					Weighted-mean FA in tract medial lemniscus (left)	25505									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25505
					Weighted-mean FA in tract medial lemniscus (right)	25506									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25506
					Weighted-mean FA in tract posterior thalamic radiation (left)	25507									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25507
					Weighted-mean FA in tract posterior thalamic radiation (right)	25508									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25508
					Weighted-mean FA in tract superior longitudinal fasciculus (left)	25509									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25509
					Weighted-mean FA in tract superior longitudinal fasciculus (right)	25510									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25510
					Weighted-mean FA in tract superior thalamic radiation (left)	25511									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25511
					Weighted-mean FA in tract superior thalamic radiation (right)	25512									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25512
					Weighted-mean FA in tract uncinate fasciculus (left)	25513									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25513
					Weighted-mean FA in tract uncinate fasciculus (right)	25514									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25514
					Weighted-mean MD in tract acoustic radiation (left)	25515									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25515
					Weighted-mean MD in tract acoustic radiation (right)	25516									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25516
					Weighted-mean MD in tract anterior thalamic radiation (left)	25517									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25517
					Weighted-mean MD in tract anterior thalamic radiation (right)	25518									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25518
					Weighted-mean MD in tract cingulate gyrus part of cingulum (left)	25519									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25519
					Weighted-mean MD in tract cingulate gyrus part of cingulum (right)	25520									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25520
					Weighted-mean MD in tract parahippocampal part of cingulum (left)	25521									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25521
					Weighted-mean MD in tract parahippocampal part of cingulum (right)	25522									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25522
					Weighted-mean MD in tract corticospinal tract (left)	25523									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25523
					Weighted-mean MD in tract corticospinal tract (right)	25524									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25524
					Weighted-mean MD in tract forceps major	25525									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25525
					Weighted-mean MD in tract forceps minor	25526									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25526
					Weighted-mean MD in tract inferior fronto-occipital fasciculus (left)	25527									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25527
					Weighted-mean MD in tract inferior fronto-occipital fasciculus (right)	25528									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25528
					Weighted-mean MD in tract inferior longitudinal fasciculus (left)	25529									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25529
					Weighted-mean MD in tract inferior longitudinal fasciculus (right)	25530									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25530
					Weighted-mean MD in tract middle cerebellar peduncle	25531									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25531
					Weighted-mean MD in tract medial lemniscus (left)	25532									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25532
					Weighted-mean MD in tract medial lemniscus (right)	25533									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25533
					Weighted-mean MD in tract posterior thalamic radiation (left)	25534									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25534
					Weighted-mean MD in tract posterior thalamic radiation (right)	25535									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25535
					Weighted-mean MD in tract superior longitudinal fasciculus (left)	25536									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25536
					Weighted-mean MD in tract superior longitudinal fasciculus (right)	25537									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25537
					Weighted-mean MD in tract superior thalamic radiation (left)	25538									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25538
					Weighted-mean MD in tract superior thalamic radiation (right)	25539									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25539
					Weighted-mean MD in tract uncinate fasciculus (left)	25540									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25540
					Weighted-mean MD in tract uncinate fasciculus (right)	25541									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25541
					Weighted-mean MO in tract acoustic radiation (left)	25542									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25542
					Weighted-mean MO in tract acoustic radiation (right)	25543									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25543
					Weighted-mean MO in tract anterior thalamic radiation (left)	25544									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25544
					Weighted-mean MO in tract anterior thalamic radiation (right)	25545									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25545
					Weighted-mean MO in tract cingulate gyrus part of cingulum (left)	25546									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25546
					Weighted-mean MO in tract cingulate gyrus part of cingulum (right)	25547									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25547
					Weighted-mean MO in tract parahippocampal part of cingulum (left)	25548									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25548
					Weighted-mean MO in tract parahippocampal part of cingulum (right)	25549									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25549
					Weighted-mean MO in tract corticospinal tract (left)	25550									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25550
					Weighted-mean MO in tract corticospinal tract (right)	25551									19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25551
