#GBE_category	GBE_ID	N	N_GBE	N_NBW	N_AFR	N_SAS	N_EAS	N_SMR	N_OTH	N_META	GBE_NAME	GBE_short_name	GBE_short_name_len
Disease_outcome	HC177	571	424	23	1	0	0	49	22	518	dupuytren's_contracture	Dupuytren's contracture	23
Disease_outcome	HC178	2320	1600	111	18	28	2	190	139	2086	stress	Stress	6
Disease_outcome	HC179	15776	9959	719	354	580	27	1432	931	14002	iron_deficiency_anaemia	Iron deficiency anaemia	23
Disease_outcome	HC18	191	111	11	2	11	0	19	14	166	pemphigoid/pemphigus	Pemphigoid/pemphigus	20
Disease_outcome	HC180	1440	970	87	17	24	3	111	86	1295	thyroid_problem_(not_cancer)	Thyroid problem (not cancer)	28
Disease_outcome	HC181	528	358	28	5	4	1	59	34	479	eye_infection	Eye infection	13
Disease_outcome	HC182	1873	1282	96	5	19	5	165	99	1661	osteopenia	Osteopenia	10
Disease_outcome	HC183	43	25	4	0	1	0	5	3	25	spinal_abscess	Spinal abscess	14
Disease_outcome	HC184	2141	1494	92	13	16	1	199	82	1896	aortic_aneurysm_rupture	Aortic aneurysm rupture	23
Disease_outcome	HC185	11151	7461	540	84	136	6	1022	611	9860	cellulitis	Cellulitis	10
Disease_outcome	HC186	72	47	2	1	1	0	7	6	47	paget's_disease	Paget's disease	15
Disease_outcome	HC187	177	121	11	1	3	1	18	7	157	chronic_laryngitis	Chronic laryngitis	18
Disease_outcome	HC188	24834	16901	1055	136	282	35	2323	1236	21968	cholelithiasis/gall_stones	Gallstones	10
Disease_outcome	HC189	137	79	11	9	1	1	6	9	90	hyperaldosteronism/conn's_syndrome	Hyperaldosteronism/conn's syndrome	34
Disease_outcome	HC19	27	14	3	0	1	0	5	2	14	phaeochromocytoma	Phaeochromocytoma	17
Disease_outcome	HC190	82	68	1	0	0	0	6	4	68	scrotal_problem_(not_cancer)	Scrotal problem (not cancer)	28
Disease_outcome	HC191	311	214	12	1	2	0	26	32	284	peripheral_nerve_injury	Peripheral nerve injury	23
Disease_outcome	HC192	80	55	3	2	0	0	8	4	55	bowel_/_intestinal_perforation	Bowel / intestinal perforation	30
Disease_outcome	HC193	2813	1970	149	23	14	1	251	133	2540	heart_arrhythmia	Heart arrhythmia	16
Disease_outcome	HC194	1013	681	61	4	10	3	100	72	924	liver/biliary/pancreas_problem	Liver/biliary/pancreas problem	30
Disease_outcome	HC195	1558	1056	72	14	26	2	135	96	1399	ureteric_obstruction/hydronephrosis	Ureteric obstruction/hydronephrosis	35
Disease_outcome	HC196	1410	921	65	20	20	3	134	76	1236	labyrinthitis	Labyrinthitis	13
Disease_outcome	HC197	488	341	31	2	2	0	30	41	443	clotting_disorder/excessive_bleeding	Clotting disorder/excessive bleeding	36
Disease_outcome	HC198	1363	908	65	28	25	1	116	68	1210	hyperparathyroidism	Hyperparathyroidism	19
Disease_outcome	HC199	55	40	3	1	0	0	2	5	40	cervical_problem	Cervical problem	16
Disease_outcome	HC2	294	190	21	10	2	0	28	16	265	myocarditis	Myocarditis	11
Disease_outcome	HC20	136	93	3	1	2	0	17	6	93	cervical_erosion	Cervical erosion	16
Disease_outcome	HC200	2937	2003	144	16	28	5	262	167	2620	fracture_tibia	Fracture tibia	14
Disease_outcome	HC201	5105	3402	239	27	105	3	483	334	4593	ulcerative_colitis	Ulcerative colitis	18
Disease_outcome	HC202	1802	1237	76	14	31	1	173	90	1621	trapped_nerve/compressed_nerve	Trapped nerve/compressed nerve	30
Disease_outcome	HC203	8447	5793	358	99	54	6	792	401	7497	pulmonary_embolism_+/-_dvt	PE +/- DVT	10
Disease_outcome	HC204	3685	2477	168	41	44	2	357	222	3309	bursitis	Bursitis	8
Disease_outcome	HC205	8275	5585	369	122	99	14	646	521	7356	endometriosis	Endometriosis	13
Disease_outcome	HC206	2148	1471	92	9	24	3	215	102	1904	parkinsons_disease	Parkinsons disease	18
Disease_outcome	HC207	194	131	7	3	3	1	17	16	164	soft_tissue_inflammation	Soft tissue inflammation	24
Disease_outcome	HC208	708	477	35	14	14	0	65	32	637	parathyroid_gland_problem_(not_cancer)	Parathyroid gland problem (not cancer)	38
Disease_outcome	HC209	3952	2519	261	77	60	14	387	250	3568	gastric/stomach_ulcers	Gastric/stomach ulcers	22
Disease_outcome	HC21	363	245	18	5	7	2	36	15	314	mitral_valve_disease	Mitral valve disease	20
Disease_outcome	HC210	538	366	34	1	6	3	52	26	478	non-infective_hepatitis	Non-infective hepatitis	23
Disease_outcome	HC211	140	90	5	6	3	0	11	10	90	dermatomyositis	Dermatomyositis	15
Disease_outcome	HC212	374	257	12	2	4	1	47	15	331	oesophageal_disorder	Oesophageal disorder	20
Disease_outcome	HC213	263	178	11	2	1	1	25	13	227	pericardial_problem	Pericardial problem	19
Disease_outcome	HC214	24	19	0	0	0	0	3	0	19	empyema	Empyema	7
Disease_outcome	HC215	171859	114772	7648	2919	3185	306	15984	9098	153912	hypertension	Hypertension	12
Disease_outcome	HC216	2014	1404	97	22	20	1	161	97	1801	pneumothorax	Pneumothorax	12
Disease_outcome	HC217	607	410	28	6	15	1	50	31	534	neck_problem/injury	Neck problem/injury	19
Disease_outcome	HC218	428	298	21	3	1	0	42	27	388	motor_neurone_disease	Motor neurone disease	21
Disease_outcome	HC219	32208	21489	1582	194	629	33	3052	1717	28696	hypothyroidism/myxoedema	Hypothyroidism/myxoedema	24
Disease_outcome	HC22	16483	10805	932	92	197	20	1570	895	14511	osteoporosis	Osteoporosis	12
Disease_outcome	HC220	749	496	34	15	20	0	66	43	674	interstitial_lung_disease	Interstitial lung disease	25
Disease_outcome	HC221	37717	23125	1571	1023	1883	79	3344	2472	33497	diabetes	Diabetes	8
Disease_outcome	HC222	1403	928	76	9	16	0	139	70	1229	arterial_embolism	Arterial embolism	17
Disease_outcome	HC223	2337	1586	113	14	19	2	220	129	2081	fracture_pelvis	Fracture pelvis	15
Disease_outcome	HC224	2798	2046	113	2	5	2	272	108	2539	rubella_/_german_measles	Rubella / german measles	24
Disease_outcome	HC225	22074	14990	926	128	259	30	2064	1100	19497	cholecystitis	Cholecystitis	13
Disease_outcome	HC226	811	519	50	10	6	0	89	42	710	herpes_simplex	Herpes simplex	14
Disease_outcome	HC227	418	266	12	9	9	0	49	25	352	erectile_dysfunction_/_impotence	Erectile dysfunction / impotence	32
Disease_outcome	HC228	61	44	3	0	0	0	3	5	44	infection_of_nervous_system	Infection of nervous system	27
Disease_outcome	HC229	187	116	11	5	1	1	22	9	158	chronic_skin_ulcers	Chronic skin ulcers	19
Disease_outcome	HC23	98	70	3	3	1	0	8	3	70	fibrosing_alveolitis/unspecified_alveolitis	Fibrosing alveolitis/unspecified alveolitis	43
Disease_outcome	HC230	583	399	39	11	9	0	49	26	524	disc_problem	Disc problem	12
Disease_outcome	HC231	3595	2424	186	25	22	3	350	190	3197	heart_valve_problem/heart_murmur	Heart valve problem/heart murmur	32
Disease_outcome	HC232	853	569	56	8	9	2	80	50	755	abnormal_smear_(cervix)	Abnormal smear (cervix)	23
Disease_outcome	HC233	1535	978	116	19	20	0	131	116	1380	mania/bipolar_disorder/manic_depression	Mania/bipolar disorder/manic depression	39
Disease_outcome	HC234	2662	1756	158	33	30	5	250	174	2401	allergy_or_anaphylactic_reaction_to_food	Allergy or anaphylactic reaction to food	40
Disease_outcome	HC235	80	54	5	0	0	0	9	4	54	other_demyelinating_disease	Other demyelinating disease	27
Disease_outcome	HC236	100	66	3	3	0	1	8	7	66	ovarian_problem	Ovarian problem	15
Disease_outcome	HC237	9019	6040	412	102	128	14	839	583	8118	back_problem	Back problem	12
Disease_outcome	HC238	147	86	6	5	1	0	16	11	86	acromegaly	Acromegaly	10
Disease_outcome	HC239	7827	5206	341	101	114	14	766	413	6955	subdural_haemorrhage/haematoma	Subdural haemorrhage/haematoma	30
Disease_outcome	HC24	664	422	41	7	22	3	59	36	580	mrsa_/_methicillin_resistant_staphylococcus_aureus	Mrsa / methicillin resistant staphylococcus aureus	50
Disease_outcome	HC240	2600	1783	119	12	49	0	228	131	2322	fracture_finger	Fracture finger	15
Disease_outcome	HC241	286	211	15	0	1	0	23	11	260	cranial_nerve_problem/palsy	Cranial nerve problem/palsy	27
Disease_outcome	HC242	502	338	26	8	9	1	41	29	434	pericarditis	Pericarditis	12
Disease_outcome	HC243	22800	16097	947	151	291	17	2071	1135	20709	inguinal_hernia	Inguinal hernia	15
Disease_outcome	HC244	79	57	4	0	0	0	6	4	57	carcinoid_syndrome/tumour	Carcinoid syndrome/tumour	25
Disease_outcome	HC245	26	19	0	1	0	0	1	1	19	bile_duct_disease	Bile duct disease	17
Disease_outcome	HC246	1161	614	80	57	32	4	100	104	987	schizophrenia	Schizophrenia	13
Disease_outcome	HC247	466	313	29	5	8	0	43	16	401	breast_disease_(not_cancer)	Breast disease (not cancer)	27
Disease_outcome	HC248	641	424	31	6	14	3	58	34	561	allergy_to_house_dust_mite	Allergy to house dust mite	26
Disease_outcome	HC249	275	137	40	6	5	0	16	32	225	hepatitis_c	Hepatitis c	11
Disease_outcome	HC25	39076	25584	1738	637	1169	104	3454	2153	34839	cataract	Cataract	8
Disease_outcome	HC250	397	297	20	1	6	0	29	13	359	acute_infective_polyneuritis/guillain-barre_syndrome	Acute infective polyneuritis/guillain-barre syndrome	52
Disease_outcome	HC251	372	246	21	1	2	2	39	24	330	liver_failure/cirrhosis	Liver failure/cirrhosis	23
Disease_outcome	HC252	392	270	15	0	4	0	40	11	336	leg_claudication/_intermittent_claudication	Leg claudication/ intermittent claudication	43
Disease_outcome	HC253	1878	1283	79	5	13	1	190	91	1656	meniere's_disease	Meniere's disease	17
Disease_outcome	HC254	1619	1149	73	8	10	2	141	76	1449	uterine_polyps	Uterine polyps	14
Disease_outcome	HC255	1895	1279	78	22	26	3	169	112	1686	subarachnoid_haemorrhage	Subarachnoid haemorrhage	24
Disease_outcome	HC256	897	628	44	5	4	1	75	58	805	fracture_toe	Fracture toe	12
Disease_outcome	HC257	1011	705	40	6	3	2	96	53	894	femoral_hernia	Femoral hernia	14
Disease_outcome	HC258	72	39	2	3	0	0	5	6	39	haemophilia	Haemophilia	11
Disease_outcome	HC259	3113	2135	168	12	42	2	262	135	2754	aortic_stenosis	Aortic stenosis	15
Disease_outcome	HC26	291	186	14	3	5	0	28	18	246	iritis	Iritis	6
Disease_outcome	HC260	1313	899	69	13	14	0	112	83	1190	fracture_fibula	Fracture fibula	15
Disease_outcome	HC261	18778	12895	873	157	244	53	1675	986	16883	eczema/dermatitis	Eczema/dermatitis	17
Disease_outcome	HC262	6134	4327	267	11	15	2	576	289	5485	diverticular_disease/diverticulitis	Diverticular disease/diverticulitis	35
Disease_outcome	HC263	2017	1393	95	8	28	2	190	96	1802	nasal/sinus_disorder	Nasal/sinus disorder	20
Disease_outcome	HC264	384	242	39	4	3	0	30	29	340	hepatitis_a	Hepatitis a	11
Disease_outcome	HC265	22	19	1	1	0	0	0	0	19	bowel_/_intestinal_infarction	Bowel / intestinal infarction	29
Disease_outcome	HC266	34	19	1	1	0	0	6	3	19	other_venous/lymphatic_disease	Other venous/lymphatic disease	30
Disease_outcome	HC267	1263	813	43	11	26	2	141	82	1116	tennis_elbow_/_lateral_epicondylitis	Tennis elbow / lateral epicondylitis	36
Disease_outcome	HC268	433	284	16	7	8	1	37	21	358	varicose_ulcer	Varicose ulcer	14
Disease_outcome	HC269	67313	45228	2910	718	1565	112	6282	3812	60627	high_cholesterol	High cholesterol	16
Disease_outcome	HC27	192	134	7	3	5	0	15	16	165	gastrointestinal_bleeding	Gastrointestinal bleeding	25
Disease_outcome	HC270	700	457	44	6	5	0	81	33	615	encephalitis	Encephalitis	12
Disease_outcome	HC271	1095	716	39	12	23	0	106	65	961	epicondylitis	Epicondylitis	13
Disease_outcome	HC272	47	33	2	1	0	0	2	4	33	stevens_johnson_syndrome	Stevens johnson syndrome	24
Disease_outcome	HC273	114598	76033	4864	1956	2426	177	10736	5999	102191	essential_hypertension	Essential hypertension	22
Disease_outcome	HC274	5807	3912	258	111	86	2	524	340	5231	umbilical_hernia	Umbilical hernia	16
Disease_outcome	HC275	997	653	46	20	22	1	89	63	893	gastritis/gastric_erosions	Gastritis/gastric erosions	26
Disease_outcome	HC276	10730	7119	477	265	217	23	957	573	9631	glaucoma	Glaucoma	8
Disease_outcome	HC277	728	510	31	10	7	2	52	50	653	menopausal_symptoms_/_menopause	Menopausal symptoms / menopause	31
Disease_outcome	HC278	819	529	46	6	7	1	87	57	719	cerebral_aneurysm	Cerebral aneurysm	17
Disease_outcome	HC279	72	52	5	0	0	0	7	5	52	myeloproliferative_disorder	Myeloproliferative disorder	27
Disease_outcome	HC28	3721	2526	161	23	41	6	327	177	3255	bronchiectasis	Bronchiectasis	14
Disease_outcome	HC280	877	636	33	2	4	0	65	42	776	peripheral_neuropathy	Peripheral neuropathy	21
Disease_outcome	HC281	22992	16024	1017	132	194	16	2161	976	20520	atrial_fibrillation	Atrial fibrillation	19
Disease_outcome	HC282	6264	4175	269	81	108	9	529	354	5525	whooping_cough_/_pertussis	Whooping cough / pertussis	26
Disease_outcome	HC283	4825	3241	246	55	55	6	450	246	4293	cystitis	Cystitis	8
Disease_outcome	HC284	864	593	51	3	9	0	83	51	778	fracture_nose	Fracture nose	13
Disease_outcome	HC285	52776	35434	2333	649	774	68	4847	2980	47085	other_joint_disorder	Other joint disorder	20
Disease_outcome	HC286	359	255	16	1	8	0	33	21	325	plantar_fascitis	Plantar fascitis	16
Disease_outcome	HC287	1320	945	65	4	5	0	103	69	1182	infectious_mononucleosis_/_glandular_fever_/_epstein_barr_virus_(ebv)	Infectious mononucleosis / glandular fever / epstein barr virus (ebv)	69
Disease_outcome	HC288	248	154	13	12	6	1	20	24	223	alopecia_/_hair_loss	Alopecia / hair loss	20
Disease_outcome	HC289	330	194	13	5	18	1	33	27	285	vitiligo	Vitiligo	8
Disease_outcome	HC29	16	9	1	0	3	0	0	0	0	yellow_fever	Yellow fever	12
Disease_outcome	HC290	3015	2050	158	11	26	2	267	158	2670	fracture_upper_arm_/_humerus_/_elbow	Fracture upper arm / humerus / elbow	36
Disease_outcome	HC291	875	549	61	15	21	2	55	71	772	polycystic_ovaries/polycystic_ovarian_syndrome	Polycystic ovaries/polycystic ovarian syndrome	46
Disease_outcome	HC292	411	254	25	3	7	0	36	29	344	vasculitis	Vasculitis	10
Disease_outcome	HC293	899	603	43	9	17	1	90	44	797	fracture_patella_/_knee	Fracture patella / knee	23
Disease_outcome	HC294	16867	11031	688	302	360	17	1603	916	14917	renal/kidney_failure	Renal/kidney failure	20
Disease_outcome	HC295	13731	9105	550	183	199	28	1291	828	12184	carpal_tunnel_syndrome	Carpal tunnel syndrome	22
Disease_outcome	HC296	619	424	24	3	9	0	59	38	545	fracture_thumb	Fracture thumb	14
Disease_outcome	HC297	48	30	3	0	2	0	4	6	30	dengue_fever	Dengue fever	12
Disease_outcome	HC298	7039	4732	338	64	95	17	638	423	6307	chronic_sinusitis	Chronic sinusitis	17
Disease_outcome	HC299	9475	6265	401	108	232	4	904	451	8365	heart_failure/pulmonary_odema	Heart failure/pulmonary odema	29
Disease_outcome	HC3	892	538	63	31	17	2	75	60	784	ectopic_pregnancy	Ectopic pregnancy	17
Disease_outcome	HC30	131	94	7	1	1	0	9	7	94	aortic_regurgitation_/_incompetence	Aortic regurgitation / incompetence	35
Disease_outcome	HC300	541	363	31	0	5	1	52	27	473	benign_/_essential_tremor	Benign / essential tremor	25
Disease_outcome	HC301	202	137	7	0	0	0	23	9	169	asbestosis	Asbestosis	10
Disease_outcome	HC302	5263	3674	245	47	64	8	465	262	4757	retinal_detachment	Retinal detachment	18
Disease_outcome	HC303	3281	2300	178	7	24	0	300	139	2941	malabsorption/coeliac_disease	Malabsorption/coeliac disease	29
Disease_outcome	HC304	465	326	25	3	9	0	36	24	411	burns_N/A	Burns N/A	9
Disease_outcome	HC305	294	170	19	4	5	0	39	21	249	mitral_stenosis	Mitral stenosis	15
Disease_outcome	HC306	583	374	32	10	9	1	42	42	500	insomnia	Insomnia	8
Disease_outcome	HC307	1681	1171	70	8	32	0	151	93	1517	colitis/not_crohns_or_ulcerative_colitis	Colitis/not crohns or ulcerative colitis	40
Disease_outcome	HC308	2083	1381	106	47	28	2	159	118	1839	hypertrophic_cardiomyopathy_(hcm_/_hocm)	Hypertrophic cardiomyopathy (hcm / hocm)	40
Disease_outcome	HC309	252	169	16	3	6	1	24	11	220	brain_haemorrhage	Brain haemorrhage	17
Disease_outcome	HC31	8684	5578	406	389	89	21	702	592	7777	uterine_fibroids	Uterine fibroids	16
Disease_outcome	HC310	69675	47691	3001	590	932	56	6487	3648	62405	hiatus_hernia	Hiatus hernia	13
Disease_outcome	HC311	7800	5673	298	30	27	1	708	309	7045	measles_/_morbillivirus	Measles / morbillivirus	23
Disease_outcome	HC312	197	149	9	0	1	0	11	7	167	wegners_granulmatosis	Wegners granulmatosis	21
Disease_outcome	HC313	414	287	16	1	2	0	41	27	371	primary_biliary_cirrhosis	Primary biliary cirrhosis	25
Disease_outcome	HC314	4101	2805	194	17	66	4	375	215	3672	fracture_hand	Fracture hand	13
Disease_outcome	HC315	587	405	26	4	9	0	57	25	513	fracture_neck_/_cervical_fracture	Fracture neck / cervical fracture	33
Disease_outcome	HC316	17687	11407	826	308	362	54	1681	1080	15718	dyspepsia_/_indigestion	Dyspepsia / indigestion	23
Disease_outcome	HC317	597	398	32	8	8	3	50	32	512	breast_fibroadenoma	Breast fibroadenoma	19
Disease_outcome	HC318	576	370	40	15	6	0	50	37	512	vocal_cord_polyp	Vocal cord polyp	16
Disease_outcome	HC319	174	109	10	4	3	1	12	10	141	cushings_syndrome	Cushings syndrome	17
Disease_outcome	HC32	2391	1607	125	16	25	3	228	127	2128	other_renal/kidney_problem	Other renal/kidney problem	26
Disease_outcome	HC320	2492	1710	126	18	16	3	232	132	2234	meningitis	Meningitis	10
Disease_outcome	HC321	1032	652	58	17	30	3	88	70	915	sjogren's_syndrome/sicca_syndrome	Sjogren's syndrome/sicca syndrome	33
Disease_outcome	HC322	2674	1805	105	20	43	1	248	159	2380	crohns_disease	Crohns disease	14
Disease_outcome	HC323	7901	5223	429	73	98	5	762	437	7022	head_injury	Head injury	11
Disease_outcome	HC324	333	235	15	1	3	0	25	25	300	obsessive_compulsive_disorder_(ocd)	Obsessive compulsive disorder (ocd)	35
Disease_outcome	HC325	178	114	10	1	2	0	24	6	154	chronic/degenerative_neurological_problem	Chronic/degenerative neurological problem	41
Disease_outcome	HC326	20957	13964	881	149	571	14	2089	1082	18750	heart_attack/myocardial_infarction	Heart attack (MI)	17
Disease_outcome	HC327	853	580	52	3	2	2	87	34	753	fracture_metatarsal	Fracture metatarsal	19
Disease_outcome	HC328	10530	7158	486	93	175	24	984	586	9506	gout	Gout	4
Disease_outcome	HC329	210	149	13	0	1	0	20	9	191	benign_neuroma	Benign neuroma	14
Disease_outcome	HC33	607	407	28	5	5	2	58	44	537	spinal_cord_disorder	Spinal cord disorder	20
Disease_outcome	HC330	344	231	16	6	3	1	27	21	295	myasthenia_gravis	Myasthenia gravis	17
Disease_outcome	HC331	6298	4441	299	27	53	5	582	301	5703	tonsiltis	Tonsiltis	9
Disease_outcome	HC332	588	371	38	7	3	0	56	53	518	post-traumatic_stress_disorder	Post-traumatic stress disorder	30
Disease_outcome	HC333	180	125	4	0	0	0	13	8	146	lung_abscess	Lung abscess	12
Disease_outcome	HC334	2843	1983	145	8	31	1	248	146	2553	fracture_sternum	Fracture sternum	16
Disease_outcome	HC335	10	4	1	0	0	0	1	1	0	pancytopenia	Pancytopenia	12
Disease_outcome	HC336	93	52	4	2	2	0	9	12	52	iga_nephropathy	Iga nephropathy	15
Disease_outcome	HC337	522	344	33	9	7	0	42	33	452	type_1_diabetes	Type 1 diabetes	15
Disease_outcome	HC338	679	463	29	4	10	1	69	34	605	giant_cell/temporal_arteritis	Giant cell/temporal arteritis	29
Disease_outcome	HC339	9764	6612	510	71	93	10	889	526	8711	fracture_lower_leg_/_ankle	Fracture lower leg / ankle	26
Disease_outcome	HC34	2573	1771	124	6	21	0	256	133	2305	pleurisy	Pleurisy	8
Disease_outcome	HC340	1812	1229	68	28	15	4	209	81	1630	menorrhagia_(unknown_cause)	Menorrhagia (unknown cause)	27
Disease_outcome	HC341	243	171	9	1	3	0	27	10	208	fracture_face_/_orbit_/_eye_socket	Fracture face / orbit / eye socket	34
Disease_outcome	HC342	893	615	45	5	20	0	94	56	830	prostate_problem_(not_cancer)	Prostate problem (not cancer)	29
Disease_outcome	HC343	84	52	8	2	3	0	6	2	52	glomerulnephritis	Glomerulnephritis	17
Disease_outcome	HC344	619	429	20	3	8	1	59	32	540	post-natal_depression	Post-natal depression	21
Disease_outcome	HC345	130	97	3	0	0	0	10	8	97	neurological_injury/trauma	Neurological injury/trauma	26
Disease_outcome	HC346	2503	1643	101	33	43	0	223	161	2204	fibromyalgia	Fibromyalgia	12
Disease_outcome	HC347	826	544	45	10	12	0	81	55	747	blistering/desquamating_skin_disorder	Blistering/desquamating skin disorder	37
Disease_outcome	HC348	573	363	34	7	7	1	58	44	499	bell's_palsy/facial_nerve_palsy	Bell's palsy/facial nerve palsy	31
Disease_outcome	HC349	82	64	1	0	1	0	4	4	64	bowen's_disease	Bowen's disease	15
Disease_outcome	HC35	711	492	35	3	11	1	51	30	619	sick_sinus_syndrome	Sick sinus syndrome	19
Disease_outcome	HC350	153	92	10	6	3	0	8	13	102	hyperprolactinaemia	Hyperprolactinaemia	19
Disease_outcome	HC351	1072	707	50	11	16	0	90	63	937	blepharitis_/_eyelid_infection	Blepharitis / eyelid infection	30
Disease_outcome	HC352	889	516	61	47	22	3	70	69	785	systemic_lupus_erythematosis/sle	Systemic lupus erythematosis/sle	32
Disease_outcome	HC353	2041	1421	95	9	19	1	186	105	1826	other_neurological_problem	Other neurological problem	26
Disease_outcome	HC354	102	60	10	2	5	0	6	8	70	kidney_nephropathy	Kidney nephropathy	18
Disease_outcome	HC355	1703	1153	66	12	18	2	143	87	1479	rectal_prolapse	Rectal prolapse	15
Disease_outcome	HC356	514	345	18	2	14	0	46	29	452	retinal_artery/vein_occlusion	Retinal artery/vein occlusion	29
Disease_outcome	HC357	6150	4031	353	70	106	12	565	345	5482	duodenal_ulcer	Duodenal ulcer	14
Disease_outcome	HC358	317	220	13	5	3	1	26	21	280	optic_neuritis	Optic neuritis	14
Disease_outcome	HC359	324	227	24	0	3	0	20	13	284	adrenocortical_insufficiency/addison's_disease	Adrenocortical insufficiency/addison's disease	46
Disease_outcome	HC36	23430	15869	1115	213	285	14	2180	1184	20860	pneumonia	Pneumonia	9
Disease_outcome	HC360	159	109	8	0	2	1	14	9	132	grave's_disease	Grave's disease	15
Disease_outcome	HC361	1691	1121	77	12	24	2	157	110	1501	anorexia/bulimia/other_eating_disorder	Anorexia/bulimia/other eating disorder	38
Disease_outcome	HC362	15797	10467	716	160	268	13	1500	821	13945	respiratory_infection	Respiratory infection	21
Disease_outcome	HC363	994	700	47	4	11	0	96	48	902	fracture_clavicle_/_collar_bone	Fracture clavicle / collar bone	31
Disease_outcome	HC364	7539	4868	402	126	151	13	711	494	6765	sleep_apnoea	Sleep apnoea	12
Disease_outcome	HC365	60	29	9	2	0	0	2	13	29	schistosomiasis/bilharzia	Schistosomiasis/bilharzia	25
Disease_outcome	HC366	3730	2593	182	21	40	4	320	207	3363	allergy/hypersensitivity/anaphylaxis	Allergy/hypersensitivity/anaphylaxis	36
Disease_outcome	HC367	53	37	2	1	1	0	3	3	37	other_substance_abuse/dependency	Other substance abuse/dependency	32
Disease_outcome	HC368	157	99	5	2	6	0	15	11	99	diabetes_insipidus	Diabetes insipidus	18
Disease_outcome	HC369	306	186	16	4	19	2	25	24	270	gestational_diabetes	Gestational diabetes	20
Disease_outcome	HC37	136	97	6	1	0	1	12	7	97	parathyroid_hyperplasia/adenoma	Parathyroid hyperplasia/adenoma	31
Disease_outcome	HC370	879	604	36	6	10	2	79	44	773	other_respiratory_problems	Other respiratory problems	26
Disease_outcome	HC371	8789	5979	426	63	76	7	785	458	7787	bronchitis	Bronchitis	10
Disease_outcome	HC372	90	58	5	0	1	0	4	6	58	uterine_problem	Uterine problem	15
Disease_outcome	HC373	1474	1037	79	5	9	2	123	82	1321	fracture_rib	Fracture rib	12
Disease_outcome	HC374	4244	2986	202	14	48	8	348	252	3850	kidney_stone/ureter_stone/bladder_stone	Kidney stone/ureter stone/bladder stone	39
Disease_outcome	HC375	767	484	67	4	2	0	84	51	686	alcohol_dependency	Alcohol dependency	18
Disease_outcome	HC376	44431	30908	1688	305	428	53	4307	2129	39818	osteoarthritis	Osteoarthritis	14
Disease_outcome	HC377	120	89	3	0	1	0	8	9	89	oesophageal_stricture	Oesophageal stricture	21
Disease_outcome	HC378	31	14	4	0	2	0	4	3	14	diabetic_nephropathy	Diabetic nephropathy	20
Disease_outcome	HC379	1185	725	114	11	8	11	91	106	1058	infective/viral_hepatitis	Infective/viral hepatitis	25
Disease_outcome	HC38	8121	5585	416	19	108	8	744	424	7304	psoriasis	Psoriasis	9
Disease_outcome	HC380	2512	1749	113	9	17	4	246	125	2250	fracture_ulna	Fracture ulna	13
Disease_outcome	HC381	98	67	4	0	1	0	9	4	67	venous_thromboembolic_disease	Venous thromboembolic disease	29
Disease_outcome	HC382	67845	45229	3243	871	1180	118	6003	3924	60568	asthma	Asthma	6
Disease_outcome	HC383	1217	822	44	10	19	0	126	72	1093	bph_/_benign_prostatic_hypertrophy	Bph / benign prostatic hypertrophy	34
Disease_outcome	HC384	655	452	23	5	3	2	71	31	577	throat_or_larynx_disorder	Throat or larynx disorder	25
Disease_outcome	HC385	6565	4326	290	62	83	5	669	338	5768	peripheral_vascular_disease	Peripheral vascular disease	27
Disease_outcome	HC386	3527	2124	248	84	81	5	355	242	3134	helicobacter_pylori	Helicobacter pylori	19
Disease_outcome	HC387	114	72	5	2	2	0	11	8	72	polymyositis	Polymyositis	12
Disease_outcome	HC388	160	110	5	1	2	0	17	11	138	diabetic_neuropathy/ulcers	Diabetic neuropathy/ulcers	26
Disease_outcome	HC389	2086	1378	101	15	48	7	195	112	1849	urticaria	Urticaria	9
Disease_outcome	HC39	1036	688	40	9	23	1	113	57	921	lichen_planus	Lichen planus	13
Disease_outcome	HC390	813	556	39	7	14	1	71	41	721	trigemminal_neuralgia	Trigemminal neuralgia	21
Disease_outcome	HC391	411	279	20	7	5	0	46	11	356	pyloric_stenosis	Pyloric stenosis	16
Disease_outcome	HC392	3610	2435	157	32	61	2	332	176	3193	pancreatitis	Pancreatitis	12
Disease_outcome	HC393	137	103	5	0	0	0	4	11	118	allergy_to_nickel	Allergy to nickel	17
Disease_outcome	HC394	199	130	10	3	1	0	28	11	179	mitral_regurgitation_/_incompetence	Mitral regurgitation / incompetence	35
Disease_outcome	HC395	3192	2185	135	21	35	3	321	181	2878	bladder_problem_(not_cancer)	Bladder problem (not cancer)	28
Disease_outcome	HC396	4247	2886	245	19	32	5	377	201	3760	fracture_shoulder_/_scapula	Fracture shoulder / scapula	27
Disease_outcome	HC397	1253	932	37	0	0	0	121	33	1123	scarlet_fever_/_scarlatina	Scarlet fever / scarlatina	26
Disease_outcome	HC398	1923	1335	92	10	11	0	170	97	1715	fracture_wrist_/_colles_fracture	Fracture wrist / colles fracture	32
Disease_outcome	HC399	117	76	6	0	1	0	10	10	76	incisional_hernia	Incisional hernia	17
Disease_outcome	HC4	2042	1297	93	32	50	3	167	151	1790	nephritis	Nephritis	9
Disease_outcome	HC40	757	548	27	4	4	1	73	38	686	nervous_breakdown	Nervous breakdown	17
Disease_outcome	HC400	4634	3224	202	36	58	3	427	203	4150	transient_ischaemic_attack_(tia)	Transient ischaemic attack (tia)	32
